Gene	cell_type
Leprot	Astrocytes
Lfng	Astrocytes
Lmbrd2	Astrocytes
Lmo4	Astrocytes
Lmtk2	Astrocytes
Lnpk	Astrocytes
Lonp1	Astrocytes
Lrig1	Astrocytes
Lrmda	Astrocytes
Lrrc4	Astrocytes
Lrrc42	Astrocytes
Lypd6	Astrocytes
Maf1	Astrocytes
Magoh	Astrocytes
Man1a2	Astrocytes
Man2a1	Astrocytes
Map2k1	Astrocytes
Map7	Astrocytes
Mapk1	Astrocytes
Mapk8ip1	Astrocytes
Mat2b	Astrocytes
Matn4	Astrocytes
Matr3	Astrocytes
Mboat7	Astrocytes
Mcrip1	Astrocytes
Mcts1	Astrocytes
Me3	Astrocytes
Meaf6	Astrocytes
Mef2c	Astrocytes
Mettl9	Astrocytes
Mfsd14a	Astrocytes
Mfsd4a	Astrocytes
Mib2	Astrocytes
Mink1	Astrocytes
Minpp1	Astrocytes
Morf4l1	Astrocytes
Mpped2	Astrocytes
Mrpl17	Astrocytes
Mrpl2	Astrocytes
Mrpl27	Astrocytes
Mrpl32	Astrocytes
Mrpl34	Astrocytes
Mrpl55	Astrocytes
Mrps18b	Astrocytes
Mrtfb	Astrocytes
Msl3l2	Astrocytes
Msmo1	Astrocytes
Mtmr9	Astrocytes
Mtpn	Astrocytes
Myef2	Astrocytes
Myg1	Astrocytes
Myh6	Astrocytes
N4bp1	Astrocytes
Naa25	Astrocytes
Naa50	Astrocytes
Naa60	Astrocytes
Nap1l5	Astrocytes
Napg	Astrocytes
Nav3	Astrocytes
Ndfip2	Astrocytes
Ngef	Astrocytes
Nlgn2	Astrocytes
Nlgn3	Astrocytes
Nol11	Astrocytes
Nol4	Astrocytes
Nolc1	Astrocytes
Nsdhl	Astrocytes
Ola1	Astrocytes
Osbp	Astrocytes
Osbpl8	Astrocytes
Osgep	Astrocytes
Ostc	Astrocytes
Otud7a	Astrocytes
P4ha2	Astrocytes
Pam	Astrocytes
Paxbp1	Astrocytes
Pbx2	Astrocytes
Pbx3	Astrocytes
Pcdh1	Astrocytes
Pcdh19	Astrocytes
Pcyox1	Astrocytes
Pcyt2	Astrocytes
Pde1c	Astrocytes
Pdia3	Astrocytes
Pdzd2	Astrocytes
Pigk	Astrocytes
Pim3	Astrocytes
Pipox	Astrocytes
Pitpnm1	Astrocytes
Pitpnm2	Astrocytes
Pkp4	Astrocytes
Plekhb2	Astrocytes
Plxna4	Astrocytes
Pnpla7	Astrocytes
Pou3f4	Astrocytes
Ppm1g	Astrocytes
Ppm1l	Astrocytes
Ppp2ca	Astrocytes
Ppp2r2a	Astrocytes
Ppp2r2d	Astrocytes
Ppp3ca	Astrocytes
Ppp3cb	Astrocytes
Pptc7	Astrocytes
Prkca	Astrocytes
Prkce	Astrocytes
Psip1	Astrocytes
Psma6	Astrocytes
Psmd12	Astrocytes
Psmd7	Astrocytes
Psmg4	Astrocytes
Ptma	Astrocytes
Ptn	Astrocytes
Ptov1	Astrocytes
Ptprd	Astrocytes
Ptprj	Astrocytes
Pura	Astrocytes
Pusl1	Astrocytes
Rab2a	Astrocytes
Rab5if	Astrocytes
Rabggta	Astrocytes
Rbfa	Astrocytes
Rbm7	Astrocytes
Rce1	Astrocytes
Rdh14	Astrocytes
Repin1	Astrocytes
Rexo2	Astrocytes
Rgs20	Astrocytes
Rgs7	Astrocytes
Rheb	Astrocytes
Rhob	Astrocytes
Rnf11	Astrocytes
Rnf113a2	Astrocytes
Rnf145	Astrocytes
Rnf149	Astrocytes
Rnf220	Astrocytes
Robo1	Astrocytes
Rorb	Astrocytes
Rpgrip1	Astrocytes
Rpl6	Astrocytes
Rpn2	Astrocytes
Rpp25l	Astrocytes
Rps6kb2	Astrocytes
Rtf1	Astrocytes
Rtl4	Astrocytes
Runx2	Astrocytes
S100a6	Astrocytes
Samm50	Astrocytes
Scamp5	Astrocytes
Scd2	Astrocytes
Sde2	Astrocytes
Sdhd	Astrocytes
Seh1l	Astrocytes
Sfr1	Astrocytes
Sgcd	Astrocytes
Six3	Astrocytes
Slc16a4	Astrocytes
Slc25a3	Astrocytes
Slc25a42	Astrocytes
Slc35f1	Astrocytes
Slc39a6	Astrocytes
Slc6a11	Astrocytes
Slc8a1	Astrocytes
Slc9a3r1	Astrocytes
Slco1c1	Astrocytes
Smarca5	Astrocytes
Smim10l1	Astrocytes
Smim14	Astrocytes
Smox	Astrocytes
Snf8	Astrocytes
Snrnp27	Astrocytes
Snrpd1	Astrocytes
Snrpd3	Astrocytes
Snx15	Astrocytes
Soga3	Astrocytes
Sorbs2	Astrocytes
Spin1	Astrocytes
Spon1	Astrocytes
Srrm2	Astrocytes
Srsf2	Astrocytes
Srsf3	Astrocytes
Srsf9	Astrocytes
Ssna1	Astrocytes
Ssr4	Astrocytes
Ssrp1	Astrocytes
St3gal4	Astrocytes
Stim2	Astrocytes
Strn4	Astrocytes
Stub1	Astrocytes
Suds3	Astrocytes
Sugt1	Astrocytes
Supt6	Astrocytes
Syn3	Astrocytes
Tagln3	Astrocytes
Tbca	Astrocytes
Tbpl1	Astrocytes
Tecr	Astrocytes
Tent5d	Astrocytes
Tex261	Astrocytes
Tex264	Astrocytes
Tgoln1	Astrocytes
Tgs1	Astrocytes
Thsd7a	Astrocytes
Timm17a	Astrocytes
Tmem131l	Astrocytes
Tmem222	Astrocytes
Tmem263	Astrocytes
Tmem38a	Astrocytes
Tmem87b	Astrocytes
Tmtc4	Astrocytes
Trappc3	Astrocytes
Triap1	Astrocytes
Trmt10c	Astrocytes
Trmt6	Astrocytes
Tsfm	Astrocytes
Tspan3	Astrocytes
Tspan7	Astrocytes
Ttc33	Astrocytes
Tut4	Astrocytes
Uap1	Astrocytes
Uba2	Astrocytes
Ube2a	Astrocytes
Ube2d1	Astrocytes
Ube2z	Astrocytes
Ubl3	Astrocytes
Ubqln1	Astrocytes
Uhmk1	Astrocytes
Unc13c	Astrocytes
Unc5c	Astrocytes
Upf1	Astrocytes
Uqcrc1	Astrocytes
Use1	Astrocytes
Usp14	Astrocytes
Usp31	Astrocytes
Usp53	Astrocytes
Utp3	Astrocytes
Vamp2	Astrocytes
Vapa	Astrocytes
Vars	Astrocytes
Vcp	Astrocytes
Vegfa	Astrocytes
Vmp1	Astrocytes
Vps29	Astrocytes
Vps35	Astrocytes
Wbp4	Astrocytes
Wdr17	Astrocytes
Wdr6	Astrocytes
Xpc	Astrocytes
Xpo1	Astrocytes
Xrcc6	Astrocytes
Ywhae	Astrocytes
Zbtb18	Astrocytes
Zbtb7a	Astrocytes
Zc3h15	Astrocytes
Zc3h6	Astrocytes
Zcchc14	Astrocytes
Zcchc17	Astrocytes
Zfand5	Astrocytes
Zfp438	Astrocytes
Zfp46	Astrocytes
Zfp532	Astrocytes
Zmat2	Astrocytes
Zrsr2	Astrocytes
4930595D18Rik	Interneurons_Pnoc+
5530401A14Rik	Interneurons_Pnoc+
Adcy2	Interneurons_Pnoc+
Adcy5	Interneurons_Pnoc+
Ahi1	Interneurons_Pnoc+
Ajap1	Interneurons_Pnoc+
Angpt2	Interneurons_Pnoc+
Ankrd24	Interneurons_Pnoc+
Apoe	Interneurons_Pnoc+
Arglu1	Interneurons_Pnoc+
Asb3	Interneurons_Pnoc+
Ate1	Interneurons_Pnoc+
Atg4b	Interneurons_Pnoc+
Atp1a3	Interneurons_Pnoc+
Atp6v1d	Interneurons_Pnoc+
Atxn2l	Interneurons_Pnoc+
B230219D22Rik	Interneurons_Pnoc+
B3glct	Interneurons_Pnoc+
Bcl11a	Interneurons_Pnoc+
Cacna1c	Interneurons_Pnoc+
Cadm2	Interneurons_Pnoc+
Calm1	Interneurons_Pnoc+
Caly	Interneurons_Pnoc+
Cdc37	Interneurons_Pnoc+
Chmp2a	Interneurons_Pnoc+
Ckb	Interneurons_Pnoc+
Cntn4	Interneurons_Pnoc+
Cntn6	Interneurons_Pnoc+
Cs	Interneurons_Pnoc+
Ctnna3	Interneurons_Pnoc+
Dcun1d5	Interneurons_Pnoc+
Ddx10	Interneurons_Pnoc+
Degs1	Interneurons_Pnoc+
Dhx30	Interneurons_Pnoc+
Dscaml1	Interneurons_Pnoc+
Dusp11	Interneurons_Pnoc+
Egfp	Interneurons_Pnoc+
Ehbp1	Interneurons_Pnoc+
Eif4a2	Interneurons_Pnoc+
Emc7	Interneurons_Pnoc+
Fam13a	Interneurons_Pnoc+
Fbxo10	Interneurons_Pnoc+
Fgf1	Interneurons_Pnoc+
Fgfr2	Interneurons_Pnoc+
Foxp1	Interneurons_Pnoc+
Gabarapl1	Interneurons_Pnoc+
Gad2	Interneurons_Pnoc+
Ggact	Interneurons_Pnoc+
Glrb	Interneurons_Pnoc+
Gm10135	Interneurons_Pnoc+
Gm11146	Interneurons_Pnoc+
Gm12353	Interneurons_Pnoc+
Gm12394	Interneurons_Pnoc+
Gm47283	Interneurons_Pnoc+
Gm5089	Interneurons_Pnoc+
Got1	Interneurons_Pnoc+
Hace1	Interneurons_Pnoc+
Hap1	Interneurons_Pnoc+
Hp1bp3	Interneurons_Pnoc+
Hspe1	Interneurons_Pnoc+
Igf2bp3	Interneurons_Pnoc+
Impa1	Interneurons_Pnoc+
Inhba	Interneurons_Pnoc+
Irak1	Interneurons_Pnoc+
Kansl1l	Interneurons_Pnoc+
Leng8	Interneurons_Pnoc+
Lrpap1	Interneurons_Pnoc+
Lrtm1	Interneurons_Pnoc+
Ly6h	Interneurons_Pnoc+
Lysmd4	Interneurons_Pnoc+
Mdh1	Interneurons_Pnoc+
Mef2c	Interneurons_Pnoc+
Megf11	Interneurons_Pnoc+
Mgat2	Interneurons_Pnoc+
Mrpl30	Interneurons_Pnoc+
Mrpl41	Interneurons_Pnoc+
Msmo1	Interneurons_Pnoc+
Mycbp2	Interneurons_Pnoc+
Myef2	Interneurons_Pnoc+
Ncl	Interneurons_Pnoc+
Ndrg4	Interneurons_Pnoc+
Ndufa6	Interneurons_Pnoc+
Nop10	Interneurons_Pnoc+
Nr1d2	Interneurons_Pnoc+
Nudt5	Interneurons_Pnoc+
Nup160	Interneurons_Pnoc+
Panx2	Interneurons_Pnoc+
Pax6	Interneurons_Pnoc+
Pcbp2	Interneurons_Pnoc+
Pde1b	Interneurons_Pnoc+
Plek	Interneurons_Pnoc+
Prpf4b	Interneurons_Pnoc+
Rpl22l1	Interneurons_Pnoc+
Rpl36al	Interneurons_Pnoc+
Rpn1	Interneurons_Pnoc+
Rps15a	Interneurons_Pnoc+
Rtl1	Interneurons_Pnoc+
Rtn1	Interneurons_Pnoc+
Samd4	Interneurons_Pnoc+
Sbf1	Interneurons_Pnoc+
Scd2	Interneurons_Pnoc+
Selenof	Interneurons_Pnoc+
Sh3bp5	Interneurons_Pnoc+
Shisa6	Interneurons_Pnoc+
Slc12a5	Interneurons_Pnoc+
Slc24a5	Interneurons_Pnoc+
Slc38a2	Interneurons_Pnoc+
Slc50a1	Interneurons_Pnoc+
Slc6a20b	Interneurons_Pnoc+
Snhg11	Interneurons_Pnoc+
Srek1	Interneurons_Pnoc+
Srsf10	Interneurons_Pnoc+
Sv2a	Interneurons_Pnoc+
Syt11	Interneurons_Pnoc+
Syt4	Interneurons_Pnoc+
Tecr	Interneurons_Pnoc+
Thra	Interneurons_Pnoc+
Tmbim6	Interneurons_Pnoc+
Tmsb10	Interneurons_Pnoc+
Tspyl4	Interneurons_Pnoc+
Ttc3	Interneurons_Pnoc+
Tut4	Interneurons_Pnoc+
Ubl5	Interneurons_Pnoc+
Ubtf	Interneurons_Pnoc+
Uchl1	Interneurons_Pnoc+
Unc50	Interneurons_Pnoc+
Uty	Interneurons_Pnoc+
Xpo1	Interneurons_Pnoc+
Xrcc6	Interneurons_Pnoc+
Ywhab	Interneurons_Pnoc+
Zer1	Interneurons_Pnoc+
Zfp266	Interneurons_Pnoc+
Zmat2	Interneurons_Pnoc+
Zmiz1	Interneurons_Pnoc+
Atp6v0b	Interneurons_Pvalb+
Atp6v1d	Interneurons_Pvalb+
Fam174a	Interneurons_Pvalb+
Gabarap	Interneurons_Pvalb+
Hspe1	Interneurons_Pvalb+
Myl6	Interneurons_Pvalb+
Syt11	Interneurons_Pvalb+
Ubl5	Interneurons_Pvalb+
Atp1a3	Interneurons_Sst+
Bsg	Interneurons_Sst+
Imp3	Interneurons_Sst+
Ubl5	Interneurons_Sst+
1810037I17Rik	Interneurons_Th+
Abhd8	Interneurons_Th+
Actn2	Interneurons_Th+
Apoe	Interneurons_Th+
Arpc3	Interneurons_Th+
Arxes1	Interneurons_Th+
Arxes2	Interneurons_Th+
Atp2a2	Interneurons_Th+
Atp5d	Interneurons_Th+
Atp5g3	Interneurons_Th+
Atp5mpl	Interneurons_Th+
Atp6v1d	Interneurons_Th+
Atxn7l3b	Interneurons_Th+
Bag1	Interneurons_Th+
Bex3	Interneurons_Th+
Brk1	Interneurons_Th+
Calr	Interneurons_Th+
Cdc37	Interneurons_Th+
Clk4	Interneurons_Th+
Clta	Interneurons_Th+
Clu	Interneurons_Th+
Cntn5	Interneurons_Th+
Copb2	Interneurons_Th+
Cox5a	Interneurons_Th+
Cox7c	Interneurons_Th+
Dlx5	Interneurons_Th+
Dusp8	Interneurons_Th+
Egfp	Interneurons_Th+
Fam174a	Interneurons_Th+
Filip1l	Interneurons_Th+
Fis1	Interneurons_Th+
Foxo1	Interneurons_Th+
Foxp1	Interneurons_Th+
Gabarap	Interneurons_Th+
Gas7	Interneurons_Th+
Gde1	Interneurons_Th+
Glrx5	Interneurons_Th+
Gm21798	Interneurons_Th+
Gm47283	Interneurons_Th+
Gnal	Interneurons_Th+
Grin2b	Interneurons_Th+
Hbegf	Interneurons_Th+
Hint1	Interneurons_Th+
Hspa5	Interneurons_Th+
Hspe1	Interneurons_Th+
Krtcap2	Interneurons_Th+
Lmo4	Interneurons_Th+
Mbd3	Interneurons_Th+
Mgat2	Interneurons_Th+
Mrpl30	Interneurons_Th+
Mtch1	Interneurons_Th+
Mtx1	Interneurons_Th+
Myl6	Interneurons_Th+
Ndufa5	Interneurons_Th+
Ndufs2	Interneurons_Th+
Ndufs7	Interneurons_Th+
Necab2	Interneurons_Th+
Nme7	Interneurons_Th+
Nrxn3	Interneurons_Th+
Pam16	Interneurons_Th+
Pdap1	Interneurons_Th+
Pdia4	Interneurons_Th+
Pdxk	Interneurons_Th+
Phactr1	Interneurons_Th+
Pin1	Interneurons_Th+
Ppp3ca	Interneurons_Th+
Psap	Interneurons_Th+
Rab14	Interneurons_Th+
Rab3a	Interneurons_Th+
Rasgrp2	Interneurons_Th+
Rpl29	Interneurons_Th+
Rpl35	Interneurons_Th+
Rpl36	Interneurons_Th+
Rpn1	Interneurons_Th+
Rpp25l	Interneurons_Th+
Rps15	Interneurons_Th+
Rtn4	Interneurons_Th+
Sec11c	Interneurons_Th+
Skp1a	Interneurons_Th+
Slc15a2	Interneurons_Th+
Slc32a1	Interneurons_Th+
Smpd3	Interneurons_Th+
Snca	Interneurons_Th+
Stmn4	Interneurons_Th+
Strn	Interneurons_Th+
Sv2b	Interneurons_Th+
Syt11	Interneurons_Th+
Syt4	Interneurons_Th+
Thra	Interneurons_Th+
Timm13	Interneurons_Th+
Tmem132b	Interneurons_Th+
Tmem147	Interneurons_Th+
Tmem151a	Interneurons_Th+
Tmsb10	Interneurons_Th+
Tpi1	Interneurons_Th+
Ubl5	Interneurons_Th+
Ubtf	Interneurons_Th+
Uchl1	Interneurons_Th+
Uqcrh	Interneurons_Th+
Zfp804b	Interneurons_Th+
0610012G03Rik	Microglia
2310039H08Rik	Microglia
Aamp	Microglia
Aars	Microglia
Abhd16a	Microglia
Abhd2	Microglia
Acat1	Microglia
Actr6	Microglia
Acyp1	Microglia
Adgrl2	Microglia
Adrb1	Microglia
Agap3	Microglia
Agpat5	Microglia
Akap9	Microglia
Alas1	Microglia
Amd1	Microglia
Anp32a	Microglia
Ap2a2	Microglia
Apex1	Microglia
Appl1	Microglia
Aptx	Microglia
Aqr	Microglia
Arf1	Microglia
Arhgdia	Microglia
Atl2	Microglia
Atox1	Microglia
B230219D22Rik	Microglia
Bag1	Microglia
Btbd3	Microglia
Camta1	Microglia
Cdc37	Microglia
Cdk17	Microglia
Cds2	Microglia
Cemip2	Microglia
Cetn3	Microglia
Cfap20	Microglia
Chd3	Microglia
Chmp1a	Microglia
Chp1	Microglia
Cluap1	Microglia
Cmpk1	Microglia
Cnih4	Microglia
Coil	Microglia
Cuta	Microglia
Cyld	Microglia
Dag1	Microglia
Ddit3	Microglia
Dlat	Microglia
Dld	Microglia
Dnajb1	Microglia
Dnajb9	Microglia
Dnajc10	Microglia
Dnm1l	Microglia
Dpm3	Microglia
Dstn	Microglia
Dync1h1	Microglia
Dync1i2	Microglia
Dzip3	Microglia
Ebag9	Microglia
Eef1akmt1	Microglia
Eif4a1	Microglia
Epm2aip1	Microglia
Erg28	Microglia
Fam104a	Microglia
Fam126b	Microglia
Fam162a	Microglia
Fam214a	Microglia
Fam49a	Microglia
Fbxo34	Microglia
Focad	Microglia
Fuz	Microglia
Gdi1	Microglia
Gm16286	Microglia
Gmfb	Microglia
H2-Q4	Microglia
Hnrnpa0	Microglia
Hnrnpa1	Microglia
Hnrnpdl	Microglia
Hnrnpul2	Microglia
Hp1bp3	Microglia
Hypk	Microglia
Ice1	Microglia
Idh3g	Microglia
Impact	Microglia
Insig2	Microglia
Ipcef1	Microglia
Ipo13	Microglia
Iqgap2	Microglia
Lmbrd2	Microglia
Lrrc59	Microglia
Mapk8ip3	Microglia
Mat2b	Microglia
Matr3	Microglia
Mboat7	Microglia
Metap2	Microglia
Mier3	Microglia
Miga2	Microglia
Mkrn1	Microglia
Mprip	Microglia
Mrpl9	Microglia
Mrps16	Microglia
Mrps18b	Microglia
Mrps24	Microglia
Mrps31	Microglia
Mtch2	Microglia
Mtpn	Microglia
Naa10	Microglia
Naa25	Microglia
Nbdy	Microglia
Ndufa12	Microglia
Ndufa9	Microglia
Nucb2	Microglia
Nudt3	Microglia
Oprm1	Microglia
Oscp1	Microglia
Osgep	Microglia
Pcgf5	Microglia
Pcnx4	Microglia
Pdhb	Microglia
Pigt	Microglia
Plbd2	Microglia
Pnrc1	Microglia
Polr2m	Microglia
Polr3d	Microglia
Pop7	Microglia
Ppa2	Microglia
Ppip5k1	Microglia
Ppm1a	Microglia
Ppm1f	Microglia
Prkacb	Microglia
Psma1	Microglia
Psma6	Microglia
Psmd13	Microglia
Psmg4	Microglia
Ptchd1	Microglia
Ptdss2	Microglia
Pttg1ip	Microglia
Pura	Microglia
Rab14	Microglia
Rab18	Microglia
Rab5if	Microglia
Rabggtb	Microglia
Ranbp3	Microglia
Rbsn	Microglia
Rer1	Microglia
Rnf11	Microglia
Rnf150	Microglia
Rpl22	Microglia
Rpl6	Microglia
Rpn2	Microglia
Sdhaf1	Microglia
Sec11a	Microglia
Sem1	Microglia
Slc36a4	Microglia
Slc3a2	Microglia
Slc9a6	Microglia
Smc3	Microglia
Smim20	Microglia
Smim7	Microglia
Snf8	Microglia
Snrnp70	Microglia
Snrpa1	Microglia
Snx14	Microglia
Srp9	Microglia
Srpk1	Microglia
Stk25	Microglia
Strbp	Microglia
Sugp1	Microglia
Surf1	Microglia
Tbc1d15	Microglia
Tcea2	Microglia
Tef	Microglia
Tent4a	Microglia
Tex261	Microglia
Tiam1	Microglia
Tkt	Microglia
Tm9sf4	Microglia
Tmed2	Microglia
Tmem106b	Microglia
Tmem94	Microglia
Tmem9b	Microglia
Tmsb4x	Microglia
Tomm34	Microglia
Tomm40	Microglia
Tor2a	Microglia
Tsnax	Microglia
Txndc9	Microglia
Usp14	Microglia
Vamp3	Microglia
Vcp	Microglia
Vegfb	Microglia
Vps33b	Microglia
Vps35	Microglia
Vps52	Microglia
Wars	Microglia
Wbp2	Microglia
Xbp1	Microglia
Yipf4	Microglia
Ywhag	Microglia
Zfp30	Microglia
1700037C18Rik	MSN_Drd1+_1
3110021N24Rik	MSN_Drd1+_1
Ammecr1	MSN_Drd1+_1
Atp1a1	MSN_Drd1+_1
Atp5l	MSN_Drd1+_1
Atp5o	MSN_Drd1+_1
Atp6v1e1	MSN_Drd1+_1
Calm2	MSN_Drd1+_1
Camkv	MSN_Drd1+_1
Cdipt	MSN_Drd1+_1
Cntnap5c	MSN_Drd1+_1
Ctnna3	MSN_Drd1+_1
Eef1a2	MSN_Drd1+_1
Elk3	MSN_Drd1+_1
Epyc	MSN_Drd1+_1
Fgfr2	MSN_Drd1+_1
Filip1l	MSN_Drd1+_1
Ggact	MSN_Drd1+_1
Glp2r	MSN_Drd1+_1
Gm12353	MSN_Drd1+_1
Gm47283	MSN_Drd1+_1
H3f3b	MSN_Drd1+_1
Hsp90aa1	MSN_Drd1+_1
Il1rapl2	MSN_Drd1+_1
Inhba	MSN_Drd1+_1
Itgbl1	MSN_Drd1+_1
Kansl1l	MSN_Drd1+_1
Kcna1	MSN_Drd1+_1
Lrrc4	MSN_Drd1+_1
Lrtm1	MSN_Drd1+_1
Lysmd4	MSN_Drd1+_1
Lzts3	MSN_Drd1+_1
Ndufa6	MSN_Drd1+_1
Npsr1	MSN_Drd1+_1
Nsmaf	MSN_Drd1+_1
Oaz1	MSN_Drd1+_1
Pcbp2	MSN_Drd1+_1
Pcdh15	MSN_Drd1+_1
Pcdh9	MSN_Drd1+_1
Pdia3	MSN_Drd1+_1
Pigk	MSN_Drd1+_1
Pisd	MSN_Drd1+_1
Rps15	MSN_Drd1+_1
