cell_type	gene	avg_logFC	p_val	p_val_adj	de_family	de_method	de_type
1	MSN_Drd2+_1	1500011B03Rik	-0.222173469900514	1.04405646175156e-17	1.40728282743655e-15	singlecell	MAST	singlecell
2	MSN_Drd2+_1	A830018L16Rik	0.217021041159145	8.089898472179e-16	5.61740136336585e-14	singlecell	MAST	singlecell
3	MSN_Drd2+_1	Acvr1c	-0.222799881937257	4.12604724026696e-11	4.75785749344946e-10	singlecell	MAST	singlecell
4	MSN_Drd2+_1	Adam12	0.250108412016343	2.89476738734665e-17	3.41412271272354e-15	singlecell	MAST	singlecell
5	MSN_Drd2+_1	Ano3	-0.200456582651129	9.39084902347458e-19	1.65526613556629e-16	singlecell	MAST	singlecell
6	MSN_Drd2+_1	Arhgap6	0.25661210242353	9.86275456976363e-24	4.65289950879437e-21	singlecell	MAST	singlecell
7	MSN_Drd2+_1	Bex2	-0.317912772041306	1.08610582311271e-21	3.28700705711848e-19	singlecell	MAST	singlecell
8	MSN_Drd2+_1	C2cd2l	-0.239418561895961	9.29480450946636e-20	1.91139313245949e-17	singlecell	MAST	singlecell
9	MSN_Drd2+_1	Calm2	-0.21694086957348	9.79987383552115e-30	9.82437352010996e-27	singlecell	MAST	singlecell
10	MSN_Drd2+_1	Camk2a	0.218953977157145	8.35461672441703e-16	5.75141855191628e-14	singlecell	MAST	singlecell
11	MSN_Drd2+_1	Car12	-0.208176651063072	3.85714370291382e-15	2.14078148770718e-13	singlecell	MAST	singlecell
12	MSN_Drd2+_1	Celf3	-0.234923547056995	9.85419963585151e-22	3.03964157998189e-19	singlecell	MAST	singlecell
13	MSN_Drd2+_1	Chsy3	0.237580451417883	6.91321377848749e-16	4.97255376712733e-14	singlecell	MAST	singlecell
14	MSN_Drd2+_1	Clk4	0.204346537486873	3.58374062581761e-17	4.10594283129389e-15	singlecell	MAST	singlecell
15	MSN_Drd2+_1	Csgalnact1	0.204550006115783	1.29763522125876e-15	8.3927697374962e-14	singlecell	MAST	singlecell
16	MSN_Drd2+_1	Cspg5	0.229325731342238	4.87797007355104e-22	1.56485279959517e-19	singlecell	MAST	singlecell
17	MSN_Drd2+_1	Ctnna3	0.333995922467193	3.60452454452968e-57	1.92721912314187e-53	singlecell	MAST	singlecell
18	MSN_Drd2+_1	Dynll1	-0.384037761336625	3.7276192859651e-31	5.4355466678982e-28	singlecell	MAST	singlecell
19	MSN_Drd2+_1	Dynll2	-0.200420299608852	1.45182920611804e-13	4.3691070292933e-12	singlecell	MAST	singlecell
20	MSN_Drd2+_1	Eef1a1	-0.260284214188169	5.97339832875022e-18	8.36579655817537e-16	singlecell	MAST	singlecell
21	MSN_Drd2+_1	Egfp	-0.240940697445387	1.22286774030013e-09	8.65613351915888e-09	singlecell	MAST	singlecell
22	MSN_Drd2+_1	Eif1	-0.260724146327842	2.44804402500891e-16	2.09981958080978e-14	singlecell	MAST	singlecell
23	MSN_Drd2+_1	Eif2s3y	-0.210760032205499	1.19528866465601e-08	6.39934251705023e-08	singlecell	MAST	singlecell
24	MSN_Drd2+_1	Elk3	0.251498110648832	1.77266831002527e-21	4.93805948145941e-19	singlecell	MAST	singlecell
25	MSN_Drd2+_1	Emc6	-0.209744732041597	6.16945205303649e-23	2.53738489565911e-20	singlecell	MAST	singlecell
26	MSN_Drd2+_1	Gaa	0.288007949360333	4.20875925610753e-43	1.68771246169912e-39	singlecell	MAST	singlecell
27	MSN_Drd2+_1	Gapdh	-0.248850558531162	3.29722884431735e-13	8.53285618600572e-12	singlecell	MAST	singlecell
28	MSN_Drd2+_1	Ggact	0.213908832672549	4.87237927683027e-17	5.38985955864535e-15	singlecell	MAST	singlecell
29	MSN_Drd2+_1	Glp2r	0.308557392498799	9.0795525228072e-29	8.09089013699042e-26	singlecell	MAST	singlecell
30	MSN_Drd2+_1	Gpcpd1	-0.248411378858366	6.04258171171857e-20	1.30977041426981e-17	singlecell	MAST	singlecell
31	MSN_Drd2+_1	Gramd1b	0.207366130141776	1.00168085193764e-14	4.63024808791924e-13	singlecell	MAST	singlecell
32	MSN_Drd2+_1	Hsp90ab1	-0.285414287047374	7.11978259589688e-17	7.41566966481727e-15	singlecell	MAST	singlecell
