Gene	cell_type
MAN2A1	Astrocytes
MAP2K1	Astrocytes
MAP7	Astrocytes
MAPK1	Astrocytes
MAPK8IP1	Astrocytes
MAT2B	Astrocytes
MATN4	Astrocytes
MATR3	Astrocytes
MBOAT7	Astrocytes
MCRIP1	Astrocytes
MCTS1	Astrocytes
ME3	Astrocytes
MEAF6	Astrocytes
MEF2C	Astrocytes
METTL9	Astrocytes
MFSD4A	Astrocytes
MIB2	Astrocytes
MINK1	Astrocytes
MINPP1	Astrocytes
MORF4L1	Astrocytes
MPPED2	Astrocytes
MRPL17	Astrocytes
MRPL2	Astrocytes
MRPL27	Astrocytes
MRPL32	Astrocytes
MRPL34	Astrocytes
MRPL55	Astrocytes
MRPS18B	Astrocytes
MRTFB	Astrocytes
MSL3	Astrocytes
MSMO1	Astrocytes
MTMR9	Astrocytes
MTPN	Astrocytes
MYEF2	Astrocytes
MYG1	Astrocytes
MYH6	Astrocytes
N4BP1	Astrocytes
NAA25	Astrocytes
NAA50	Astrocytes
NAA60	Astrocytes
NAP1L5	Astrocytes
NAPG	Astrocytes
NAV3	Astrocytes
NDFIP2	Astrocytes
NGEF	Astrocytes
NLGN2	Astrocytes
NLGN3	Astrocytes
NOL11	Astrocytes
NOL4	Astrocytes
NOLC1	Astrocytes
NSDHL	Astrocytes
OLA1	Astrocytes
OSBP	Astrocytes
OSBPL8	Astrocytes
OSGEP	Astrocytes
OSTC	Astrocytes
OTUD7A	Astrocytes
P4HA2	Astrocytes
PAM	Astrocytes
PAXBP1	Astrocytes
PBX2	Astrocytes
PBX3	Astrocytes
PCDH1	Astrocytes
PCDH19	Astrocytes
PCYOX1	Astrocytes
PCYT2	Astrocytes
PDE1C	Astrocytes
PDIA3	Astrocytes
PDZD2	Astrocytes
PIGK	Astrocytes
PIM3	Astrocytes
PIPOX	Astrocytes
PITPNM1	Astrocytes
PITPNM2	Astrocytes
PKP4	Astrocytes
PLEKHB2	Astrocytes
PLXNA4	Astrocytes
PNPLA7	Astrocytes
POU3F4	Astrocytes
PPM1G	Astrocytes
PPM1L	Astrocytes
PPP2CA	Astrocytes
PPP2R2A	Astrocytes
PPP2R2D	Astrocytes
PPP3CA	Astrocytes
PPP3CB	Astrocytes
PPTC7	Astrocytes
PRKCA	Astrocytes
PRKCE	Astrocytes
PSIP1	Astrocytes
PSMA6	Astrocytes
PSMD12	Astrocytes
PSMD7	Astrocytes
PSMG4	Astrocytes
PTN	Astrocytes
PTOV1	Astrocytes
PTPRD	Astrocytes
PTPRJ	Astrocytes
PURA	Astrocytes
PUSL1	Astrocytes
RAB2A	Astrocytes
TGIF2-RAB5IF	Astrocytes
RAB5IF	Astrocytes
RABGGTA	Astrocytes
RBFA	Astrocytes
RBM7	Astrocytes
RCE1	Astrocytes
RDH14	Astrocytes
REPIN1	Astrocytes
REXO2	Astrocytes
RGS20	Astrocytes
RGS7	Astrocytes
RHEB	Astrocytes
RHOB	Astrocytes
RNF11	Astrocytes
RNF113A	Astrocytes
RNF145	Astrocytes
RNF149	Astrocytes
RNF220	Astrocytes
ROBO1	Astrocytes
RORB	Astrocytes
RPGRIP1	Astrocytes
RPL6	Astrocytes
RPN2	Astrocytes
RPP25L	Astrocytes
RPS6KB2	Astrocytes
RTF1	Astrocytes
RTL4	Astrocytes
RUNX2	Astrocytes
S100A6	Astrocytes
SAMM50	Astrocytes
SCAMP5	Astrocytes
SCD	Astrocytes
SDE2	Astrocytes
SDHD	Astrocytes
SEH1L	Astrocytes
SFR1	Astrocytes
SGCD	Astrocytes
SIX3	Astrocytes
SLC16A4	Astrocytes
SLC25A3	Astrocytes
SLC25A42	Astrocytes
SLC35F1	Astrocytes
SLC39A6	Astrocytes
SLC6A11	Astrocytes
SLC8A1	Astrocytes
SLC9A3R1	Astrocytes
SLCO1C1	Astrocytes
SMARCA5	Astrocytes
SMIM10L1	Astrocytes
SMIM14	Astrocytes
SMOX	Astrocytes
SNF8	Astrocytes
SNRPD1	Astrocytes
SNRPD3	Astrocytes
SNX15	Astrocytes
SOGA3	Astrocytes
SORBS2	Astrocytes
SPIN1	Astrocytes
SPON1	Astrocytes
SRRM2	Astrocytes
SRSF2	Astrocytes
SRSF3	Astrocytes
SRSF9	Astrocytes
SSNA1	Astrocytes
SSR4	Astrocytes
SSRP1	Astrocytes
ST3GAL4	Astrocytes
STIM2	Astrocytes
STRN4	Astrocytes
STUB1	Astrocytes
SUDS3	Astrocytes
SUGT1	Astrocytes
SUPT6H	Astrocytes
SYN3	Astrocytes
TAGLN3	Astrocytes
TBCA	Astrocytes
TBPL1	Astrocytes
TECR	Astrocytes
TENT5D	Astrocytes
TEX261	Astrocytes
TEX264	Astrocytes
TGOLN2	Astrocytes
TGS1	Astrocytes
THSD7A	Astrocytes
TIMM17A	Astrocytes
TMEM131L	Astrocytes
TMEM222	Astrocytes
TMEM263	Astrocytes
TMEM38A	Astrocytes
TMEM87B	Astrocytes
TMTC4	Astrocytes
TRAPPC3	Astrocytes
TRIAP1	Astrocytes
TRMT10C	Astrocytes
TRMT6	Astrocytes
TSFM	Astrocytes
TSPAN3	Astrocytes
TSPAN7	Astrocytes
TTC33	Astrocytes
TUT4	Astrocytes
UAP1	Astrocytes
UBA2	Astrocytes
UBE2A	Astrocytes
UBE2D1	Astrocytes
UBE2Z	Astrocytes
UBL3	Astrocytes
UBQLN1	Astrocytes
UHMK1	Astrocytes
UNC13C	Astrocytes
UNC5C	Astrocytes
UPF1	Astrocytes
UQCRC1	Astrocytes
USE1	Astrocytes
USP14	Astrocytes
USP31	Astrocytes
USP53	Astrocytes
UTP3	Astrocytes
VAMP2	Astrocytes
VAPA	Astrocytes
VARS1	Astrocytes
VCP	Astrocytes
VEGFA	Astrocytes
VMP1	Astrocytes
VPS29	Astrocytes
VPS35	Astrocytes
WBP4	Astrocytes
WDR17	Astrocytes
WDR6	Astrocytes
XPC	Astrocytes
XPO1	Astrocytes
XRCC6	Astrocytes
YWHAE	Astrocytes
ZBTB18	Astrocytes
ZBTB7A	Astrocytes
ZC3H15	Astrocytes
ZC3H6	Astrocytes
ZCCHC14	Astrocytes
ZCCHC17	Astrocytes
ZFAND5	Astrocytes
ZNF438	Astrocytes
ZNF436	Astrocytes
ZNF532	Astrocytes
ZMAT2	Astrocytes
ADCY2	Interneurons_Pnoc+
ADCY5	Interneurons_Pnoc+
AHI1	Interneurons_Pnoc+
AJAP1	Interneurons_Pnoc+
ANGPT2	Interneurons_Pnoc+
ANKRD24	Interneurons_Pnoc+
APOE	Interneurons_Pnoc+
ARGLU1	Interneurons_Pnoc+
ASB3	Interneurons_Pnoc+
ATE1	Interneurons_Pnoc+
ATG4B	Interneurons_Pnoc+
ATP1A3	Interneurons_Pnoc+
ATP6V1D	Interneurons_Pnoc+
ATXN2L	Interneurons_Pnoc+
C5orf24	Interneurons_Pnoc+
B3GLCT	Interneurons_Pnoc+
BCL11A	Interneurons_Pnoc+
CACNA1C	Interneurons_Pnoc+
CADM2	Interneurons_Pnoc+
CALM1	Interneurons_Pnoc+
CALY	Interneurons_Pnoc+
CDC37	Interneurons_Pnoc+
CHMP2A	Interneurons_Pnoc+
CKB	Interneurons_Pnoc+
CNTN4	Interneurons_Pnoc+
CNTN6	Interneurons_Pnoc+
CS	Interneurons_Pnoc+
CTNNA3	Interneurons_Pnoc+
DCUN1D5	Interneurons_Pnoc+
DDX10	Interneurons_Pnoc+
DEGS1	Interneurons_Pnoc+
DHX30	Interneurons_Pnoc+
DSCAML1	Interneurons_Pnoc+
DUSP11	Interneurons_Pnoc+
EHBP1	Interneurons_Pnoc+
EMC7	Interneurons_Pnoc+
FAM13A	Interneurons_Pnoc+
FBXO10	Interneurons_Pnoc+
FGF1	Interneurons_Pnoc+
FGFR2	Interneurons_Pnoc+
FOXP1	Interneurons_Pnoc+
GABARAPL1	Interneurons_Pnoc+
GAD2	Interneurons_Pnoc+
GGACT	Interneurons_Pnoc+
GLRB	Interneurons_Pnoc+
FAM205A	Interneurons_Pnoc+
GOT1	Interneurons_Pnoc+
HACE1	Interneurons_Pnoc+
HAP1	Interneurons_Pnoc+
HP1BP3	Interneurons_Pnoc+
HSPE1	Interneurons_Pnoc+
IGF2BP3	Interneurons_Pnoc+
IMPA1	Interneurons_Pnoc+
INHBA	Interneurons_Pnoc+
IRAK1	Interneurons_Pnoc+
KANSL1L	Interneurons_Pnoc+
LENG8	Interneurons_Pnoc+
LRPAP1	Interneurons_Pnoc+
LRTM1	Interneurons_Pnoc+
LY6H	Interneurons_Pnoc+
LYSMD4	Interneurons_Pnoc+
MDH1	Interneurons_Pnoc+
MEF2C	Interneurons_Pnoc+
MEGF11	Interneurons_Pnoc+
MGAT2	Interneurons_Pnoc+
MRPL30	Interneurons_Pnoc+
MRPL41	Interneurons_Pnoc+
MSMO1	Interneurons_Pnoc+
MYCBP2	Interneurons_Pnoc+
MYEF2	Interneurons_Pnoc+
NCL	Interneurons_Pnoc+
NDRG4	Interneurons_Pnoc+
NDUFA6	Interneurons_Pnoc+
NOP10	Interneurons_Pnoc+
NR1D2	Interneurons_Pnoc+
NUDT5	Interneurons_Pnoc+
NUP160	Interneurons_Pnoc+
PANX2	Interneurons_Pnoc+
PAX6	Interneurons_Pnoc+
PCBP2	Interneurons_Pnoc+
PDE1B	Interneurons_Pnoc+
PLEK	Interneurons_Pnoc+
PRPF4B	Interneurons_Pnoc+
RPL22L1	Interneurons_Pnoc+
RPL36A	Interneurons_Pnoc+
RPN1	Interneurons_Pnoc+
RTN1	Interneurons_Pnoc+
SAMD4A	Interneurons_Pnoc+
SBF1	Interneurons_Pnoc+
SCD	Interneurons_Pnoc+
SELENOF	Interneurons_Pnoc+
SH3BP5	Interneurons_Pnoc+
SHISA6	Interneurons_Pnoc+
SLC12A5	Interneurons_Pnoc+
SLC24A5	Interneurons_Pnoc+
SLC38A2	Interneurons_Pnoc+
SLC50A1	Interneurons_Pnoc+
SLC6A20	Interneurons_Pnoc+
SRSF10	Interneurons_Pnoc+
SV2A	Interneurons_Pnoc+
SYT11	Interneurons_Pnoc+
SYT4	Interneurons_Pnoc+
TECR	Interneurons_Pnoc+
THRA	Interneurons_Pnoc+
TMBIM6	Interneurons_Pnoc+
TSPYL4	Interneurons_Pnoc+
TTC3	Interneurons_Pnoc+
TUT4	Interneurons_Pnoc+
UBTF	Interneurons_Pnoc+
UCHL1	Interneurons_Pnoc+
UNC50	Interneurons_Pnoc+
UTY	Interneurons_Pnoc+
XPO1	Interneurons_Pnoc+
XRCC6	Interneurons_Pnoc+
YWHAB	Interneurons_Pnoc+
ZER1	Interneurons_Pnoc+
ZNF266	Interneurons_Pnoc+
ZMAT2	Interneurons_Pnoc+
ZMIZ1	Interneurons_Pnoc+
ATP6V0B	Interneurons_Pvalb+
ATP6V1D	Interneurons_Pvalb+
FAM174A	Interneurons_Pvalb+
GABARAP	Interneurons_Pvalb+
HSPE1	Interneurons_Pvalb+
MYL6	Interneurons_Pvalb+
SYT11	Interneurons_Pvalb+
ATP1A3	Interneurons_Sst+
BSG	Interneurons_Sst+
IMP3	Interneurons_Sst+
C4orf3	Interneurons_Th+
ABHD8	Interneurons_Th+
ACTN2	Interneurons_Th+
APOE	Interneurons_Th+
ARPC3	Interneurons_Th+
SPCS3	Interneurons_Th+
SPCS3	Interneurons_Th+
ATP2A2	Interneurons_Th+
ATP5F1D	Interneurons_Th+
ATP5MC3	Interneurons_Th+
ATP5MJ	Interneurons_Th+
ATP6V1D	Interneurons_Th+
ATXN7L3B	Interneurons_Th+
BAG1	Interneurons_Th+
BEX3	Interneurons_Th+
BRK1	Interneurons_Th+
CALR	Interneurons_Th+
CDC37	Interneurons_Th+
CLK4	Interneurons_Th+
CLTA	Interneurons_Th+
CLU	Interneurons_Th+
CNTN5	Interneurons_Th+
COPB2	Interneurons_Th+
COX5A	Interneurons_Th+
COX7C	Interneurons_Th+
DLX5	Interneurons_Th+
DUSP8	Interneurons_Th+
FAM174A	Interneurons_Th+
FILIP1L	Interneurons_Th+
FIS1	Interneurons_Th+
FOXO1	Interneurons_Th+
FOXP1	Interneurons_Th+
GABARAP	Interneurons_Th+
GAS7	Interneurons_Th+
GDE1	Interneurons_Th+
GLRX5	Interneurons_Th+
GNAL	Interneurons_Th+
GRIN2B	Interneurons_Th+
HBEGF	Interneurons_Th+
HINT1	Interneurons_Th+
HSPA5	Interneurons_Th+
HSPE1	Interneurons_Th+
KRTCAP2	Interneurons_Th+
LMO4	Interneurons_Th+
MBD3	Interneurons_Th+
MGAT2	Interneurons_Th+
MRPL30	Interneurons_Th+
MTCH1	Interneurons_Th+
MTX1	Interneurons_Th+
MYL6	Interneurons_Th+
NDUFA5	Interneurons_Th+
NDUFS2	Interneurons_Th+
NDUFS7	Interneurons_Th+
NECAB2	Interneurons_Th+
NME7	Interneurons_Th+
NRXN3	Interneurons_Th+
PAM16	Interneurons_Th+
PDAP1	Interneurons_Th+
PDIA4	Interneurons_Th+
PDXK	Interneurons_Th+
PHACTR1	Interneurons_Th+
PIN1	Interneurons_Th+
PPP3CA	Interneurons_Th+
PSAP	Interneurons_Th+
RAB14	Interneurons_Th+
RAB3A	Interneurons_Th+
RASGRP2	Interneurons_Th+
RPL29	Interneurons_Th+
RPL35	Interneurons_Th+
RPN1	Interneurons_Th+
RPP25L	Interneurons_Th+
RPS15	Interneurons_Th+
RTN4	Interneurons_Th+
SEC11C	Interneurons_Th+
SLC15A2	Interneurons_Th+
SLC32A1	Interneurons_Th+
SMPD3	Interneurons_Th+
SNCA	Interneurons_Th+
STMN4	Interneurons_Th+
STRN	Interneurons_Th+
SV2B	Interneurons_Th+
SYT11	Interneurons_Th+
SYT4	Interneurons_Th+
THRA	Interneurons_Th+
TIMM13	Interneurons_Th+
TMEM132B	Interneurons_Th+
TMEM147	Interneurons_Th+
TMEM151A	Interneurons_Th+
TPI1	Interneurons_Th+
UBTF	Interneurons_Th+
UCHL1	Interneurons_Th+
UQCRHL	Interneurons_Th+
UQCRH	Interneurons_Th+
ZNF804B	Interneurons_Th+
NCBP2AS2	Microglia
C6orf226	Microglia
AAMP	Microglia
AARS1	Microglia
ABHD16A	Microglia
ABHD2	Microglia
ACAT1	Microglia
ACTR6	Microglia
ADGRL2	Microglia
ADRB1	Microglia
AGAP3	Microglia
AGPAT5	Microglia
AKAP9	Microglia
ALAS1	Microglia
AMD1	Microglia
ANP32A	Microglia
ANP32D	Microglia
AP2A2	Microglia
APEX1	Microglia
APPL1	Microglia
APTX	Microglia
AQR	Microglia
ARF1	Microglia
ARHGDIA	Microglia
ATL2	Microglia
ATOX1	Microglia
C5orf24	Microglia
BAG1	Microglia
BTBD3	Microglia
CAMTA1	Microglia
CDC37	Microglia
CDK17	Microglia
CDS2	Microglia
CEMIP2	Microglia
CETN3	Microglia
CFAP20	Microglia
CHD3	Microglia
CHMP1A	Microglia
CHP1	Microglia
CLUAP1	Microglia
CMPK1	Microglia
CNIH4	Microglia
COIL	Microglia
CUTA	Microglia
CYLD	Microglia
DAG1	Microglia
DDIT3	Microglia
DLAT	Microglia
DLD	Microglia
DNAJB1	Microglia
DNAJB9	Microglia
DNAJC10	Microglia
DNM1L	Microglia
DPM3	Microglia
DSTN	Microglia
DYNC1H1	Microglia
DYNC1I2	Microglia
DZIP3	Microglia
EBAG9	Microglia
EEF1AKMT1	Microglia
EIF4A1	Microglia
EPM2AIP1	Microglia
ERG28	Microglia
FAM104B	Microglia
FAM126B	Microglia
FAM162A	Microglia
FAM214A	Microglia
FBXO34	Microglia
FOCAD	Microglia
FUZ	Microglia
GDI1	Microglia
GMFB	Microglia
HLA-E	Microglia
HNRNPA0	Microglia
HNRNPA1	Microglia
HNRNPDL	Microglia
HNRNPUL2	Microglia
HNRNPUL2-BSCL2	Microglia
HP1BP3	Microglia
HYPK	Microglia
ICE1	Microglia
IDH3G	Microglia
IMPACT	Microglia
INSIG2	Microglia
IPCEF1	Microglia
IPO13	Microglia
IQGAP2	Microglia
LMBRD2	Microglia
LRRC59	Microglia
MAPK8IP3	Microglia
MAT2B	Microglia
MATR3	Microglia
MBOAT7	Microglia
METAP2	Microglia
MIER3	Microglia
MIGA2	Microglia
MKRN1	Microglia
MPRIP	Microglia
MRPL9	Microglia
MRPS16	Microglia
MRPS18B	Microglia
MRPS24	Microglia
MRPS31	Microglia
MTCH2	Microglia
MTPN	Microglia
NAA10	Microglia
NAA25	Microglia
NBDY	Microglia
NDUFA12	Microglia
NDUFA9	Microglia
NUCB2	Microglia
NUDT3	Microglia
OPRM1	Microglia
OSCP1	Microglia
OSGEP	Microglia
PCGF5	Microglia
PCNX4	Microglia
PDHB	Microglia
PIGT	Microglia
PLBD2	Microglia
PNRC1	Microglia
POLR2M	Microglia
POLR3D	Microglia
POP7	Microglia
PPA2	Microglia
PPIP5K1	Microglia
PPM1A	Microglia
PPM1F	Microglia
PRKACB	Microglia
PSMA1	Microglia
PSMA6	Microglia
PSMD13	Microglia
PSMG4	Microglia
PTCHD1	Microglia
PTDSS2	Microglia
PURA	Microglia
RAB14	Microglia
RAB18	Microglia
TGIF2-RAB5IF	Microglia
RAB5IF	Microglia
RABGGTB	Microglia
RANBP3	Microglia
RBSN	Microglia
RER1	Microglia
RNF11	Microglia
RNF150	Microglia
RPL22	Microglia
RPL6	Microglia
RPN2	Microglia
SDHAF1	Microglia
SEC11A	Microglia
SEM1	Microglia
SLC36A4	Microglia
SLC3A2	Microglia
SLC9A6	Microglia
SMC3	Microglia
SMIM20	Microglia
SMIM7	Microglia
SNF8	Microglia
SNRNP70	Microglia
SNRPA1	Microglia
SNX14	Microglia
SRP9	Microglia
SRPK1	Microglia
STK25	Microglia
STRBP	Microglia
SUGP1	Microglia
SURF1	Microglia
TBC1D15	Microglia
TCEA2	Microglia
TEF	Microglia
TENT4A	Microglia
TEX261	Microglia
TIAM1	Microglia
TKT	Microglia
TM9SF4	Microglia
TMED2	Microglia
TMEM106B	Microglia
TMEM94	Microglia
TMEM9B	Microglia
TMSB4Y	Microglia
TOMM34	Microglia
TOMM40	Microglia
TOR2A	Microglia
TSNAX-DISC1	Microglia
TXNDC9	Microglia
USP14	Microglia
VAMP3	Microglia
VCP	Microglia
VEGFB	Microglia
VPS33B	Microglia
VPS35	Microglia
VPS52	Microglia
WARS1	Microglia
WBP2	Microglia
XBP1	Microglia
YIPF4	Microglia
YWHAG	Microglia
ZFP30	Microglia
C16orf90	MSN_Drd1+_1
AMMECR1	MSN_Drd1+_1
ATP1A1	MSN_Drd1+_1
ATP5MG	MSN_Drd1+_1
ATP5MGL	MSN_Drd1+_1
DONSON	MSN_Drd1+_1
ATP5PO	MSN_Drd1+_1
ATP6V1E1	MSN_Drd1+_1
CALM2	MSN_Drd1+_1
CAMKV	MSN_Drd1+_1
CDIPT	MSN_Drd1+_1
CTNNA3	MSN_Drd1+_1
EEF1A2	MSN_Drd1+_1
ELK3	MSN_Drd1+_1
EPYC	MSN_Drd1+_1
FGFR2	MSN_Drd1+_1
FILIP1L	MSN_Drd1+_1
GGACT	MSN_Drd1+_1
GLP2R	MSN_Drd1+_1
H3-3B	MSN_Drd1+_1
H3-5	MSN_Drd1+_1
HSP90AA1	MSN_Drd1+_1
IL1RAPL2	MSN_Drd1+_1
INHBA	MSN_Drd1+_1
ITGBL1	MSN_Drd1+_1
KANSL1L	MSN_Drd1+_1
KCNA1	MSN_Drd1+_1
LRRC4	MSN_Drd1+_1
LRTM1	MSN_Drd1+_1
LYSMD4	MSN_Drd1+_1
LZTS3	MSN_Drd1+_1
NDUFA6	MSN_Drd1+_1
NPSR1	MSN_Drd1+_1
NSMAF	MSN_Drd1+_1
OAZ1	MSN_Drd1+_1
PCBP2	MSN_Drd1+_1
PCDH15	MSN_Drd1+_1
PCDH9	MSN_Drd1+_1
PDIA3	MSN_Drd1+_1
PIGK	MSN_Drd1+_1
PISD	MSN_Drd1+_1
RPS15	MSN_Drd1+_1
SERINC1	MSN_Drd1+_1
SMPD4	MSN_Drd1+_1
SYT11	MSN_Drd1+_1
SYT4	MSN_Drd1+_1
TIMP3	MSN_Drd1+_1
TMEM243	MSN_Drd1+_1
TMEM30A	MSN_Drd1+_1
TMEM50A	MSN_Drd1+_1
USP50	MSN_Drd1+_1
XRCC6	MSN_Drd1+_1
ACTG1	MSN_Drd1+_2
ADGRV1	MSN_Drd1+_2
AHI1	MSN_Drd1+_2
ANO3	MSN_Drd1+_2
APLP1	MSN_Drd1+_2
APOE	MSN_Drd1+_2
ARF5	MSN_Drd1+_2
ARHGEF12	MSN_Drd1+_2
ARL6IP1	MSN_Drd1+_2
ARPC1A	MSN_Drd1+_2
ARPC5L	MSN_Drd1+_2
ATOX1	MSN_Drd1+_2
ATP1A1	MSN_Drd1+_2
ATP1A2	MSN_Drd1+_2
ATP5F1A	MSN_Drd1+_2
ATP5F1D	MSN_Drd1+_2
ATP5MC3	MSN_Drd1+_2
ATP5PD	MSN_Drd1+_2
ATP5PF	MSN_Drd1+_2
ATP5MF	MSN_Drd1+_2
ATP5MG	MSN_Drd1+_2
ATP5MGL	MSN_Drd1+_2
DONSON	MSN_Drd1+_2
ATP5PO	MSN_Drd1+_2
ATP6AP2	MSN_Drd1+_2
ATP6V1D	MSN_Drd1+_2
ATP6V1E1	MSN_Drd1+_2
ATP6V1F	MSN_Drd1+_2
ATXN2L	MSN_Drd1+_2
ATXN7L3B	MSN_Drd1+_2
BAG1	MSN_Drd1+_2
