Gene	cell_type
Krt10	Astrocytes
Lamtor2	Astrocytes
Laptm4a	Astrocytes
Ldb2	Astrocytes
Ldhb	Astrocytes
Lmtk2	Astrocytes
Lonrf2	Astrocytes
Lrp1b	Astrocytes
Lrp4	Astrocytes
Lrpprc	Astrocytes
Lrrc8c	Astrocytes
Lrrn1	Astrocytes
Lsamp	Astrocytes
Lsm14b	Astrocytes
Lsm8	Astrocytes
Lurap1	Astrocytes
Lysmd4	Astrocytes
M6pr	Astrocytes
Maf1	Astrocytes
Man2a1	Astrocytes
Map3k10	Astrocytes
Map7d1	Astrocytes
Map7d2	Astrocytes
Mark1	Astrocytes
Mbd3	Astrocytes
Mboat2	Astrocytes
Mcrs1	Astrocytes
Me3	Astrocytes
Mef2c	Astrocytes
Mertk	Astrocytes
Mettl11b	Astrocytes
Mfge8	Astrocytes
Mfsd14a	Astrocytes
Mgat5	Astrocytes
Mgll	Astrocytes
Micu2	Astrocytes
Mitf	Astrocytes
Mlec	Astrocytes
Mlf2	Astrocytes
Mllt3	Astrocytes
Mllt6	Astrocytes
Morf4l1	Astrocytes
Mpc2	Astrocytes
Mrpl22	Astrocytes
Mrpl50	Astrocytes
Mrpl55	Astrocytes
Mrps12	Astrocytes
Mrps16	Astrocytes
Mrps21	Astrocytes
Mrps36	Astrocytes
Mrtfb	Astrocytes
Mt2	Astrocytes
Mtln	Astrocytes
Myoc	Astrocytes
N4bp1	Astrocytes
Naca	Astrocytes
Nap1l5	Astrocytes
Napg	Astrocytes
Nat8f1	Astrocytes
Ncam2	Astrocytes
Ncl	Astrocytes
Ndfip2	Astrocytes
Ndufa12	Astrocytes
Ndufaf4	Astrocytes
Ndufb3	Astrocytes
Ndufb4	Astrocytes
Ndufc2	Astrocytes
Ndufs3	Astrocytes
Nkain2	Astrocytes
Nlgn2	Astrocytes
Nnat	Astrocytes
Npas2	Astrocytes
Nrg1	Astrocytes
Nub1	Astrocytes
Numbl	Astrocytes
Oat	Astrocytes
Odc1	Astrocytes
Olfm2	Astrocytes
Osbpl6	Astrocytes
Osbpl8	Astrocytes
Ost4	Astrocytes
Otud7a	Astrocytes
Otulin	Astrocytes
Oxr1	Astrocytes
Pacsin2	Astrocytes
Padi2	Astrocytes
Palld	Astrocytes
Paqr8	Astrocytes
Pcdh19	Astrocytes
Pclo	Astrocytes
Pde1c	Astrocytes
Pde7b	Astrocytes
Pdzd2	Astrocytes
Pdzrn3	Astrocytes
Pdzrn4	Astrocytes
Peg3	Astrocytes
Pgap1	Astrocytes
Phyhipl	Astrocytes
Pigk	Astrocytes
Pik3ip1	Astrocytes
Pkig	Astrocytes
Pkp4	Astrocytes
Plec	Astrocytes
Plekhb2	Astrocytes
Plekhj1	Astrocytes
Plk4	Astrocytes
Plpp3	Astrocytes
Plscr4	Astrocytes
Pnpla8	Astrocytes
Pofut2	Astrocytes
Polr2a	Astrocytes
Por	Astrocytes
Ppia	Astrocytes
Ppp1cc	Astrocytes
Ppp1r13b	Astrocytes
Ppp3ca	Astrocytes
Prdx1	Astrocytes
Prdx2	Astrocytes
Prdx4	Astrocytes
Prickle1	Astrocytes
Prkaca	Astrocytes
Prnp	Astrocytes
Prodh	Astrocytes
Psap	Astrocytes
Psd2	Astrocytes
Psd3	Astrocytes
Psenen	Astrocytes
Psma1	Astrocytes
Psmb3	Astrocytes
Psmd10	Astrocytes
Ptchd4	Astrocytes
Ptprd	Astrocytes
Ptprj	Astrocytes
Ptprn2	Astrocytes
Ptprs	Astrocytes
Qdpr	Astrocytes
Rab1b	Astrocytes
Rbck1	Astrocytes
Rdh14	Astrocytes
Reep5	Astrocytes
Rexo2	Astrocytes
Rgs7bp	Astrocytes
Rimklb	Astrocytes
Ripor2	Astrocytes
Rmnd5a	Astrocytes
Rnf103	Astrocytes
Rnf111	Astrocytes
Rnf149	Astrocytes
Rnmt	Astrocytes
Rnpepl1	Astrocytes
Rnps1	Astrocytes
Rock2	Astrocytes
Rpa1	Astrocytes
Rpl34	Astrocytes
Rpl41	Astrocytes
Rpl5	Astrocytes
Rpl6	Astrocytes
Rps19bp1	Astrocytes
Rps21	Astrocytes
Rps6kb2	Astrocytes
Rtl4	Astrocytes
S100a13	Astrocytes
S1pr1	Astrocytes
Samd9l	Astrocytes
Sar1a	Astrocytes
Saraf	Astrocytes
Sbf1	Astrocytes
Scamp5	Astrocytes
Sdhd	Astrocytes
Sec61b	Astrocytes
Sec62	Astrocytes
Selenos	Astrocytes
Serf2	Astrocytes
Serinc1	Astrocytes
Sesn1	Astrocytes
Sf3b2	Astrocytes
Sgcd	Astrocytes
Sgtb	Astrocytes
Sh3bp5	Astrocytes
Sipa1l2	Astrocytes
Slc10a7	Astrocytes
Slc25a11	Astrocytes
Slc25a18	Astrocytes
Slc25a22	Astrocytes
Slc25a3	Astrocytes
Slc35f1	Astrocytes
Slc38a2	Astrocytes
Slc4a4	Astrocytes
Slc6a11	Astrocytes
Slit2	Astrocytes
Smim3	Astrocytes
Smim4	Astrocytes
Snrpb	Astrocytes
Snrpf	Astrocytes
Snx14	Astrocytes
Snx7	Astrocytes
Sod1	Astrocytes
Sod2	Astrocytes
Sorl1	Astrocytes
Sp4	Astrocytes
Spag16	Astrocytes
Speg	Astrocytes
Sptssa	Astrocytes
Sqstm1	Astrocytes
Srpk1	Astrocytes
Ssbp4	Astrocytes
Ssr1	Astrocytes
St3gal4	Astrocytes
Stard3nl	Astrocytes
Stip1	Astrocytes
Stk25	Astrocytes
Sulf1	Astrocytes
Supt4a	Astrocytes
Syf2	Astrocytes
Syt11	Astrocytes
Syvn1	Astrocytes
Tceal8	Astrocytes
Tcf7l1	Astrocytes
Tcp11l2	Astrocytes
Thap12	Astrocytes
Timm9	Astrocytes
Timp3	Astrocytes
Tkt	Astrocytes
Tlcd1	Astrocytes
Tm9sf3	Astrocytes
Tm9sf4	Astrocytes
Tmbim4	Astrocytes
Tmbim6	Astrocytes
Tmed7	Astrocytes
Tmem115	Astrocytes
Tmem259	Astrocytes
Tmem38a	Astrocytes
Tmem59	Astrocytes
Tmem63b	Astrocytes
Tmem70	Astrocytes
Tmem9b	Astrocytes
Tpm1	Astrocytes
Tril	Astrocytes
Tsc22d1	Astrocytes
Tshz2	Astrocytes
Tsn	Astrocytes
Tspan3	Astrocytes
Tsr3	Astrocytes
Ttc33	Astrocytes
Ttl	Astrocytes
Tubb2b	Astrocytes
Uba52	Astrocytes
Ubald2	Astrocytes
Ube2m	Astrocytes
Ube2o	Astrocytes
Ubtf	Astrocytes
Unc13c	Astrocytes
Unc5c	Astrocytes
Upf1	Astrocytes
Usp10	Astrocytes
Usp11	Astrocytes
Usp50	Astrocytes
Usp53	Astrocytes
Uty	Astrocytes
Vamp2	Astrocytes
Vav3	Astrocytes
Vcam1	Astrocytes
Vdac2	Astrocytes
Wbp11	Astrocytes
Wdr17	Astrocytes
Wnk1	Astrocytes
Ybx1	Astrocytes
Ypel3	Astrocytes
Zcrb1	Astrocytes
Zfand5	Astrocytes
Zfp704	Astrocytes
Zfp869	Astrocytes
Znhit1	Astrocytes
Znrf1	Astrocytes
Alcam	Endothelial
Ank2	Endothelial
Arf1	Endothelial
Atp2a2	Endothelial
Atp5d	Endothelial
Atp5k	Endothelial
Aurkaip1	Endothelial
Casd1	Endothelial
Cenpp	Endothelial
Grm7	Endothelial
Hnrnpk	Endothelial
Hsp90ab1	Endothelial
Ice1	Endothelial
Kctd12	Endothelial
Mmadhc	Endothelial
Ndufv2	Endothelial
Nomo1	Endothelial
Osbpl8	Endothelial
Pde1a	Endothelial
Pde7b	Endothelial
Pdzrn3	Endothelial
Polr2i	Endothelial
Ppia	Endothelial
Ppm1l	Endothelial
Ptgds	Endothelial
Ptms	Endothelial
Rpl3	Endothelial
Rpl7	Endothelial
Rps25	Endothelial
Rps9	Endothelial
Slc25a3	Endothelial
Tomm20	Endothelial
Tpm1	Endothelial
Trpc4	Endothelial
Uqcrb	Endothelial
Vamp2	Endothelial
Ywhah	Endothelial
Calm2	Interneurons_Ndnf+
Eif2s3y	Interneurons_Ndnf+
Fis1	Interneurons_Ndnf+
Maged1	Interneurons_Ndnf+
Morf4l1	Interneurons_Ndnf+
Mt1	Interneurons_Ndnf+
Naca	Interneurons_Ndnf+
Oaz1	Interneurons_Ndnf+
Ptpn5	Interneurons_Ndnf+
Rps8	Interneurons_Ndnf+
Uty	Interneurons_Ndnf+
2310039H08Rik	Interneurons_Pnoc+
5730522E02Rik	Interneurons_Pnoc+
6330403K07Rik	Interneurons_Pnoc+
Acsl3	Interneurons_Pnoc+
Actb	Interneurons_Pnoc+
Adcy6	Interneurons_Pnoc+
Aff2	Interneurons_Pnoc+
Alcam	Interneurons_Pnoc+
Ap2m1	Interneurons_Pnoc+
Ap2s1	Interneurons_Pnoc+
Arhgap1	Interneurons_Pnoc+
Arl6ip1	Interneurons_Pnoc+
Arpp21	Interneurons_Pnoc+
Arxes2	Interneurons_Pnoc+
Atp1b1	Interneurons_Pnoc+
Atp2a2	Interneurons_Pnoc+
Atp5a1	Interneurons_Pnoc+
Atp6ap2	Interneurons_Pnoc+
Atp6v0c	Interneurons_Pnoc+
Atp6v1f	Interneurons_Pnoc+
Atp6v1g2	Interneurons_Pnoc+
Atxn7l3b	Interneurons_Pnoc+
Baiap3	Interneurons_Pnoc+
Bcl11b	Interneurons_Pnoc+
Bex2	Interneurons_Pnoc+
Bmyc	Interneurons_Pnoc+
Brinp3	Interneurons_Pnoc+
Btf3	Interneurons_Pnoc+
Cacna1d	Interneurons_Pnoc+
Cadm1	Interneurons_Pnoc+
Cadm2	Interneurons_Pnoc+
Calm1	Interneurons_Pnoc+
Caln1	Interneurons_Pnoc+
Camkk2	Interneurons_Pnoc+
Caprin1	Interneurons_Pnoc+
Cd200	Interneurons_Pnoc+
Cdh10	Interneurons_Pnoc+
Celf2	Interneurons_Pnoc+
Chmp4b	Interneurons_Pnoc+
Chrm3	Interneurons_Pnoc+
Chrna7	Interneurons_Pnoc+
Col4a2	Interneurons_Pnoc+
Cox8a	Interneurons_Pnoc+
Cplane1	Interneurons_Pnoc+
Csde1	Interneurons_Pnoc+
Ctnna3	Interneurons_Pnoc+
Ctsl	Interneurons_Pnoc+
Cx3cl1	Interneurons_Pnoc+
Cyren	Interneurons_Pnoc+
Dctn3	Interneurons_Pnoc+
Ddx3y	Interneurons_Pnoc+
Desi2	Interneurons_Pnoc+
Dgkz	Interneurons_Pnoc+
Dlgap1	Interneurons_Pnoc+
Dnm2	Interneurons_Pnoc+
Dock1	Interneurons_Pnoc+
Dpm3	Interneurons_Pnoc+
Dtnb	Interneurons_Pnoc+
Dynll2	Interneurons_Pnoc+
Eda	Interneurons_Pnoc+
Eef1a1	Interneurons_Pnoc+
Eef1a2	Interneurons_Pnoc+
Eid2	Interneurons_Pnoc+
Eif2s3y	Interneurons_Pnoc+
Emc6	Interneurons_Pnoc+
Epha5	Interneurons_Pnoc+
Etl4	Interneurons_Pnoc+
Etv6	Interneurons_Pnoc+
Fam174a	Interneurons_Pnoc+
Fam219a	Interneurons_Pnoc+
Fndc9	Interneurons_Pnoc+
Fstl5	Interneurons_Pnoc+
Gde1	Interneurons_Pnoc+
Gm12394	Interneurons_Pnoc+
Gm1673	Interneurons_Pnoc+
Gm37240	Interneurons_Pnoc+
Gm47283	Interneurons_Pnoc+
Gnas	Interneurons_Pnoc+
Gng3	Interneurons_Pnoc+
Got2	Interneurons_Pnoc+
Grik4	Interneurons_Pnoc+
Grina	Interneurons_Pnoc+
Hsp90aa1	Interneurons_Pnoc+
Hsp90ab1	Interneurons_Pnoc+
Igsf8	Interneurons_Pnoc+
Itm2b	Interneurons_Pnoc+
Kat8	Interneurons_Pnoc+
Kcnq5	Interneurons_Pnoc+
Kdm5d	Interneurons_Pnoc+
Klf12	Interneurons_Pnoc+
Kmt2a	Interneurons_Pnoc+
Lamp1	Interneurons_Pnoc+
Lgi3	Interneurons_Pnoc+
Lrrc8c	Interneurons_Pnoc+
Lrrtm3	Interneurons_Pnoc+
Lrrtm4	Interneurons_Pnoc+
Ly6h	Interneurons_Pnoc+
Lysmd4	Interneurons_Pnoc+
Map1lc3b	Interneurons_Pnoc+
Map3k3	Interneurons_Pnoc+
Mbtd1	Interneurons_Pnoc+
Med28	Interneurons_Pnoc+
Mef2c	Interneurons_Pnoc+
Meis2	Interneurons_Pnoc+
Mgat4c	Interneurons_Pnoc+
Mia3	Interneurons_Pnoc+
Mlip	Interneurons_Pnoc+
Mrpl30	Interneurons_Pnoc+
Mrps34	Interneurons_Pnoc+
Ndfip1	Interneurons_Pnoc+
Ndufa5	Interneurons_Pnoc+
Ndufb3	Interneurons_Pnoc+
Npm1	Interneurons_Pnoc+
Oxld1	Interneurons_Pnoc+
Pcdh17	Interneurons_Pnoc+
Pcsk1n	Interneurons_Pnoc+
Pdzd2	Interneurons_Pnoc+
Pfn1	Interneurons_Pnoc+
Pgpep1l	Interneurons_Pnoc+
Pgrmc1	Interneurons_Pnoc+
Ppia	Interneurons_Pnoc+
Prdx1	Interneurons_Pnoc+
Prmt8	Interneurons_Pnoc+
Psenen	Interneurons_Pnoc+
Ptbp2	Interneurons_Pnoc+
Rab2a	Interneurons_Pnoc+
Rarb	Interneurons_Pnoc+
Resp18	Interneurons_Pnoc+
Rftn1	Interneurons_Pnoc+
Rgs7bp	Interneurons_Pnoc+
Robo2	Interneurons_Pnoc+
Rpl13	Interneurons_Pnoc+
Rpl36	Interneurons_Pnoc+
Rpl41	Interneurons_Pnoc+
Rps12	Interneurons_Pnoc+
Rps15	Interneurons_Pnoc+
Rps2	Interneurons_Pnoc+
Rps20	Interneurons_Pnoc+
Runx1t1	Interneurons_Pnoc+
Saraf	Interneurons_Pnoc+
Scand1	Interneurons_Pnoc+
Scg2	Interneurons_Pnoc+
Sdhaf4	Interneurons_Pnoc+
Sec11c	Interneurons_Pnoc+
Sec62	Interneurons_Pnoc+
Selenom	Interneurons_Pnoc+
Sipa1l1	Interneurons_Pnoc+
Slc12a5	Interneurons_Pnoc+
Slc32a1	Interneurons_Pnoc+
Slc35f3	Interneurons_Pnoc+
Sntg1	Interneurons_Pnoc+
Snx25	Interneurons_Pnoc+
Stx16	Interneurons_Pnoc+
Syt11	Interneurons_Pnoc+
Syt4	Interneurons_Pnoc+
Tgoln1	Interneurons_Pnoc+
Timp2	Interneurons_Pnoc+
Tm2d3	Interneurons_Pnoc+
Tmem132a	Interneurons_Pnoc+
Tmsb10	Interneurons_Pnoc+
Tmsb4x	Interneurons_Pnoc+
Tmtc1	Interneurons_Pnoc+
Tmx2	Interneurons_Pnoc+
Tox	Interneurons_Pnoc+
Trrap	Interneurons_Pnoc+
Ubash3b	Interneurons_Pnoc+
Ubb	Interneurons_Pnoc+
Ubl5	Interneurons_Pnoc+
Uchl1	Interneurons_Pnoc+
Uchl4	Interneurons_Pnoc+
Unc13c	Interneurons_Pnoc+
Uqcrq	Interneurons_Pnoc+
Uty	Interneurons_Pnoc+
Xrcc6	Interneurons_Pnoc+
Zcchc12	Interneurons_Pnoc+
Zcchc18	Interneurons_Pnoc+
Zfhx3	Interneurons_Pnoc+
Zfp608	Interneurons_Pnoc+
Zfp804a	Interneurons_Pnoc+
Zfp804b	Interneurons_Pnoc+
1700037H04Rik	Interneurons_Pvalb+
Aplp1	Interneurons_Pvalb+
Atp5g1	Interneurons_Pvalb+
Atp5j	Interneurons_Pvalb+
Atp5mpl	Interneurons_Pvalb+
Atp6v0c	Interneurons_Pvalb+
Bex2	Interneurons_Pvalb+
Cacnb2	Interneurons_Pvalb+
Ccl27a	Interneurons_Pvalb+
Ccnq	Interneurons_Pvalb+
Cdh6	Interneurons_Pvalb+
Cdh9	Interneurons_Pvalb+
Cntnap3	Interneurons_Pvalb+
Ctsb	Interneurons_Pvalb+
Dpm3	Interneurons_Pvalb+
Eef1a1	Interneurons_Pvalb+
Egfem1	Interneurons_Pvalb+
Eid2	Interneurons_Pvalb+
Fbll1	Interneurons_Pvalb+
Fkbp2	Interneurons_Pvalb+
Fth1	Interneurons_Pvalb+
Gabrd	Interneurons_Pvalb+
Gapdh	Interneurons_Pvalb+
Gde1	Interneurons_Pvalb+
Gpx4	Interneurons_Pvalb+
Gucy1a1	Interneurons_Pvalb+
Hsp90ab1	Interneurons_Pvalb+
Hspa8	Interneurons_Pvalb+
Imp3	Interneurons_Pvalb+
Lamp1	Interneurons_Pvalb+
Ly6h	Interneurons_Pvalb+
Mageh1	Interneurons_Pvalb+
Mbp	Interneurons_Pvalb+
Mmp17	Interneurons_Pvalb+
Moxd1	Interneurons_Pvalb+
Mrpl57	Interneurons_Pvalb+
Myl12b	Interneurons_Pvalb+
Ndufaf3	Interneurons_Pvalb+
Nlgn1	Interneurons_Pvalb+
Pcsk1n	Interneurons_Pvalb+
Pgrmc1	Interneurons_Pvalb+
Phlda1	Interneurons_Pvalb+
Ptprd	Interneurons_Pvalb+
Rarb	Interneurons_Pvalb+
Reep5	Interneurons_Pvalb+
Rnf7	Interneurons_Pvalb+
Rpap1	Interneurons_Pvalb+
Rpl41	Interneurons_Pvalb+
Rps12	Interneurons_Pvalb+
Rps20	Interneurons_Pvalb+
Sec11c	Interneurons_Pvalb+
Selenok	Interneurons_Pvalb+
Sf3b5	Interneurons_Pvalb+
Slc32a1	Interneurons_Pvalb+
Smdt1	Interneurons_Pvalb+
Sparcl1	Interneurons_Pvalb+
Stmn1	Interneurons_Pvalb+
Stmn4	Interneurons_Pvalb+
Syt11	Interneurons_Pvalb+
Thra	Interneurons_Pvalb+
Timm8b	Interneurons_Pvalb+
Timp2	Interneurons_Pvalb+
Tmem50a	Interneurons_Pvalb+
Tmsb4x	Interneurons_Pvalb+
Tubb2b	Interneurons_Pvalb+
Ubb	Interneurons_Pvalb+
Uqcr10	Interneurons_Pvalb+
Uqcrq	Interneurons_Pvalb+
Vps28	Interneurons_Pvalb+
Yeats4	Interneurons_Pvalb+
Calm2	Interneurons_Sst+
Sst	Interneurons_Sst+
Timp2	Interneurons_Sst+
Abhd14a	Interneurons_Th+
Arpc1a	Interneurons_Th+
Atp2a2	Interneurons_Th+
Atp2b1	Interneurons_Th+
Atp5d	Interneurons_Th+
Atp5h	Interneurons_Th+
Atp5j	Interneurons_Th+
Atp5mpl	Interneurons_Th+
Atp6v0c	Interneurons_Th+
Atxn7l3b	Interneurons_Th+
Baiap2	Interneurons_Th+
Bex2	Interneurons_Th+
Chpf	Interneurons_Th+
Cpe	Interneurons_Th+
Ctsb	Interneurons_Th+
Cyren	Interneurons_Th+
Dapk3	Interneurons_Th+
Doc2b	Interneurons_Th+
Dpm1	Interneurons_Th+
Ech1	Interneurons_Th+
Eef1a1	Interneurons_Th+
Egfp	Interneurons_Th+
Eid2	Interneurons_Th+
Emc6	Interneurons_Th+
Fam171a2	Interneurons_Th+
Fth1	Interneurons_Th+
Gabrd	Interneurons_Th+
Gde1	Interneurons_Th+
Gm21798	Interneurons_Th+
Gpx4	Interneurons_Th+
Hsp90ab1	Interneurons_Th+
Hsph1	Interneurons_Th+
Igsf8	Interneurons_Th+
Imp3	Interneurons_Th+
Inpp5j	Interneurons_Th+
Lamp1	Interneurons_Th+
Ldhb	Interneurons_Th+
Lrfn3	Interneurons_Th+
Ly6h	Interneurons_Th+
Map6	Interneurons_Th+
Mrpl11	Interneurons_Th+
Mrpl30	Interneurons_Th+
Myl12b	Interneurons_Th+
Naca	Interneurons_Th+
Ndfip1	Interneurons_Th+
Ndn	Interneurons_Th+
Ndufa6	Interneurons_Th+
Nlgn3	Interneurons_Th+
Park7	Interneurons_Th+
Pcsk1n	Interneurons_Th+
Pgk1	Interneurons_Th+
Pgrmc1	Interneurons_Th+
Phactr1	Interneurons_Th+
Pla2g7	Interneurons_Th+
Ptma	Interneurons_Th+
Rabac1	Interneurons_Th+
Ranbp17	Interneurons_Th+
Rbm39	Interneurons_Th+
Reep5	Interneurons_Th+
Rpl41	Interneurons_Th+
Rps12	Interneurons_Th+
Rps2	Interneurons_Th+
Rps20	Interneurons_Th+
Sdhaf4	Interneurons_Th+
Sec11c	Interneurons_Th+
Selenok	Interneurons_Th+
Selenow	Interneurons_Th+
Sergef	Interneurons_Th+
Slc22a17	Interneurons_Th+
Slc32a1	Interneurons_Th+
Smdt1	Interneurons_Th+
Smpd1	Interneurons_Th+
Sparcl1	Interneurons_Th+
Syt11	Interneurons_Th+
Syt4	Interneurons_Th+
Timm8b	Interneurons_Th+
Timp2	Interneurons_Th+
Tmsb4x	Interneurons_Th+
Tpi1	Interneurons_Th+
Ubb	Interneurons_Th+
Ube3a	Interneurons_Th+
Uqcr10	Interneurons_Th+
0610012G03Rik	Microglia
Abat	Microglia
Abhd16a	Microglia
Agbl4	Microglia
Apoe	Microglia
Arel1	Microglia
Arf1	Microglia
Arhgap32	Microglia
Atp6v0b	Microglia
Atp6v1b2	Microglia
Atxn7l3b	Microglia
BC031181	Microglia
Bcan	Microglia
Bccip	Microglia
Cacna1d	Microglia
Cct8	Microglia
Cdh11	Microglia
Cdk8	Microglia
Chchd1	Microglia
Chmp4b	Microglia
Cinp	Microglia
Cir1	Microglia
Commd9	Microglia
Cpeb4	Microglia
Cpsf2	Microglia
Csf3r	Microglia
Ctnna2	Microglia
Dcun1d4	Microglia
Dnaja1	Microglia
Dnaja2	Microglia
Dync1h1	Microglia
Egln2	Microglia
Erbb4	Microglia
Fat3	Microglia
