Gene	cell_type
Gls	Astrocytes
Gm11146	Astrocytes
Gm16286	Astrocytes
Gm21860	Astrocytes
Gm4491	Astrocytes
Gm47283	Astrocytes
Gm4951	Astrocytes
Gm9925	Astrocytes
Gmfb	Astrocytes
Gna11	Astrocytes
Gnl3l	Astrocytes
Gpam	Astrocytes
Gpc6	Astrocytes
Gpi1	Astrocytes
Gprasp1	Astrocytes
Gps1	Astrocytes
Gria1	Astrocytes
Grm3	Astrocytes
Grpel1	Astrocytes
Gstm5	Astrocytes
Gtf2f1	Astrocytes
Gtf2h5	Astrocytes
H2-D1	Astrocytes
H3f3a	Astrocytes
Hagh	Astrocytes
Hdac2	Astrocytes
Hgsnat	Astrocytes
Hif3a	Astrocytes
Hmgn1	Astrocytes
Hnrnpab	Astrocytes
Hnrnpd	Astrocytes
Hnrnph1	Astrocytes
Hnrnpk	Astrocytes
Hnrnpr	Astrocytes
Hnrnpul2	Astrocytes
Homer1	Astrocytes
Hp1bp3	Astrocytes
Hs3st3a1	Astrocytes
Hspa12a	Astrocytes
Hspa4	Astrocytes
Hspa5	Astrocytes
Hspa9	Astrocytes
Htatsf1	Astrocytes
Ice1	Astrocytes
Idh3g	Astrocytes
Ift22	Astrocytes
Igip	Astrocytes
Ik	Astrocytes
Il1rapl1	Astrocytes
Impa1	Astrocytes
Insyn1	Astrocytes
Ints1	Astrocytes
Irs2	Astrocytes
Iscu	Astrocytes
Itgav	Astrocytes
Itgb1bp1	Astrocytes
Itm2b	Astrocytes
Itpr1	Astrocytes
Ivns1abp	Astrocytes
Jade1	Astrocytes
Jagn1	Astrocytes
Josd1	Astrocytes
Kcnd2	Astrocytes
Kcnj3	Astrocytes
Kcnn3	Astrocytes
Kcnq3	Astrocytes
Kctd1	Astrocytes
Kdelr2	Astrocytes
Khsrp	Astrocytes
Kif1a	Astrocytes
Kif2a	Astrocytes
Kif3a	Astrocytes
Kif3b	Astrocytes
Kifap3	Astrocytes
Kiz	Astrocytes
Klc1	Astrocytes
Klf13	Astrocytes
Klhdc2	Astrocytes
Klhl2	Astrocytes
Klhl29	Astrocytes
Klhl7	Astrocytes
Klhl9	Astrocytes
Kpna1	Astrocytes
Lamp1	Astrocytes
Lamtor1	Astrocytes
Lamtor2	Astrocytes
Lgalsl	Astrocytes
Lmo4	Astrocytes
Lmtk2	Astrocytes
Lnpk	Astrocytes
Lrp1b	Astrocytes
Lrp4	Astrocytes
Lrrc4	Astrocytes
Lrrc45	Astrocytes
Lrrc4c	Astrocytes
Lsm14b	Astrocytes
Lsm7	Astrocytes
M6pr	Astrocytes
Maf	Astrocytes
Mak16	Astrocytes
Man2a1	Astrocytes
Map2k1	Astrocytes
Map2k6	Astrocytes
Map7d1	Astrocytes
Map7d2	Astrocytes
Mapk1	Astrocytes
Mapk4	Astrocytes
Mapk8ip1	Astrocytes
Mark1	Astrocytes
Mat2a	Astrocytes
Mat2b	Astrocytes
Matr3	Astrocytes
Mbd3	Astrocytes
Mcrip1	Astrocytes
Mcts1	Astrocytes
Me3	Astrocytes
Meaf6	Astrocytes
Mef2c	Astrocytes
Men1	Astrocytes
Mettl23	Astrocytes
Mettl9	Astrocytes
Mfap3l	Astrocytes
Mfsd14a	Astrocytes
Mgat4c	Astrocytes
Mgst1	Astrocytes
Mid1ip1	Astrocytes
Minpp1	Astrocytes
Mlec	Astrocytes
Mlf2	Astrocytes
Mllt6	Astrocytes
Morf4l1	Astrocytes
Mpc2	Astrocytes
Mphosph8	Astrocytes
Mpp2	Astrocytes
Mrpl17	Astrocytes
Mrpl27	Astrocytes
Mrpl34	Astrocytes
Mrpl55	Astrocytes
Mrps14	Astrocytes
Mrps16	Astrocytes
Mrps18b	Astrocytes
Mrps33	Astrocytes
Mrtfb	Astrocytes
Msh2	Astrocytes
Mt1	Astrocytes
Mt3	Astrocytes
Mtmr9	Astrocytes
Mtpn	Astrocytes
Mtx1	Astrocytes
Myef2	Astrocytes
Myh6	Astrocytes
Myo18a	Astrocytes
N4bp1	Astrocytes
Naa10	Astrocytes
Naa25	Astrocytes
Naa50	Astrocytes
Naca	Astrocytes
Nap1l5	Astrocytes
Napg	Astrocytes
Ncam2	Astrocytes
Ncl	Astrocytes
Ndfip2	Astrocytes
Ndufa12	Astrocytes
Ndufa6	Astrocytes
Ndufa9	Astrocytes
Ndufb3	Astrocytes
Ndufb4	Astrocytes
Ndufs3	Astrocytes
Ndufv3	Astrocytes
Nexn	Astrocytes
Nlgn3	Astrocytes
Nnat	Astrocytes
Nolc1	Astrocytes
Npdc1	Astrocytes
Nrcam	Astrocytes
Nrg1	Astrocytes
Nsf	Astrocytes
Nsun6	Astrocytes
Nt5c2	Astrocytes
Ntrk3	Astrocytes
Nudt19	Astrocytes
Oat	Astrocytes
Ola1	Astrocytes
Osbpl6	Astrocytes
Osgep	Astrocytes
Ostc	Astrocytes
Oxr1	Astrocytes
Pafah1b1	Astrocytes
Pak1ip1	Astrocytes
Pam	Astrocytes
Paqr8	Astrocytes
Pax6	Astrocytes
Paxx	Astrocytes
Pbx2	Astrocytes
Pbx3	Astrocytes
Pcdh10	Astrocytes
Pcdh19	Astrocytes
Pclo	Astrocytes
Pcyox1	Astrocytes
Pde10a	Astrocytes
Pde1c	Astrocytes
Pde4b	Astrocytes
Pdia3	Astrocytes
Pdzrn3	Astrocytes
Pdzrn4	Astrocytes
Peg3	Astrocytes
Per1	Astrocytes
Per3	Astrocytes
Pfdn4	Astrocytes
Phkb	Astrocytes
Phyhipl	Astrocytes
Pim3	Astrocytes
Pink1	Astrocytes
Pitpnm1	Astrocytes
Pja2	Astrocytes
Pkia	Astrocytes
Pkp4	Astrocytes
Plce1	Astrocytes
Plekha5	Astrocytes
Plekhb2	Astrocytes
Plk4	Astrocytes
Plscr4	Astrocytes
Pmpcb	Astrocytes
Pnpla7	Astrocytes
Pofut2	Astrocytes
Polr2k	Astrocytes
Pou3f4	Astrocytes
Ppdpf	Astrocytes
Ppm1g	Astrocytes
Ppp1cc	Astrocytes
Ppp1r11	Astrocytes
Ppp1r13b	Astrocytes
Ppp1r9a	Astrocytes
Ppp2ca	Astrocytes
Ppp2r2a	Astrocytes
Ppp2r2b	Astrocytes
Ppp2r2d	Astrocytes
Ppp3ca	Astrocytes
Ppp3cb	Astrocytes
Ppt2	Astrocytes
Prdx1	Astrocytes
Prdx2	Astrocytes
Prelid3a	Astrocytes
Prickle1	Astrocytes
Prkca	Astrocytes
Prkce	Astrocytes
Prodh	Astrocytes
Prrc2b	Astrocytes
Psap	Astrocytes
Psip1	Astrocytes
Psma2	Astrocytes
Psma6	Astrocytes
Psmb1	Astrocytes
Psmb3	Astrocytes
Psmb7	Astrocytes
Psmd4	Astrocytes
Psmd6	Astrocytes
Psmd8	Astrocytes
Psmg4	Astrocytes
Ptma	Astrocytes
Ptn	Astrocytes
Ptov1	Astrocytes
Ptpn11	Astrocytes
Ptprj	Astrocytes
Ptprt	Astrocytes
Pura	Astrocytes
Purb	Astrocytes
Rab1b	Astrocytes
Rab5if	Astrocytes
Raly	Astrocytes
Rasa1	Astrocytes
Rbms3	Astrocytes
Rbx1	Astrocytes
Rce1	Astrocytes
Rdh14	Astrocytes
Rgs7	Astrocytes
Rgs7bp	Astrocytes
Rheb	Astrocytes
Rhob	Astrocytes
Rhot2	Astrocytes
Rims2	Astrocytes
Ripor2	Astrocytes
Rnf11	Astrocytes
Rnf149	Astrocytes
Rnmt	Astrocytes
Rnps1	Astrocytes
Robo1	Astrocytes
Robo2	Astrocytes
Rock2	Astrocytes
Rpl5	Astrocytes
Rpl6	Astrocytes
Rpp25l	Astrocytes
Rsrp1	Astrocytes
Rtf1	Astrocytes
Rtf2	Astrocytes
Rtraf	Astrocytes
Sall3	Astrocytes
Samd8	Astrocytes
Samd9l	Astrocytes
Sar1a	Astrocytes
Saraf	Astrocytes
Scamp1	Astrocytes
Scd2	Astrocytes
Sde2	Astrocytes
Sdhb	Astrocytes
Sec14l1	Astrocytes
Selenos	Astrocytes
Sem1	Astrocytes
Serbp1	Astrocytes
Serinc3	Astrocytes
Sf3b2	Astrocytes
Sh3kbp1	Astrocytes
Shisa9	Astrocytes
Slc1a4	Astrocytes
Slc22a23	Astrocytes
Slc25a11	Astrocytes
Slc25a22	Astrocytes
Slc25a3	Astrocytes
Slc35c2	Astrocytes
Slc35f1	Astrocytes
Slc36a1	Astrocytes
Slc38a2	Astrocytes
Slc39a6	Astrocytes
Slc50a1	Astrocytes
Slc8a1	Astrocytes
Slco1c1	Astrocytes
Smarca5	Astrocytes
Smim14	Astrocytes
Smox	Astrocytes
Smpd1	Astrocytes
Snapc1	Astrocytes
Snf8	Astrocytes
Snrnp27	Astrocytes
Snrpc	Astrocytes
Snrpd3	Astrocytes
Snrpe	Astrocytes
Sntb1	Astrocytes
Sntg2	Astrocytes
Sobp	Astrocytes
Sod1	Astrocytes
Sod2	Astrocytes
Sorl1	Astrocytes
Sox12	Astrocytes
Sox9	Astrocytes
Spag7	Astrocytes
Speg	Astrocytes
Spin1	Astrocytes
Spire1	Astrocytes
Sptan1	Astrocytes
Sptssa	Astrocytes
Sra1	Astrocytes
Srgap1	Astrocytes
Srp19	Astrocytes
Srp72	Astrocytes
Srpk2	Astrocytes
Srpr	Astrocytes
Srsf2	Astrocytes
Srsf3	Astrocytes
Srsf9	Astrocytes
Ssbp2	Astrocytes
Ssbp4	Astrocytes
Ssr1	Astrocytes
Stard3	Astrocytes
Stard3nl	Astrocytes
Stip1	Astrocytes
Stk25	Astrocytes
Strn	Astrocytes
Strn4	Astrocytes
Stub1	Astrocytes
Stx16	Astrocytes
Suds3	Astrocytes
Sugt1	Astrocytes
Sulf1	Astrocytes
Syf2	Astrocytes
Syn3	Astrocytes
Syt11	Astrocytes
Taf13	Astrocytes
Tbc1d24	Astrocytes
Tbca	Astrocytes
Tbpl1	Astrocytes
Tbrg1	Astrocytes
Tcaf1	Astrocytes
Tenm4	Astrocytes
Terf2ip	Astrocytes
Tex261	Astrocytes
Tgoln1	Astrocytes
Tgs1	Astrocytes
Thra	Astrocytes
Thrsp	Astrocytes
Thsd4	Astrocytes
Timm10b	Astrocytes
Timm17a	Astrocytes
Timm9	Astrocytes
Timp3	Astrocytes
Tln2	Astrocytes
Tm9sf3	Astrocytes
Tmeff1	Astrocytes
Tmem115	Astrocytes
Tmem131l	Astrocytes
Tmem176b	Astrocytes
Tmem178b	Astrocytes
Tmem184b	Astrocytes
Tmem222	Astrocytes
Tmem263	Astrocytes
Tmem63b	Astrocytes
Tnfaip8	Astrocytes
Tob2	Astrocytes
Tpm1	Astrocytes
Trappc4	Astrocytes
Trmt6	Astrocytes
Trp53bp2	Astrocytes
Trpm3	Astrocytes
Tsc22d1	Astrocytes
Tsc22d3	Astrocytes
Tsnax	Astrocytes
Ttc3	Astrocytes
Ttc33	Astrocytes
Ttl	Astrocytes
Tut4	Astrocytes
Txnrd1	Astrocytes
Uap1	Astrocytes
Uba2	Astrocytes
Uba52	Astrocytes
Ube2m	Astrocytes
Ube3a	Astrocytes
Ubl3	Astrocytes
Ubtf	Astrocytes
Ubxn6	Astrocytes
Ufc1	Astrocytes
Uhmk1	Astrocytes
Unc13c	Astrocytes
Unc5c	Astrocytes
Unc79	Astrocytes
Upf1	Astrocytes
Uqcrc1	Astrocytes
Usp10	Astrocytes
Usp14	Astrocytes
Usp5	Astrocytes
Usp53	Astrocytes
Ust	Astrocytes
Utp14b	Astrocytes
Vamp2	Astrocytes
Vapa	Astrocytes
Vcam1	Astrocytes
Vcan	Astrocytes
Vcl	Astrocytes
Vcp	Astrocytes
Vdac2	Astrocytes
Vim	Astrocytes
Vopp1	Astrocytes
Vps29	Astrocytes
Vps35	Astrocytes
Wbp11	Astrocytes
Wdr17	Astrocytes
Wdr18	Astrocytes
Wdr61	Astrocytes
Xpc	Astrocytes
Xpnpep1	Astrocytes
Ybx1	Astrocytes
Ywhae	Astrocytes
Ywhaq	Astrocytes
Zbtb18	Astrocytes
Zbtb7a	Astrocytes
Zc3h15	Astrocytes
Zcchc17	Astrocytes
Zcrb1	Astrocytes
Zdhhc18	Astrocytes
Zfp280d	Astrocytes
Zmat2	Astrocytes
Zrsr2	Astrocytes
Arf5	Interneurons_Chat+
Eif4a2	Interneurons_Chat+
Gm47283	Interneurons_Chat+
Hspd1	Interneurons_Chat+
1810037I17Rik	Interneurons_Pnoc+
Abcc5	Interneurons_Pnoc+
Adarb2	Interneurons_Pnoc+
AI593442	Interneurons_Pnoc+
Akap5	Interneurons_Pnoc+
Ammecr1	Interneurons_Pnoc+
Ap1s1	Interneurons_Pnoc+
Ap2m1	Interneurons_Pnoc+
Apoe	Interneurons_Pnoc+
Arf3	Interneurons_Pnoc+
Arglu1	Interneurons_Pnoc+
Arhgap22	Interneurons_Pnoc+
Arl6ip1	Interneurons_Pnoc+
Arpc1a	Interneurons_Pnoc+
Arpc5l	Interneurons_Pnoc+
Arpp19	Interneurons_Pnoc+
Arpp21	Interneurons_Pnoc+
Atp1b1	Interneurons_Pnoc+
Atp2a2	Interneurons_Pnoc+
Atp2b1	Interneurons_Pnoc+
Atp5b	Interneurons_Pnoc+
Atp5j2	Interneurons_Pnoc+
Atp5o	Interneurons_Pnoc+
Atp6v0b	Interneurons_Pnoc+
Atp6v0c	Interneurons_Pnoc+
Atp6v1e1	Interneurons_Pnoc+
Atp6v1g1	Interneurons_Pnoc+
Atxn2l	Interneurons_Pnoc+
AW549877	Interneurons_Pnoc+
Bag1	Interneurons_Pnoc+
Baiap2	Interneurons_Pnoc+
Bex2	Interneurons_Pnoc+
Btaf1	Interneurons_Pnoc+
Cacna2d3	Interneurons_Pnoc+
Cadm1	Interneurons_Pnoc+
Cadm2	Interneurons_Pnoc+
Cadps2	Interneurons_Pnoc+
Calm2	Interneurons_Pnoc+
Camk2a	Interneurons_Pnoc+
Capza2	Interneurons_Pnoc+
Catsper2	Interneurons_Pnoc+
Ccbe1	Interneurons_Pnoc+
Cdh8	Interneurons_Pnoc+
Cdh9	Interneurons_Pnoc+
Cdk10	Interneurons_Pnoc+
Cdk8	Interneurons_Pnoc+
Celf2	Interneurons_Pnoc+
Chl1	Interneurons_Pnoc+
Ckb	Interneurons_Pnoc+
Clu	Interneurons_Pnoc+
Cntn4	Interneurons_Pnoc+
Cntnap2	Interneurons_Pnoc+
Cox14	Interneurons_Pnoc+
Cox7c	Interneurons_Pnoc+
Cplx2	Interneurons_Pnoc+
Cpne7	Interneurons_Pnoc+
Crebzf	Interneurons_Pnoc+
Ctsb	Interneurons_Pnoc+
Ctsl	Interneurons_Pnoc+
Cttnbp2	Interneurons_Pnoc+
Dcc	Interneurons_Pnoc+
Dchs2	Interneurons_Pnoc+
Dctn3	Interneurons_Pnoc+
Dgkz	Interneurons_Pnoc+
Dlgap1	Interneurons_Pnoc+
Dnajb11	Interneurons_Pnoc+
Dscaml1	Interneurons_Pnoc+
Dtx3	Interneurons_Pnoc+
Edil3	Interneurons_Pnoc+
Eif3c	Interneurons_Pnoc+
Eif4a2	Interneurons_Pnoc+
Eno1	Interneurons_Pnoc+
Erbb4	Interneurons_Pnoc+
Esd	Interneurons_Pnoc+
Fam219a	Interneurons_Pnoc+
Filip1	Interneurons_Pnoc+
Fkbp1a	Interneurons_Pnoc+
Fstl5	Interneurons_Pnoc+
Fth1	Interneurons_Pnoc+
Fyco1	Interneurons_Pnoc+
Gabarapl1	Interneurons_Pnoc+
Gabrb2	Interneurons_Pnoc+
Gm10135	Interneurons_Pnoc+
Gm47283	Interneurons_Pnoc+
Gmds	Interneurons_Pnoc+
Got1	Interneurons_Pnoc+
Gpc6	Interneurons_Pnoc+
Gprin3	Interneurons_Pnoc+
Grid2	Interneurons_Pnoc+
Grik1	Interneurons_Pnoc+
Grik2	Interneurons_Pnoc+
Hint1	Interneurons_Pnoc+
Hmcn1	Interneurons_Pnoc+
Hmgcr	Interneurons_Pnoc+
Hnrnpa0	Interneurons_Pnoc+
Homer1	Interneurons_Pnoc+
Hs6st3	Interneurons_Pnoc+
Hsph1	Interneurons_Pnoc+
Ildr2	Interneurons_Pnoc+
Itm2b	Interneurons_Pnoc+
Itpka	Interneurons_Pnoc+
Kalrn	Interneurons_Pnoc+
Kctd16	Interneurons_Pnoc+
Kifap3	Interneurons_Pnoc+
Lama3	Interneurons_Pnoc+
Lamp1	Interneurons_Pnoc+
Ldhb	Interneurons_Pnoc+
Leng8	Interneurons_Pnoc+
Letm2	Interneurons_Pnoc+
Lhx6	Interneurons_Pnoc+
Lhx8	Interneurons_Pnoc+
Lin7b	Interneurons_Pnoc+
Lingo2	Interneurons_Pnoc+
Lmo7	Interneurons_Pnoc+
Lmtk3	Interneurons_Pnoc+
Lrrc4c	Interneurons_Pnoc+
Lrtm1	Interneurons_Pnoc+
Lsamp	Interneurons_Pnoc+
Lzts3	Interneurons_Pnoc+
Map1lc3b	Interneurons_Pnoc+
Marcks	Interneurons_Pnoc+
Mbtd1	Interneurons_Pnoc+
Mdh1	Interneurons_Pnoc+
Mdh2	Interneurons_Pnoc+
Mn1	Interneurons_Pnoc+
Mrpl20	Interneurons_Pnoc+
Mtx1	Interneurons_Pnoc+
Myef2	Interneurons_Pnoc+
Myo5b	Interneurons_Pnoc+
Ncl	Interneurons_Pnoc+
Ndst4	Interneurons_Pnoc+
Ndufab1	Interneurons_Pnoc+
Necab1	Interneurons_Pnoc+
Nfe2l1	Interneurons_Pnoc+
Nlgn1	Interneurons_Pnoc+
Nme7	Interneurons_Pnoc+
Nop10	Interneurons_Pnoc+
Npas2	Interneurons_Pnoc+
Nrgn	Interneurons_Pnoc+
Oaz1	Interneurons_Pnoc+
Park7	Interneurons_Pnoc+
Pax6	Interneurons_Pnoc+
Pcca	Interneurons_Pnoc+
Pcdh10	Interneurons_Pnoc+
Pcsk1n	Interneurons_Pnoc+
Pdia6	Interneurons_Pnoc+
Pdzd2	Interneurons_Pnoc+
Pebp1	Interneurons_Pnoc+
Peg3	Interneurons_Pnoc+
Pgrmc1	Interneurons_Pnoc+
Phactr1	Interneurons_Pnoc+
Phka1	Interneurons_Pnoc+
Pisd	Interneurons_Pnoc+
Pnmal2	Interneurons_Pnoc+
Pou6f2	Interneurons_Pnoc+
Ppp3ca	Interneurons_Pnoc+
Ppp3r1	Interneurons_Pnoc+
Prdx5	Interneurons_Pnoc+
Prmt8	Interneurons_Pnoc+
Psma7	Interneurons_Pnoc+
Psmc3	Interneurons_Pnoc+
Ptms	Interneurons_Pnoc+
Ptn	Interneurons_Pnoc+
Ptprd	Interneurons_Pnoc+
R3hdm1	Interneurons_Pnoc+
Rap2b	Interneurons_Pnoc+
Rasgrp2	Interneurons_Pnoc+
Robo1	Interneurons_Pnoc+
Rpl22l1	Interneurons_Pnoc+
Rreb1	Interneurons_Pnoc+
Rsrp1	Interneurons_Pnoc+
Rxfp1	Interneurons_Pnoc+
Samd5	Interneurons_Pnoc+
Saraf	Interneurons_Pnoc+
Scd2	Interneurons_Pnoc+
Scg2	Interneurons_Pnoc+
Selenof	Interneurons_Pnoc+
Selenow	Interneurons_Pnoc+
Sh3glb2	Interneurons_Pnoc+
Slc24a5	Interneurons_Pnoc+
Slc35b3	Interneurons_Pnoc+
Slc38a2	Interneurons_Pnoc+
Slit3	Interneurons_Pnoc+
Son	Interneurons_Pnoc+
Sox5	Interneurons_Pnoc+
Srek1	Interneurons_Pnoc+
Srsf10	Interneurons_Pnoc+
Srsf2	Interneurons_Pnoc+
Srsf5	Interneurons_Pnoc+
Srsf7	Interneurons_Pnoc+
Stk31	Interneurons_Pnoc+
Stx1b	Interneurons_Pnoc+
Syndig1	Interneurons_Pnoc+
Tcf4	Interneurons_Pnoc+
Tgoln1	Interneurons_Pnoc+
Timm8b	Interneurons_Pnoc+
Timp2	Interneurons_Pnoc+
Tm2d3	Interneurons_Pnoc+
Tma7	Interneurons_Pnoc+
Tmem163	Interneurons_Pnoc+
Tmx2	Interneurons_Pnoc+
Tomm70a	Interneurons_Pnoc+
Trank1	Interneurons_Pnoc+
Ttc19	Interneurons_Pnoc+
Ubxn1	Interneurons_Pnoc+
Uqcrh	Interneurons_Pnoc+
Vamp2	Interneurons_Pnoc+
Vdac2	Interneurons_Pnoc+
Vwc2l	Interneurons_Pnoc+
Ywhab	Interneurons_Pnoc+
Ywhah	Interneurons_Pnoc+
Zmat2	Interneurons_Pnoc+
AI593442	Interneurons_Pvalb+
Ano3	Interneurons_Pvalb+
Ap2m1	Interneurons_Pvalb+
Arf3	Interneurons_Pvalb+
Arpc1a	Interneurons_Pvalb+
Arpc5l	Interneurons_Pvalb+
Arpp21	Interneurons_Pvalb+
Atp5b	Interneurons_Pvalb+
Atp6v0c	Interneurons_Pvalb+
Atp6v1d	Interneurons_Pvalb+
Atp6v1e1	Interneurons_Pvalb+
Atxn7	Interneurons_Pvalb+
Camk2b	Interneurons_Pvalb+
Canx	Interneurons_Pvalb+
Capza2	Interneurons_Pvalb+
Clta	Interneurons_Pvalb+
Copb2	Interneurons_Pvalb+
Cox6a1	Interneurons_Pvalb+
Cox7c	Interneurons_Pvalb+
Creb5	Interneurons_Pvalb+
Ctsb	Interneurons_Pvalb+
Dynll2	Interneurons_Pvalb+
Eif4a2	Interneurons_Pvalb+
Fbxl16	Interneurons_Pvalb+
Filip1	Interneurons_Pvalb+
Fkbp1a	Interneurons_Pvalb+
Gk	Interneurons_Pvalb+
Gnal	Interneurons_Pvalb+
