Gene	cell_type
GTF2H5	Astrocytes
HLA-E	Astrocytes
H3-3A	Astrocytes
HAGH	Astrocytes
HDAC2	Astrocytes
HGSNAT	Astrocytes
HIF3A	Astrocytes
HNRNPAB	Astrocytes
HNRNPD	Astrocytes
HNRNPH1	Astrocytes
HNRNPK	Astrocytes
HNRNPR	Astrocytes
HNRNPUL2-BSCL2	Astrocytes
HNRNPUL2	Astrocytes
HOMER1	Astrocytes
HP1BP3	Astrocytes
HS3ST3A1	Astrocytes
HSPA12A	Astrocytes
HSPA4	Astrocytes
HSPA5	Astrocytes
HSPA9	Astrocytes
HTATSF1	Astrocytes
ICE1	Astrocytes
IDH3G	Astrocytes
IFT22	Astrocytes
IGIP	Astrocytes
IK	Astrocytes
IL1RAPL1	Astrocytes
IMPA1	Astrocytes
INSYN1	Astrocytes
INTS1	Astrocytes
IRS2	Astrocytes
ITGAV	Astrocytes
ITGB1BP1	Astrocytes
ITM2B	Astrocytes
ITPR1	Astrocytes
IVNS1ABP	Astrocytes
JADE1	Astrocytes
JAGN1	Astrocytes
JOSD1	Astrocytes
KCND2	Astrocytes
KCNJ3	Astrocytes
KCNN3	Astrocytes
KCNQ3	Astrocytes
KCTD1	Astrocytes
KDELR2	Astrocytes
KHSRP	Astrocytes
KIF1A	Astrocytes
KIF2A	Astrocytes
KIF3A	Astrocytes
KIF3B	Astrocytes
KIFAP3	Astrocytes
KIZ	Astrocytes
KLC1	Astrocytes
KLF13	Astrocytes
KLHDC2	Astrocytes
KLHL2	Astrocytes
KLHL29	Astrocytes
KLHL7	Astrocytes
KLHL9	Astrocytes
KPNA1	Astrocytes
LAMP1	Astrocytes
LAMTOR1	Astrocytes
LAMTOR2	Astrocytes
LGALSL	Astrocytes
LMO4	Astrocytes
LMTK2	Astrocytes
LNPK	Astrocytes
LRP1B	Astrocytes
LRP4	Astrocytes
LRRC4	Astrocytes
LRRC45	Astrocytes
LRRC4C	Astrocytes
LSM14B	Astrocytes
LSM7	Astrocytes
M6PR	Astrocytes
MAF	Astrocytes
MAK16	Astrocytes
MAN2A1	Astrocytes
MAP2K1	Astrocytes
MAP2K6	Astrocytes
MAP7D1	Astrocytes
MAP7D2	Astrocytes
MAPK1	Astrocytes
MAPK4	Astrocytes
MAPK8IP1	Astrocytes
MARK1	Astrocytes
MAT2A	Astrocytes
MAT2B	Astrocytes
MATR3	Astrocytes
MBD3	Astrocytes
MCRIP1	Astrocytes
MCTS1	Astrocytes
ME3	Astrocytes
MEAF6	Astrocytes
MEF2C	Astrocytes
MEN1	Astrocytes
METTL23	Astrocytes
METTL9	Astrocytes
MFAP3L	Astrocytes
MGAT4C	Astrocytes
MGST1	Astrocytes
MID1IP1	Astrocytes
MINPP1	Astrocytes
MLEC	Astrocytes
MLF2	Astrocytes
MLLT6	Astrocytes
MORF4L1	Astrocytes
MPC2	Astrocytes
MPHOSPH8	Astrocytes
MPP2	Astrocytes
MRPL17	Astrocytes
MRPL27	Astrocytes
MRPL34	Astrocytes
MRPL55	Astrocytes
MRPS14	Astrocytes
MRPS16	Astrocytes
MRPS18B	Astrocytes
MRPS33	Astrocytes
MRTFB	Astrocytes
MSH2	Astrocytes
MT1G	Astrocytes
MTMR9	Astrocytes
MTPN	Astrocytes
MTX1	Astrocytes
MYEF2	Astrocytes
MYH6	Astrocytes
MYO18A	Astrocytes
N4BP1	Astrocytes
NAA10	Astrocytes
NAA25	Astrocytes
NAA50	Astrocytes
NACA	Astrocytes
NAP1L5	Astrocytes
NAPG	Astrocytes
NCAM2	Astrocytes
NCL	Astrocytes
NDFIP2	Astrocytes
NDUFA12	Astrocytes
NDUFA6	Astrocytes
NDUFA9	Astrocytes
NDUFB3	Astrocytes
NDUFB4	Astrocytes
NDUFS3	Astrocytes
NDUFV3	Astrocytes
NEXN	Astrocytes
NLGN3	Astrocytes
NOLC1	Astrocytes
NPDC1	Astrocytes
NRCAM	Astrocytes
NRG1	Astrocytes
NSF	Astrocytes
NSUN6	Astrocytes
NT5C2	Astrocytes
NTRK3	Astrocytes
NUDT19	Astrocytes
OAT	Astrocytes
OLA1	Astrocytes
OSBPL6	Astrocytes
OSGEP	Astrocytes
OSTC	Astrocytes
OXR1	Astrocytes
PAFAH1B1	Astrocytes
PAK1IP1	Astrocytes
PAM	Astrocytes
PAQR8	Astrocytes
PAX6	Astrocytes
PAXX	Astrocytes
PBX2	Astrocytes
PBX3	Astrocytes
PCDH10	Astrocytes
PCDH19	Astrocytes
PCLO	Astrocytes
PCYOX1	Astrocytes
PDE10A	Astrocytes
PDE1C	Astrocytes
PDE4B	Astrocytes
PDIA3	Astrocytes
PDZRN3	Astrocytes
PDZRN4	Astrocytes
PEG3	Astrocytes
PER1	Astrocytes
PER3	Astrocytes
PFDN4	Astrocytes
PHKB	Astrocytes
PHYHIPL	Astrocytes
PIM3	Astrocytes
PINK1	Astrocytes
PITPNM1	Astrocytes
PJA2	Astrocytes
PKIA	Astrocytes
PKP4	Astrocytes
PLCE1	Astrocytes
PLEKHA5	Astrocytes
PLEKHB2	Astrocytes
PLK4	Astrocytes
PLSCR4	Astrocytes
PMPCB	Astrocytes
PNPLA7	Astrocytes
POFUT2	Astrocytes
POLR2K	Astrocytes
POU3F4	Astrocytes
PPDPF	Astrocytes
PPM1G	Astrocytes
PPP1CC	Astrocytes
PPP1R11	Astrocytes
PPP1R13B	Astrocytes
PPP1R9A	Astrocytes
PPP2CA	Astrocytes
PPP2R2A	Astrocytes
PPP2R2B	Astrocytes
PPP2R2D	Astrocytes
PPP3CA	Astrocytes
PPP3CB	Astrocytes
PPT2-EGFL8	Astrocytes
PPT2	Astrocytes
PRDX1	Astrocytes
PRDX2	Astrocytes
PRELID3A	Astrocytes
PRICKLE1	Astrocytes
PRKCA	Astrocytes
PRKCE	Astrocytes
PRODH	Astrocytes
PRRC2B	Astrocytes
PSAP	Astrocytes
PSIP1	Astrocytes
PSMA2	Astrocytes
PSMA6	Astrocytes
PSMB1	Astrocytes
PSMB3	Astrocytes
PSMB7	Astrocytes
PSMD4	Astrocytes
PSMD6	Astrocytes
PSMD8	Astrocytes
PSMG4	Astrocytes
PTN	Astrocytes
PTOV1	Astrocytes
PTPN11	Astrocytes
PTPRJ	Astrocytes
PTPRT	Astrocytes
PURA	Astrocytes
PURB	Astrocytes
RAB1B	Astrocytes
TGIF2-RAB5IF	Astrocytes
RAB5IF	Astrocytes
RALY	Astrocytes
RASA1	Astrocytes
RBMS3	Astrocytes
RBX1	Astrocytes
RCE1	Astrocytes
RDH14	Astrocytes
RGS7	Astrocytes
RGS7BP	Astrocytes
RHEB	Astrocytes
RHOB	Astrocytes
RHOT2	Astrocytes
RIMS2	Astrocytes
RIPOR2	Astrocytes
RNF11	Astrocytes
RNF149	Astrocytes
RNMT	Astrocytes
RNPS1	Astrocytes
ROBO1	Astrocytes
ROBO2	Astrocytes
ROCK2	Astrocytes
RPL6	Astrocytes
RPP25L	Astrocytes
RSRP1	Astrocytes
RTF1	Astrocytes
RTF2	Astrocytes
RTRAF	Astrocytes
SALL3	Astrocytes
SAMD8	Astrocytes
SAMD9L	Astrocytes
SAR1A	Astrocytes
SARAF	Astrocytes
SCAMP1	Astrocytes
SCD	Astrocytes
SDE2	Astrocytes
SDHB	Astrocytes
SEC14L1	Astrocytes
SELENOS	Astrocytes
SEM1	Astrocytes
SERBP1	Astrocytes
SERINC3	Astrocytes
SF3B2	Astrocytes
SH3KBP1	Astrocytes
SHISA9	Astrocytes
SLC1A4	Astrocytes
SLC22A23	Astrocytes
SLC25A11	Astrocytes
SLC25A22	Astrocytes
SLC25A3	Astrocytes
SLC35C2	Astrocytes
SLC35F1	Astrocytes
SLC36A1	Astrocytes
SLC38A2	Astrocytes
SLC39A6	Astrocytes
SLC50A1	Astrocytes
SLC8A1	Astrocytes
SLCO1C1	Astrocytes
SMARCA5	Astrocytes
SMIM14	Astrocytes
SMOX	Astrocytes
SMPD1	Astrocytes
SNAPC1	Astrocytes
SNF8	Astrocytes
SNRPC	Astrocytes
SNRPD3	Astrocytes
SNRPE	Astrocytes
SNTB1	Astrocytes
SNTG2	Astrocytes
SOBP	Astrocytes
SOD1	Astrocytes
SOD2	Astrocytes
SORL1	Astrocytes
SOX12	Astrocytes
SOX9	Astrocytes
SPAG7	Astrocytes
SPEG	Astrocytes
SPIN1	Astrocytes
SPIRE1	Astrocytes
SPTAN1	Astrocytes
SPTSSA	Astrocytes
SRA1	Astrocytes
SRGAP1	Astrocytes
SRP19	Astrocytes
SRP72	Astrocytes
SRPK2	Astrocytes
SRPRA	Astrocytes
SRSF2	Astrocytes
SRSF3	Astrocytes
SRSF9	Astrocytes
SSBP2	Astrocytes
SSBP4	Astrocytes
SSR1	Astrocytes
STARD3	Astrocytes
STARD3NL	Astrocytes
STIP1	Astrocytes
STK25	Astrocytes
STRN	Astrocytes
STRN4	Astrocytes
STUB1	Astrocytes
STX16	Astrocytes
STX16-NPEPL1	Astrocytes
SUDS3	Astrocytes
SUGT1	Astrocytes
SULF1	Astrocytes
SYF2	Astrocytes
SYN3	Astrocytes
SYT11	Astrocytes
TAF13	Astrocytes
TBC1D24	Astrocytes
TBCA	Astrocytes
TBPL1	Astrocytes
TBRG1	Astrocytes
TCAF1	Astrocytes
TENM4	Astrocytes
TERF2IP	Astrocytes
TEX261	Astrocytes
TGOLN2	Astrocytes
TGS1	Astrocytes
THRA	Astrocytes
THRSP	Astrocytes
THSD4	Astrocytes
TIMM17A	Astrocytes
TIMM9	Astrocytes
TIMP3	Astrocytes
TLN2	Astrocytes
TM9SF3	Astrocytes
TMEFF1	Astrocytes
TMEM115	Astrocytes
TMEM131L	Astrocytes
TMEM176B	Astrocytes
TMEM178B	Astrocytes
TMEM184B	Astrocytes
TMEM222	Astrocytes
TMEM263	Astrocytes
TMEM63B	Astrocytes
TNFAIP8	Astrocytes
TOB2	Astrocytes
TPM1	Astrocytes
TRAPPC4	Astrocytes
TRMT6	Astrocytes
TP53BP2	Astrocytes
TRPM3	Astrocytes
TSC22D1	Astrocytes
TSC22D3	Astrocytes
TSNAX-DISC1	Astrocytes
TTC3	Astrocytes
TTC33	Astrocytes
TTL	Astrocytes
TUT4	Astrocytes
TXNRD1	Astrocytes
UAP1	Astrocytes
UBA2	Astrocytes
UBA52	Astrocytes
UBE2M	Astrocytes
UBE3A	Astrocytes
UBL3	Astrocytes
UBTF	Astrocytes
UBXN6	Astrocytes
UFC1	Astrocytes
UHMK1	Astrocytes
UNC13C	Astrocytes
UNC5C	Astrocytes
UNC79	Astrocytes
UPF1	Astrocytes
UQCRC1	Astrocytes
USP10	Astrocytes
USP14	Astrocytes
USP5	Astrocytes
USP53	Astrocytes
UST	Astrocytes
UTP14A	Astrocytes
UTP14C	Astrocytes
VAMP2	Astrocytes
VAPA	Astrocytes
VCAM1	Astrocytes
VCAN	Astrocytes
VCL	Astrocytes
VCP	Astrocytes
VDAC2	Astrocytes
VIM	Astrocytes
VOPP1	Astrocytes
VPS29	Astrocytes
VPS35	Astrocytes
WDR17	Astrocytes
WDR18	Astrocytes
WDR61	Astrocytes
XPC	Astrocytes
XPNPEP1	Astrocytes
YBX1	Astrocytes
YWHAE	Astrocytes
YWHAQ	Astrocytes
ZBTB18	Astrocytes
ZBTB7A	Astrocytes
ZC3H15	Astrocytes
ZCCHC17	Astrocytes
ZCRB1	Astrocytes
ZDHHC18	Astrocytes
ZNF280D	Astrocytes
ZMAT2	Astrocytes
ARF5	Interneurons_Chat+
C4orf3	Interneurons_Pnoc+
ABCC5	Interneurons_Pnoc+
ADARB2	Interneurons_Pnoc+
C11orf87	Interneurons_Pnoc+
AKAP5	Interneurons_Pnoc+
AMMECR1	Interneurons_Pnoc+
AP1S1	Interneurons_Pnoc+
AP2M1	Interneurons_Pnoc+
APOE	Interneurons_Pnoc+
ARF3	Interneurons_Pnoc+
ARGLU1	Interneurons_Pnoc+
ARHGAP22	Interneurons_Pnoc+
ARL6IP1	Interneurons_Pnoc+
ARPC1A	Interneurons_Pnoc+
ARPC5L	Interneurons_Pnoc+
ARPP19	Interneurons_Pnoc+
ARPP21	Interneurons_Pnoc+
ATP1B1	Interneurons_Pnoc+
ATP2A2	Interneurons_Pnoc+
ATP2B1	Interneurons_Pnoc+
ATP5F1B	Interneurons_Pnoc+
ATP5MF	Interneurons_Pnoc+
DONSON	Interneurons_Pnoc+
ATP5PO	Interneurons_Pnoc+
ATP6V0B	Interneurons_Pnoc+
ATP6V0C	Interneurons_Pnoc+
ATP6V1E1	Interneurons_Pnoc+
ATP6V1G1	Interneurons_Pnoc+
ATXN2L	Interneurons_Pnoc+
C5orf51	Interneurons_Pnoc+
BAG1	Interneurons_Pnoc+
BAIAP2	Interneurons_Pnoc+
BEX1	Interneurons_Pnoc+
BEX2	Interneurons_Pnoc+
BTAF1	Interneurons_Pnoc+
CACNA2D3	Interneurons_Pnoc+
CADM1	Interneurons_Pnoc+
CADM2	Interneurons_Pnoc+
CADPS2	Interneurons_Pnoc+
CALM2	Interneurons_Pnoc+
CAMK2A	Interneurons_Pnoc+
CAPZA2	Interneurons_Pnoc+
CATSPER2	Interneurons_Pnoc+
CCBE1	Interneurons_Pnoc+
CDH8	Interneurons_Pnoc+
CDH9	Interneurons_Pnoc+
CDK10	Interneurons_Pnoc+
CDK8	Interneurons_Pnoc+
CELF2	Interneurons_Pnoc+
CHL1	Interneurons_Pnoc+
CKB	Interneurons_Pnoc+
CLU	Interneurons_Pnoc+
CNTN4	Interneurons_Pnoc+
CNTNAP2	Interneurons_Pnoc+
COX14	Interneurons_Pnoc+
COX7C	Interneurons_Pnoc+
CPLX2	Interneurons_Pnoc+
CPNE7	Interneurons_Pnoc+
CREBZF	Interneurons_Pnoc+
CTSB	Interneurons_Pnoc+
CTTNBP2	Interneurons_Pnoc+
DCC	Interneurons_Pnoc+
DCHS2	Interneurons_Pnoc+
DCTN3	Interneurons_Pnoc+
DGKZ	Interneurons_Pnoc+
DLGAP1	Interneurons_Pnoc+
DNAJB11	Interneurons_Pnoc+
DSCAML1	Interneurons_Pnoc+
DTX3	Interneurons_Pnoc+
EDIL3	Interneurons_Pnoc+
EIF3C	Interneurons_Pnoc+
EIF3CL	Interneurons_Pnoc+
ENO1	Interneurons_Pnoc+
ERBB4	Interneurons_Pnoc+
ESD	Interneurons_Pnoc+
FAM219A	Interneurons_Pnoc+
FILIP1	Interneurons_Pnoc+
FKBP1C	Interneurons_Pnoc+
FKBP1A	Interneurons_Pnoc+
FSTL5	Interneurons_Pnoc+
FTH1	Interneurons_Pnoc+
FYCO1	Interneurons_Pnoc+
GABARAPL1	Interneurons_Pnoc+
GABRB2	Interneurons_Pnoc+
GMDS	Interneurons_Pnoc+
GOT1	Interneurons_Pnoc+
GPC6	Interneurons_Pnoc+
GPRIN3	Interneurons_Pnoc+
GRID2	Interneurons_Pnoc+
GRIK1	Interneurons_Pnoc+
GRIK2	Interneurons_Pnoc+
HINT1	Interneurons_Pnoc+
HMCN1	Interneurons_Pnoc+
HMGCR	Interneurons_Pnoc+
HNRNPA0	Interneurons_Pnoc+
HOMER1	Interneurons_Pnoc+
HS6ST3	Interneurons_Pnoc+
HSPH1	Interneurons_Pnoc+
ILDR2	Interneurons_Pnoc+
ITM2B	Interneurons_Pnoc+
ITPKA	Interneurons_Pnoc+
KALRN	Interneurons_Pnoc+
KCTD16	Interneurons_Pnoc+
KIFAP3	Interneurons_Pnoc+
LAMA3	Interneurons_Pnoc+
LAMP1	Interneurons_Pnoc+
LDHB	Interneurons_Pnoc+
LENG8	Interneurons_Pnoc+
LETM2	Interneurons_Pnoc+
LHX6	Interneurons_Pnoc+
LHX8	Interneurons_Pnoc+
LIN7B	Interneurons_Pnoc+
LINGO2	Interneurons_Pnoc+
LMO7	Interneurons_Pnoc+
LMTK3	Interneurons_Pnoc+
LRRC4C	Interneurons_Pnoc+
LRTM1	Interneurons_Pnoc+
LSAMP	Interneurons_Pnoc+
LZTS3	Interneurons_Pnoc+
MARCKS	Interneurons_Pnoc+
MBTD1	Interneurons_Pnoc+
MDH1	Interneurons_Pnoc+
MDH2	Interneurons_Pnoc+
MN1	Interneurons_Pnoc+
MRPL20	Interneurons_Pnoc+
MTX1	Interneurons_Pnoc+
MYEF2	Interneurons_Pnoc+
MYO5B	Interneurons_Pnoc+
NCL	Interneurons_Pnoc+
NDST4	Interneurons_Pnoc+
NDUFAB1	Interneurons_Pnoc+
NECAB1	Interneurons_Pnoc+
NFE2L1	Interneurons_Pnoc+
NLGN1	Interneurons_Pnoc+
NME7	Interneurons_Pnoc+
NOP10	Interneurons_Pnoc+
NPAS2	Interneurons_Pnoc+
NRGN	Interneurons_Pnoc+
OAZ1	Interneurons_Pnoc+
PARK7	Interneurons_Pnoc+
PAX6	Interneurons_Pnoc+
PCCA	Interneurons_Pnoc+
PCDH10	Interneurons_Pnoc+
PCSK1N	Interneurons_Pnoc+
PDIA6	Interneurons_Pnoc+
PDZD2	Interneurons_Pnoc+
PEG3	Interneurons_Pnoc+
PGRMC1	Interneurons_Pnoc+
PHACTR1	Interneurons_Pnoc+
PHKA1	Interneurons_Pnoc+
PISD	Interneurons_Pnoc+
PNMA8B	Interneurons_Pnoc+
POU6F2	Interneurons_Pnoc+
PPP3CA	Interneurons_Pnoc+
PPP3R1	Interneurons_Pnoc+
PRDX5	Interneurons_Pnoc+
PRMT8	Interneurons_Pnoc+
PSMA7	Interneurons_Pnoc+
PSMC3	Interneurons_Pnoc+
PTMS	Interneurons_Pnoc+
PTN	Interneurons_Pnoc+
PTPRD	Interneurons_Pnoc+
R3HDM1	Interneurons_Pnoc+
RAP2B	Interneurons_Pnoc+
RASGRP2	Interneurons_Pnoc+
ROBO1	Interneurons_Pnoc+
RPL22L1	Interneurons_Pnoc+
RREB1	Interneurons_Pnoc+
RSRP1	Interneurons_Pnoc+
RXFP1	Interneurons_Pnoc+
SAMD5	Interneurons_Pnoc+
SARAF	Interneurons_Pnoc+
SCD	Interneurons_Pnoc+
SCG2	Interneurons_Pnoc+
SELENOF	Interneurons_Pnoc+
SELENOW	Interneurons_Pnoc+
SH3GLB2	Interneurons_Pnoc+
SLC24A5	Interneurons_Pnoc+
SLC35B3	Interneurons_Pnoc+
SLC38A2	Interneurons_Pnoc+
SLIT3	Interneurons_Pnoc+
SON	Interneurons_Pnoc+
SOX5	Interneurons_Pnoc+
SRSF10	Interneurons_Pnoc+
SRSF2	Interneurons_Pnoc+
SRSF5	Interneurons_Pnoc+
SRSF7	Interneurons_Pnoc+
STK31	Interneurons_Pnoc+
STX1B	Interneurons_Pnoc+
SYNDIG1	Interneurons_Pnoc+
TCF4	Interneurons_Pnoc+
TGOLN2	Interneurons_Pnoc+
TIMM8B	Interneurons_Pnoc+
TIMP2	Interneurons_Pnoc+
TM2D3	Interneurons_Pnoc+
TMA7	Interneurons_Pnoc+
TMEM163	Interneurons_Pnoc+
TMX2	Interneurons_Pnoc+
TOMM70	Interneurons_Pnoc+
TRANK1	Interneurons_Pnoc+
TTC19	Interneurons_Pnoc+
UBXN1	Interneurons_Pnoc+
UQCRH	Interneurons_Pnoc+
UQCRHL	Interneurons_Pnoc+
VAMP2	Interneurons_Pnoc+
VDAC2	Interneurons_Pnoc+
VWC2L	Interneurons_Pnoc+
YWHAB	Interneurons_Pnoc+
YWHAH	Interneurons_Pnoc+
ZMAT2	Interneurons_Pnoc+
C11orf87	Interneurons_Pvalb+
ANO3	Interneurons_Pvalb+
AP2M1	Interneurons_Pvalb+
ARF3	Interneurons_Pvalb+
ARPC1A	Interneurons_Pvalb+
ARPC5L	Interneurons_Pvalb+
ARPP21	Interneurons_Pvalb+
ATP5F1B	Interneurons_Pvalb+
ATP6V0C	Interneurons_Pvalb+
ATP6V1D	Interneurons_Pvalb+
ATP6V1E1	Interneurons_Pvalb+
ATXN7	Interneurons_Pvalb+
CAMK2B	Interneurons_Pvalb+
CANX	Interneurons_Pvalb+
CAPZA2	Interneurons_Pvalb+
CLTA	Interneurons_Pvalb+
COPB2	Interneurons_Pvalb+
COX6A1	Interneurons_Pvalb+
COX7C	Interneurons_Pvalb+
CREB5	Interneurons_Pvalb+
CTSB	Interneurons_Pvalb+
DYNLL2	Interneurons_Pvalb+
FBXL16	Interneurons_Pvalb+
FILIP1	Interneurons_Pvalb+
FKBP1C	Interneurons_Pvalb+
FKBP1A	Interneurons_Pvalb+
GK	Interneurons_Pvalb+
GK3P	Interneurons_Pvalb+
GNAL	Interneurons_Pvalb+
GRINA	Interneurons_Pvalb+
H3-3A	Interneurons_Pvalb+
HNRNPA0	Interneurons_Pvalb+
HSPH1	Interneurons_Pvalb+
IDUA	Interneurons_Pvalb+
INTS3	Interneurons_Pvalb+
KCNIP2	Interneurons_Pvalb+
KLF9	Interneurons_Pvalb+
LAMP1	Interneurons_Pvalb+
LMO7	Interneurons_Pvalb+
LRPAP1	Interneurons_Pvalb+
MARCKS	Interneurons_Pvalb+
MDH2	Interneurons_Pvalb+
MRPL20	Interneurons_Pvalb+
MSMO1	Interneurons_Pvalb+
MYL6	Interneurons_Pvalb+
NAP1L1	Interneurons_Pvalb+
NCL	Interneurons_Pvalb+
NDFIP1	Interneurons_Pvalb+
NDN	Interneurons_Pvalb+
NDRG2	Interneurons_Pvalb+
NDRG4	Interneurons_Pvalb+
NDUFB2	Interneurons_Pvalb+
NDUFB9	Interneurons_Pvalb+
NRG2	Interneurons_Pvalb+
