Gene	cell_type
RCC2	Interneurons_Pnoc+
RETN	Interneurons_Pnoc+
RETSAT	Interneurons_Pnoc+
REXO5	Interneurons_Pnoc+
RGS2	Interneurons_Pnoc+
RGS6	Interneurons_Pnoc+
RHEB	Interneurons_Pnoc+
RNF39	Interneurons_Pnoc+
ROBO1	Interneurons_Pnoc+
ROBO2	Interneurons_Pnoc+
RPSA	Interneurons_Pnoc+
RPSAP58	Interneurons_Pnoc+
RRAD	Interneurons_Pnoc+
RTN4RL1	Interneurons_Pnoc+
RUNX1T1	Interneurons_Pnoc+
SARAF	Interneurons_Pnoc+
SCG2	Interneurons_Pnoc+
SH3GL1	Interneurons_Pnoc+
SIAH2	Interneurons_Pnoc+
SIK1	Interneurons_Pnoc+
SIK1B	Interneurons_Pnoc+
SLC10A1	Interneurons_Pnoc+
SLC18A2	Interneurons_Pnoc+
SLC5A6	Interneurons_Pnoc+
SLC6A17	Interneurons_Pnoc+
SMO	Interneurons_Pnoc+
SNX31	Interneurons_Pnoc+
SRF	Interneurons_Pnoc+
SSC5D	Interneurons_Pnoc+
TAGLN3	Interneurons_Pnoc+
TBC1D22A	Interneurons_Pnoc+
TEX10	Interneurons_Pnoc+
TIPARP	Interneurons_Pnoc+
TMSB4Y	Interneurons_Pnoc+
TOB1	Interneurons_Pnoc+
TRPC4	Interneurons_Pnoc+
TSSK1B	Interneurons_Pnoc+
TUT7	Interneurons_Pnoc+
TXLNB	Interneurons_Pnoc+
USP36	Interneurons_Pnoc+
USP37	Interneurons_Pnoc+
UTP20	Interneurons_Pnoc+
XKRX	Interneurons_Pnoc+
ZBTB20	Interneurons_Pnoc+
ZDBF2	Interneurons_Pnoc+
ZFAND5	Interneurons_Pnoc+
ZFHX3	Interneurons_Pnoc+
ZNF423	Interneurons_Pnoc+
ZNF23	Interneurons_Pnoc+
ZNF629	Interneurons_Pnoc+
ZIC1	Interneurons_Pnoc+
ZKSCAN4	Interneurons_Pnoc+
C14orf180	Interneurons_Pvalb+
ACADS	Interneurons_Pvalb+
ACTN3	Interneurons_Pvalb+
ADAT3	Interneurons_Pvalb+
AGR3	Interneurons_Pvalb+
AHCY	Interneurons_Pvalb+
C2orf49	Interneurons_Pvalb+
ASIC4	Interneurons_Pvalb+
ASPRV1	Interneurons_Pvalb+
C1QL3	Interneurons_Pvalb+
CCDC190	Interneurons_Pvalb+
CCDC87	Interneurons_Pvalb+
CCR9	Interneurons_Pvalb+
CD36	Interneurons_Pvalb+
CDKN1A	Interneurons_Pvalb+
CHRNB3	Interneurons_Pvalb+
CLDN19	Interneurons_Pvalb+
CMTR1	Interneurons_Pvalb+
CPB2	Interneurons_Pvalb+
CSF3R	Interneurons_Pvalb+
CTU2	Interneurons_Pvalb+
DACH2	Interneurons_Pvalb+
DALRD3	Interneurons_Pvalb+
DENND1B	Interneurons_Pvalb+
DHRS4L2	Interneurons_Pvalb+
DHRS4	Interneurons_Pvalb+
DRAXIN	Interneurons_Pvalb+
EGR1	Interneurons_Pvalb+
FOS	Interneurons_Pvalb+
GCFC2	Interneurons_Pvalb+
GCH1	Interneurons_Pvalb+
GHRL	Interneurons_Pvalb+
GTSF1	Interneurons_Pvalb+
HIPK3	Interneurons_Pvalb+
IDI2	Interneurons_Pvalb+
IFITM10	Interneurons_Pvalb+
IGSF3	Interneurons_Pvalb+
KCNT2	Interneurons_Pvalb+
KDELR3	Interneurons_Pvalb+
LRRC34	Interneurons_Pvalb+
LRRC46	Interneurons_Pvalb+
MAD2L2	Interneurons_Pvalb+
MAGEH1	Interneurons_Pvalb+
MC4R	Interneurons_Pvalb+
METTL7A	Interneurons_Pvalb+
MSLNL	Interneurons_Pvalb+
NECAP1	Interneurons_Pvalb+
NEK10	Interneurons_Pvalb+
NEUROD6	Interneurons_Pvalb+
NME8	Interneurons_Pvalb+
NPAS4	Interneurons_Pvalb+
NR4A1	Interneurons_Pvalb+
NR4A2	Interneurons_Pvalb+
ODF3B	Interneurons_Pvalb+
OVOL3	Interneurons_Pvalb+
PCIF1	Interneurons_Pvalb+
PCOLCE2	Interneurons_Pvalb+
PEPD	Interneurons_Pvalb+
PKP2	Interneurons_Pvalb+
POLR3F	Interneurons_Pvalb+
PRNP	Interneurons_Pvalb+
PROSER3	Interneurons_Pvalb+
PTPRCAP	Interneurons_Pvalb+
REP15	Interneurons_Pvalb+
RNF216	Interneurons_Pvalb+
RPS26	Interneurons_Pvalb+
SAPCD1	Interneurons_Pvalb+
SAT2	Interneurons_Pvalb+
SIX4	Interneurons_Pvalb+
SLC12A3	Interneurons_Pvalb+
SNRNP25	Interneurons_Pvalb+
STBD1	Interneurons_Pvalb+
SYT5	Interneurons_Pvalb+
TEKT5	Interneurons_Pvalb+
TES	Interneurons_Pvalb+
TGM1	Interneurons_Pvalb+
TMC5	Interneurons_Pvalb+
TNFAIP2	Interneurons_Pvalb+
TNFAIP3	Interneurons_Pvalb+
TNXB	Interneurons_Pvalb+
TPM4	Interneurons_Pvalb+
TXLNB	Interneurons_Pvalb+
ZKSCAN5	Interneurons_Pvalb+
C9orf43	Interneurons_Sst+
C1orf109	Interneurons_Sst+
ABHD17C	Interneurons_Sst+
ACKR4	Interneurons_Sst+
ADAT3	Interneurons_Sst+
ADGRG3	Interneurons_Sst+
ADSL	Interneurons_Sst+
AK9	Interneurons_Sst+
ALKBH7	Interneurons_Sst+
AP5Z1	Interneurons_Sst+
APCDD1	Interneurons_Sst+
APOBEC3H	Interneurons_Sst+
ARHGAP27	Interneurons_Sst+
ATP5F1D	Interneurons_Sst+
ATP6V0C	Interneurons_Sst+
ATP7B	Interneurons_Sst+
B9D2	Interneurons_Sst+
BCAM	Interneurons_Sst+
BID	Interneurons_Sst+
BIRC5	Interneurons_Sst+
BMP4	Interneurons_Sst+
BRPF1	Interneurons_Sst+
C1QBP	Interneurons_Sst+
C2CD4C	Interneurons_Sst+
CABP4	Interneurons_Sst+
CAMK1G	Interneurons_Sst+
CAVIN2	Interneurons_Sst+
CBX4	Interneurons_Sst+
CCDC127	Interneurons_Sst+
CCDC134	Interneurons_Sst+
CCDC170	Interneurons_Sst+
CCDC191	Interneurons_Sst+
CCDC92	Interneurons_Sst+
CCNF	Interneurons_Sst+
CCT2	Interneurons_Sst+
CD80	Interneurons_Sst+
CEP128	Interneurons_Sst+
CFAP161	Interneurons_Sst+
CHST2	Interneurons_Sst+
CIITA	Interneurons_Sst+
CKAP4	Interneurons_Sst+
CLDN34	Interneurons_Sst+
CNTFR	Interneurons_Sst+
COL12A1	Interneurons_Sst+
COL14A1	Interneurons_Sst+
COX14	Interneurons_Sst+
LINC02210-CRHR1	Interneurons_Sst+
CST3	Interneurons_Sst+
CTBS	Interneurons_Sst+
CTDSP1	Interneurons_Sst+
DAGLA	Interneurons_Sst+
DCK	Interneurons_Sst+
DDX51	Interneurons_Sst+
DMPK	Interneurons_Sst+
DNAH14	Interneurons_Sst+
DSG1	Interneurons_Sst+
E2F5	Interneurons_Sst+
ECM1	Interneurons_Sst+
EFCAB7	Interneurons_Sst+
EFEMP1	Interneurons_Sst+
ERAP1	Interneurons_Sst+
ERLIN2	Interneurons_Sst+
ERMARD	Interneurons_Sst+
ETFRF1	Interneurons_Sst+
FAM124A	Interneurons_Sst+
FAM20A	Interneurons_Sst+
FAM240B	Interneurons_Sst+
FAM43A	Interneurons_Sst+
FAN1	Interneurons_Sst+
FBLIM1	Interneurons_Sst+
FBXL15	Interneurons_Sst+
FBXL8	Interneurons_Sst+
FBXO38	Interneurons_Sst+
FILIP1	Interneurons_Sst+
FN3KRP	Interneurons_Sst+
FOSB	Interneurons_Sst+
FOXO1	Interneurons_Sst+
FRG2B	Interneurons_Sst+
FRG2	Interneurons_Sst+
FRG2C	Interneurons_Sst+
FZR1	Interneurons_Sst+
GALNS	Interneurons_Sst+
GCK	Interneurons_Sst+
GFRA2	Interneurons_Sst+
GGT5	Interneurons_Sst+
CCDC196	Interneurons_Sst+
GMPR	Interneurons_Sst+
GNAI2	Interneurons_Sst+
GON7	Interneurons_Sst+
GPR3	Interneurons_Sst+
GPT	Interneurons_Sst+
GRID2IP	Interneurons_Sst+
GTF3A	Interneurons_Sst+
GYPA	Interneurons_Sst+
GYPB	Interneurons_Sst+
GYPE	Interneurons_Sst+
HLA-E	Interneurons_Sst+
HENMT1	Interneurons_Sst+
HES6	Interneurons_Sst+
HFM1	Interneurons_Sst+
HILPDA	Interneurons_Sst+
HNRNPK	Interneurons_Sst+
HOMER3	Interneurons_Sst+
HORMAD1	Interneurons_Sst+
HSPA1L	Interneurons_Sst+
HSPA8	Interneurons_Sst+
HSPB9	Interneurons_Sst+
IGFBP7	Interneurons_Sst+
IL27RA	Interneurons_Sst+
IMPG1	Interneurons_Sst+
INHBB	Interneurons_Sst+
INSL5	Interneurons_Sst+
IRAK3	Interneurons_Sst+
ISOC2	Interneurons_Sst+
ISYNA1	Interneurons_Sst+
ITPKC	Interneurons_Sst+
KANK3	Interneurons_Sst+
KIF20A	Interneurons_Sst+
KRTCAP3	Interneurons_Sst+
LAT2	Interneurons_Sst+
LCP1	Interneurons_Sst+
LGALSL	Interneurons_Sst+
LIN7B	Interneurons_Sst+
LINGO4	Interneurons_Sst+
LRRC1	Interneurons_Sst+
LRRC23	Interneurons_Sst+
LSM4	Interneurons_Sst+
LYPLA2	Interneurons_Sst+
MAP3K1	Interneurons_Sst+
MAP6D1	Interneurons_Sst+
MARVELD2	Interneurons_Sst+
MDK	Interneurons_Sst+
MED30	Interneurons_Sst+
MEIS3	Interneurons_Sst+
MESD	Interneurons_Sst+
MICA	Interneurons_Sst+
MICB	Interneurons_Sst+
MRPS7	Interneurons_Sst+
MSH4	Interneurons_Sst+
NAGPA	Interneurons_Sst+
NBN	Interneurons_Sst+
NDUFAF5	Interneurons_Sst+
NDUFS7	Interneurons_Sst+
NKAIN4	Interneurons_Sst+
NOP14	Interneurons_Sst+
NOP53	Interneurons_Sst+
NOX1	Interneurons_Sst+
NPAS4	Interneurons_Sst+
NUDT11	Interneurons_Sst+
OAS1	Interneurons_Sst+
OAS2	Interneurons_Sst+
OGFOD3	Interneurons_Sst+
OMD	Interneurons_Sst+
OPRK1	Interneurons_Sst+
OTULIN	Interneurons_Sst+
OVCA2	Interneurons_Sst+
PANK4	Interneurons_Sst+
PAQR5	Interneurons_Sst+
PARP10	Interneurons_Sst+
PCDHAC1	Interneurons_Sst+
PCNA	Interneurons_Sst+
PDGFRL	Interneurons_Sst+
PELP1	Interneurons_Sst+
PERM1	Interneurons_Sst+
PHKG1	Interneurons_Sst+
PIN1	Interneurons_Sst+
PIP5KL1	Interneurons_Sst+
PLIN3	Interneurons_Sst+
PLPP4	Interneurons_Sst+
PMEL	Interneurons_Sst+
PMF1	Interneurons_Sst+
PMF1-BGLAP	Interneurons_Sst+
PP2D1	Interneurons_Sst+
PREP	Interneurons_Sst+
PTRH1	Interneurons_Sst+
PYCR1	Interneurons_Sst+
RASSF4	Interneurons_Sst+
RBM7	Interneurons_Sst+
RDH12	Interneurons_Sst+
RDH14	Interneurons_Sst+
REX1BD	Interneurons_Sst+
RFESD	Interneurons_Sst+
RHOBTB3	Interneurons_Sst+
RHOV	Interneurons_Sst+
RIDA	Interneurons_Sst+
RNASEH2C	Interneurons_Sst+
RND2	Interneurons_Sst+
RNF146	Interneurons_Sst+
ROR2	Interneurons_Sst+
RRS1	Interneurons_Sst+
RSAD1	Interneurons_Sst+
RTCB	Interneurons_Sst+
SAP18	Interneurons_Sst+
SCNN1B	Interneurons_Sst+
SEC23A	Interneurons_Sst+
SERPINC1	Interneurons_Sst+
SHPK	Interneurons_Sst+
SIPA1	Interneurons_Sst+
SLC16A5	Interneurons_Sst+
SLC17A8	Interneurons_Sst+
SLC22A12	Interneurons_Sst+
SLC22A9	Interneurons_Sst+
SLC22A3	Interneurons_Sst+
SLC22A9	Interneurons_Sst+
SLC26A11	Interneurons_Sst+
SLC6A20	Interneurons_Sst+
SPAG8	Interneurons_Sst+
SPTSSB	Interneurons_Sst+
SSH3	Interneurons_Sst+
STEAP2	Interneurons_Sst+
STIM2	Interneurons_Sst+
STON1	Interneurons_Sst+
STON1-GTF2A1L	Interneurons_Sst+
STUM	Interneurons_Sst+
SUN2	Interneurons_Sst+
SV2C	Interneurons_Sst+
SYNM	Interneurons_Sst+
TCEANC	Interneurons_Sst+
TGM2	Interneurons_Sst+
THSD1	Interneurons_Sst+
TIMM17B	Interneurons_Sst+
TLDC2	Interneurons_Sst+
TM4SF20	Interneurons_Sst+
TM4SF5	Interneurons_Sst+
TMEM132A	Interneurons_Sst+
TMEM204	Interneurons_Sst+
TMEM216	Interneurons_Sst+
TMEM238	Interneurons_Sst+
TMEM64	Interneurons_Sst+
TMX1	Interneurons_Sst+
TNFRSF1B	Interneurons_Sst+
TRIM43B	Interneurons_Sst+
TRIM43	Interneurons_Sst+
TSKS	Interneurons_Sst+
TSPAN14	Interneurons_Sst+
TUBB2B	Interneurons_Sst+
TUBG1	Interneurons_Sst+
UQCC1	Interneurons_Sst+
UROD	Interneurons_Sst+
USP42	Interneurons_Sst+
VAT1	Interneurons_Sst+
VCPKMT	Interneurons_Sst+
VXN	Interneurons_Sst+
WRAP73	Interneurons_Sst+
ZCCHC4	Interneurons_Sst+
ZDHHC23	Interneurons_Sst+
ZFAND2B	Interneurons_Sst+
ZNF233	Interneurons_Sst+
ZNF195	Interneurons_Sst+
ZNF429	Interneurons_Sst+
ZNF780A	Interneurons_Sst+
ZNF655	Interneurons_Sst+
ZNF878	Interneurons_Sst+
ZNF700	Interneurons_Sst+
ZNF750	Interneurons_Sst+
ZSCAN25	Interneurons_Sst+
ZW10	Interneurons_Sst+
C2orf81	Interneurons_Th+
C19orf18	Interneurons_Th+
C8orf89	Interneurons_Th+
C6orf141	Interneurons_Th+
ADAP1	Interneurons_Th+
AK9	Interneurons_Th+
ANGPTL8	Interneurons_Th+
APOF	Interneurons_Th+
ART4	Interneurons_Th+
AURKC	Interneurons_Th+
AXDND1	Interneurons_Th+
B4GALNT2	Interneurons_Th+
B4GALNT4	Interneurons_Th+
C3AR1	Interneurons_Th+
CASKIN2	Interneurons_Th+
CASS4	Interneurons_Th+
CCDC40	Interneurons_Th+
CD109	Interneurons_Th+
CD34	Interneurons_Th+
CDC42EP1	Interneurons_Th+
CDH19	Interneurons_Th+
CEBPD	Interneurons_Th+
CFAP206	Interneurons_Th+
CITED1	Interneurons_Th+
CMTM5	Interneurons_Th+
CNN3	Interneurons_Th+
COLQ	Interneurons_Th+
COX18	Interneurons_Th+
CST7	Interneurons_Th+
CTRL	Interneurons_Th+
DCST2	Interneurons_Th+
DDC	Interneurons_Th+
DENND1C	Interneurons_Th+
DLL1	Interneurons_Th+
DLST	Interneurons_Th+
ENDOG	Interneurons_Th+
ESPN	Interneurons_Th+
FAM104B	Interneurons_Th+
FCRLB	Interneurons_Th+
FER1L5	Interneurons_Th+
FLOT2	Interneurons_Th+
FOXO4	Interneurons_Th+
GALNT4	Interneurons_Th+
POC1B-GALNT4	Interneurons_Th+
SLCO1A2	Interneurons_Th+
SSX3	Interneurons_Th+
SSX1	Interneurons_Th+
SSX4	Interneurons_Th+
SSX5	Interneurons_Th+
SSX2B	Interneurons_Th+
SSX2	Interneurons_Th+
SSX7	Interneurons_Th+
SSX4B	Interneurons_Th+
GP1BB	Interneurons_Th+
GPR119	Interneurons_Th+
HAS1	Interneurons_Th+
HBEGF	Interneurons_Th+
HPSE2	Interneurons_Th+
HRC	Interneurons_Th+
ITGAE	Interneurons_Th+
ITGB3	Interneurons_Th+
ITM2A	Interneurons_Th+
IZUMO1R	Interneurons_Th+
LAMC2	Interneurons_Th+
LARGE2	Interneurons_Th+
LIPG	Interneurons_Th+
LRP5	Interneurons_Th+
MAG	Interneurons_Th+
MAGEE1	Interneurons_Th+
MBOAT1	Interneurons_Th+
MED25	Interneurons_Th+
MOBP	Interneurons_Th+
MOG	Interneurons_Th+
MUSTN1	Interneurons_Th+
MYH6	Interneurons_Th+
MYRF	Interneurons_Th+
NANOS3	Interneurons_Th+
NDUFV3	Interneurons_Th+
NINJ1	Interneurons_Th+
NPAS4	Interneurons_Th+
NR2E1	Interneurons_Th+
NR4A1	Interneurons_Th+
NR4A3	Interneurons_Th+
NUDT7	Interneurons_Th+
PCDHA2	Interneurons_Th+
PCDHGB4	Interneurons_Th+
PODXL	Interneurons_Th+
PPP1R14D	Interneurons_Th+
PRIMPOL	Interneurons_Th+
PRND	Interneurons_Th+
RASL11B	Interneurons_Th+
ZNF34	Interneurons_Th+
RGS22	Interneurons_Th+
RIN3	Interneurons_Th+
RP1L1	Interneurons_Th+
RPUSD4	Interneurons_Th+
SFTPB	Interneurons_Th+
SHISA3	Interneurons_Th+
SLC10A3	Interneurons_Th+
SOX3	Interneurons_Th+
SPAG6	Interneurons_Th+
SPARC	Interneurons_Th+
SSC4D	Interneurons_Th+
TBX15	Interneurons_Th+
TBX2	Interneurons_Th+
TIMM50	Interneurons_Th+
TIRAP	Interneurons_Th+
UBE2U	Interneurons_Th+
UTP23	Interneurons_Th+
VAMP4	Interneurons_Th+
YIPF7	Interneurons_Th+
ZC3H12A	Interneurons_Th+
ZNF623	Interneurons_Th+
ZKSCAN5	Interneurons_Th+
ABHD2	MSN_Drd1+_1
ACTB	MSN_Drd1+_1
AGO2	MSN_Drd1+_1
POTEA	MSN_Drd1+_1
ANP32B	MSN_Drd1+_1
ARC	MSN_Drd1+_1
AREG	MSN_Drd1+_1
ARF4	MSN_Drd1+_1
ARHGEF3	MSN_Drd1+_1
ARID3B	MSN_Drd1+_1
ARL4D	MSN_Drd1+_1
ARL5B	MSN_Drd1+_1
ASAP1	MSN_Drd1+_1
ATF3	MSN_Drd1+_1
ATL2	MSN_Drd1+_1
ATP1A1	MSN_Drd1+_1
ATP2B1	MSN_Drd1+_1
BAZ1A	MSN_Drd1+_1
BCL6	MSN_Drd1+_1
BEX2	MSN_Drd1+_1
BEX1	MSN_Drd1+_1
BRINP1	MSN_Drd1+_1
BTBD8	MSN_Drd1+_1
BTG2	MSN_Drd1+_1
CARTPT	MSN_Drd1+_1
CCNL1	MSN_Drd1+_1
CDR2	MSN_Drd1+_1
CEP120	MSN_Drd1+_1
CHGB	MSN_Drd1+_1
CLSPN	MSN_Drd1+_1
CLTC	MSN_Drd1+_1
CNBP	MSN_Drd1+_1
CNR1	MSN_Drd1+_1
CNTN4	MSN_Drd1+_1
COQ10B	MSN_Drd1+_1
CPLX2	MSN_Drd1+_1
CPNE9	MSN_Drd1+_1
CSRNP1	MSN_Drd1+_1
CXADR	MSN_Drd1+_1
CYP51A1	MSN_Drd1+_1
DGKB	MSN_Drd1+_1
DLX6	MSN_Drd1+_1
DNAJB13	MSN_Drd1+_1
DNAJB5	MSN_Drd1+_1
DNAJC1	MSN_Drd1+_1
DUOX1	MSN_Drd1+_1
DUSP1	MSN_Drd1+_1
DUSP14	MSN_Drd1+_1
DUSP5	MSN_Drd1+_1
DUSP6	MSN_Drd1+_1
EEPD1	MSN_Drd1+_1
EGR1	MSN_Drd1+_1
EGR2	MSN_Drd1+_1
EGR3	MSN_Drd1+_1
EGR4	MSN_Drd1+_1
EIF1	MSN_Drd1+_1
EMD	MSN_Drd1+_1
EPHA5	MSN_Drd1+_1
ERF	MSN_Drd1+_1
ETV5	MSN_Drd1+_1
EXTL3	MSN_Drd1+_1
FAM135B	MSN_Drd1+_1
FKBP1A	MSN_Drd1+_1
FKBP1C	MSN_Drd1+_1
FOS	MSN_Drd1+_1
FOSB	MSN_Drd1+_1
FOSL2	MSN_Drd1+_1
FRMD6	MSN_Drd1+_1
GADD45G	MSN_Drd1+_1
GALNTL6	MSN_Drd1+_1
C11orf96	MSN_Drd1+_1
GPM6B	MSN_Drd1+_1
GPR119	MSN_Drd1+_1
GPR4	MSN_Drd1+_1
HECA	MSN_Drd1+_1
HNRNPLL	MSN_Drd1+_1
HOMER1	MSN_Drd1+_1
HSD17B12	MSN_Drd1+_1
HSPA4	MSN_Drd1+_1
HSPA8	MSN_Drd1+_1
HSPH1	MSN_Drd1+_1
IMPG1	MSN_Drd1+_1
INA	MSN_Drd1+_1
IRS2	MSN_Drd1+_1
ITGB8	MSN_Drd1+_1
JOSD1	MSN_Drd1+_1
JUN	MSN_Drd1+_1
JUNB	MSN_Drd1+_1
JUND	MSN_Drd1+_1
KALRN	MSN_Drd1+_1
KDM7A	MSN_Drd1+_1
KIF26B	MSN_Drd1+_1
KLF9	MSN_Drd1+_1
L3MBTL4	MSN_Drd1+_1
LMO7	MSN_Drd1+_1
LMTK2	MSN_Drd1+_1
LRRK2	MSN_Drd1+_1
LRRTM4	MSN_Drd1+_1
MAML3	MSN_Drd1+_1
MBNL2	MSN_Drd1+_1
MEI1	MSN_Drd1+_1
MELTF	MSN_Drd1+_1
MIA3	MSN_Drd1+_1
MIDN	MSN_Drd1+_1
NDUFA1	MSN_Drd1+_1
NEDD4L	MSN_Drd1+_1
NEFL	MSN_Drd1+_1
NHP2	MSN_Drd1+_1
NPAS4	MSN_Drd1+_1
NPTX2	MSN_Drd1+_1
NR4A1	MSN_Drd1+_1
NR4A3	MSN_Drd1+_1
NT5DC3	MSN_Drd1+_1
NTRK2	MSN_Drd1+_1
NTS	MSN_Drd1+_1
NXF2	MSN_Drd1+_1
NXF2B	MSN_Drd1+_1
NYAP2	MSN_Drd1+_1
OSBPL10	MSN_Drd1+_1
