Gene	cell_type
Rab6a	Interneurons_Pnoc+
Rapgef2	Interneurons_Pnoc+
Rarres1	Interneurons_Pnoc+
Rasgef1b	Interneurons_Pnoc+
Rcc2	Interneurons_Pnoc+
Retn	Interneurons_Pnoc+
Retsat	Interneurons_Pnoc+
Rexo5	Interneurons_Pnoc+
Rgs2	Interneurons_Pnoc+
Rgs6	Interneurons_Pnoc+
Rheb	Interneurons_Pnoc+
Rnf39	Interneurons_Pnoc+
Robo1	Interneurons_Pnoc+
Robo2	Interneurons_Pnoc+
Rpsa	Interneurons_Pnoc+
Rrad	Interneurons_Pnoc+
Rtn4rl1	Interneurons_Pnoc+
Runx1t1	Interneurons_Pnoc+
Saraf	Interneurons_Pnoc+
Scg2	Interneurons_Pnoc+
Sh3gl1	Interneurons_Pnoc+
Siah2	Interneurons_Pnoc+
Sik1	Interneurons_Pnoc+
Slc10a1	Interneurons_Pnoc+
Slc18a2	Interneurons_Pnoc+
Slc5a6	Interneurons_Pnoc+
Slc6a17	Interneurons_Pnoc+
Smo	Interneurons_Pnoc+
Snx31	Interneurons_Pnoc+
Srf	Interneurons_Pnoc+
Ssc5d	Interneurons_Pnoc+
Tagln3	Interneurons_Pnoc+
Tbc1d22a	Interneurons_Pnoc+
Tex10	Interneurons_Pnoc+
Tiparp	Interneurons_Pnoc+
Tmsb4x	Interneurons_Pnoc+
Tob1	Interneurons_Pnoc+
Trpc4	Interneurons_Pnoc+
Tssk1	Interneurons_Pnoc+
Tut7	Interneurons_Pnoc+
Txlnb	Interneurons_Pnoc+
Usp36	Interneurons_Pnoc+
Usp37	Interneurons_Pnoc+
Utp20	Interneurons_Pnoc+
Xkrx	Interneurons_Pnoc+
Zbtb20	Interneurons_Pnoc+
Zdbf2	Interneurons_Pnoc+
Zfand5	Interneurons_Pnoc+
Zfhx3	Interneurons_Pnoc+
Zfp423	Interneurons_Pnoc+
Zfp612	Interneurons_Pnoc+
Zfp629	Interneurons_Pnoc+
Zfp788	Interneurons_Pnoc+
Zfp969	Interneurons_Pnoc+
Zic1	Interneurons_Pnoc+
Zkscan3	Interneurons_Pnoc+
A530016L24Rik	Interneurons_Pvalb+
AI597479	Interneurons_Pvalb+
Acads	Interneurons_Pvalb+
Actn3	Interneurons_Pvalb+
Adat3	Interneurons_Pvalb+
Agr3	Interneurons_Pvalb+
Ahcy	Interneurons_Pvalb+
Asic4	Interneurons_Pvalb+
Asprv1	Interneurons_Pvalb+
C1ql3	Interneurons_Pvalb+
Ccdc190	Interneurons_Pvalb+
Ccdc87	Interneurons_Pvalb+
Ccr9	Interneurons_Pvalb+
Cd36	Interneurons_Pvalb+
Cdkn1a	Interneurons_Pvalb+
Chrnb3	Interneurons_Pvalb+
Cldn19	Interneurons_Pvalb+
Cmtr1	Interneurons_Pvalb+
Cpb2	Interneurons_Pvalb+
Csf3r	Interneurons_Pvalb+
Ctu2	Interneurons_Pvalb+
Dach2	Interneurons_Pvalb+
Dalrd3	Interneurons_Pvalb+
Dennd1b	Interneurons_Pvalb+
Dhrs4	Interneurons_Pvalb+
Draxin	Interneurons_Pvalb+
Egr1	Interneurons_Pvalb+
Fos	Interneurons_Pvalb+
Gcfc2	Interneurons_Pvalb+
Gch1	Interneurons_Pvalb+
Ghrl	Interneurons_Pvalb+
Gm3002	Interneurons_Pvalb+
Gm3411	Interneurons_Pvalb+
Gm7347	Interneurons_Pvalb+
Gtsf1	Interneurons_Pvalb+
Hipk3	Interneurons_Pvalb+
Idi2	Interneurons_Pvalb+
Ifitm10	Interneurons_Pvalb+
Igsf3	Interneurons_Pvalb+
Kcnt2	Interneurons_Pvalb+
Kdelr3	Interneurons_Pvalb+
Lrrc34	Interneurons_Pvalb+
Lrrc46	Interneurons_Pvalb+
Mad2l2	Interneurons_Pvalb+
Mageh1	Interneurons_Pvalb+
Mc4r	Interneurons_Pvalb+
Mettl7a3	Interneurons_Pvalb+
Mslnl	Interneurons_Pvalb+
Necap1	Interneurons_Pvalb+
Nek10	Interneurons_Pvalb+
Neurod6	Interneurons_Pvalb+
Nme8	Interneurons_Pvalb+
Npas4	Interneurons_Pvalb+
Nr4a1	Interneurons_Pvalb+
Nr4a2	Interneurons_Pvalb+
Odf3b	Interneurons_Pvalb+
Ovol3	Interneurons_Pvalb+
Pcif1	Interneurons_Pvalb+
Pcolce2	Interneurons_Pvalb+
Pepd	Interneurons_Pvalb+
Pkp2	Interneurons_Pvalb+
Polr3f	Interneurons_Pvalb+
Prnp	Interneurons_Pvalb+
Proser3	Interneurons_Pvalb+
Ptprcap	Interneurons_Pvalb+
Rep15	Interneurons_Pvalb+
Rnf216	Interneurons_Pvalb+
Rps26	Interneurons_Pvalb+
Sapcd1	Interneurons_Pvalb+
Sat2	Interneurons_Pvalb+
Six4	Interneurons_Pvalb+
Slc12a3	Interneurons_Pvalb+
Snrnp25	Interneurons_Pvalb+
Stbd1	Interneurons_Pvalb+
Syt5	Interneurons_Pvalb+
Tekt5	Interneurons_Pvalb+
Tes	Interneurons_Pvalb+
Tgm1	Interneurons_Pvalb+
Tmc5	Interneurons_Pvalb+
Tnfaip2	Interneurons_Pvalb+
Tnfaip3	Interneurons_Pvalb+
Tnxb	Interneurons_Pvalb+
Tpm4	Interneurons_Pvalb+
Tspyl3	Interneurons_Pvalb+
Txlnb	Interneurons_Pvalb+
Zkscan5	Interneurons_Pvalb+
4933402D24Rik	Interneurons_Sst+
4933430I17Rik	Interneurons_Sst+
9930104L06Rik	Interneurons_Sst+
Abhd17c	Interneurons_Sst+
Ackr4	Interneurons_Sst+
Adat3	Interneurons_Sst+
Adgrg3	Interneurons_Sst+
Adsl	Interneurons_Sst+
Ak9	Interneurons_Sst+
Akr1c19	Interneurons_Sst+
Alkbh7	Interneurons_Sst+
Ap5z1	Interneurons_Sst+
Apcdd1	Interneurons_Sst+
Apobec3	Interneurons_Sst+
Arhgap27	Interneurons_Sst+
Atp5d	Interneurons_Sst+
Atp6v0c	Interneurons_Sst+
Atp7b	Interneurons_Sst+
B9d2	Interneurons_Sst+
Bcam	Interneurons_Sst+
Bid	Interneurons_Sst+
Birc5	Interneurons_Sst+
Bmp4	Interneurons_Sst+
Brpf1	Interneurons_Sst+
C1qbp	Interneurons_Sst+
C2cd4c	Interneurons_Sst+
Cabp4	Interneurons_Sst+
Camk1g	Interneurons_Sst+
Cavin2	Interneurons_Sst+
Cbx4	Interneurons_Sst+
Ccdc127	Interneurons_Sst+
Ccdc134	Interneurons_Sst+
Ccdc170	Interneurons_Sst+
Ccdc191	Interneurons_Sst+
Ccdc92	Interneurons_Sst+
Ccl25	Interneurons_Sst+
Ccnf	Interneurons_Sst+
Cct2	Interneurons_Sst+
Cd80	Interneurons_Sst+
Cep128	Interneurons_Sst+
Cfap161	Interneurons_Sst+
Chst2	Interneurons_Sst+
Ciita	Interneurons_Sst+
Ckap4	Interneurons_Sst+
Cldn34d	Interneurons_Sst+
Cntfr	Interneurons_Sst+
Col12a1	Interneurons_Sst+
Col14a1	Interneurons_Sst+
Cox14	Interneurons_Sst+
Crhr1	Interneurons_Sst+
Cst3	Interneurons_Sst+
Ctbs	Interneurons_Sst+
Ctdsp1	Interneurons_Sst+
Dagla	Interneurons_Sst+
Dck	Interneurons_Sst+
Ddx51	Interneurons_Sst+
Dmpk	Interneurons_Sst+
Dnah14	Interneurons_Sst+
Dsg1b	Interneurons_Sst+
E2f5	Interneurons_Sst+
Ecm1	Interneurons_Sst+
Efcab7	Interneurons_Sst+
Efemp1	Interneurons_Sst+
Erap1	Interneurons_Sst+
Erlin2	Interneurons_Sst+
Ermard	Interneurons_Sst+
Etfrf1	Interneurons_Sst+
Fam124a	Interneurons_Sst+
Fam20a	Interneurons_Sst+
Fam240b	Interneurons_Sst+
Fam43a	Interneurons_Sst+
Fan1	Interneurons_Sst+
Fblim1	Interneurons_Sst+
Fbxl15	Interneurons_Sst+
Fbxl8	Interneurons_Sst+
Fbxo38	Interneurons_Sst+
Filip1	Interneurons_Sst+
Fkbp2	Interneurons_Sst+
Fn3krp	Interneurons_Sst+
Fosb	Interneurons_Sst+
Foxo1	Interneurons_Sst+
Frg2f1	Interneurons_Sst+
Fzr1	Interneurons_Sst+
Galns	Interneurons_Sst+
Gck	Interneurons_Sst+
Gfra2	Interneurons_Sst+
Ggt5	Interneurons_Sst+
Gm10382	Interneurons_Sst+
Gm6657	Interneurons_Sst+
Gm9936	Interneurons_Sst+
Gmpr	Interneurons_Sst+
Gnai2	Interneurons_Sst+
Gon7	Interneurons_Sst+
Gpr3	Interneurons_Sst+
Gpt	Interneurons_Sst+
Grid2ip	Interneurons_Sst+
Gtf3a	Interneurons_Sst+
Gypa	Interneurons_Sst+
H2-D1	Interneurons_Sst+
Henmt1	Interneurons_Sst+
Hes6	Interneurons_Sst+
Hfm1	Interneurons_Sst+
Hilpda	Interneurons_Sst+
Hnrnpk	Interneurons_Sst+
Homer3	Interneurons_Sst+
Hormad1	Interneurons_Sst+
Hspa1l	Interneurons_Sst+
Hspa8	Interneurons_Sst+
Hspb9	Interneurons_Sst+
Igfbp7	Interneurons_Sst+
Il27ra	Interneurons_Sst+
Impg1	Interneurons_Sst+
Inhbb	Interneurons_Sst+
Insl5	Interneurons_Sst+
Irak3	Interneurons_Sst+
Isoc2b	Interneurons_Sst+
Isyna1	Interneurons_Sst+
Itpkc	Interneurons_Sst+
Kank3	Interneurons_Sst+
Kif20a	Interneurons_Sst+
Krtcap3	Interneurons_Sst+
Lat2	Interneurons_Sst+
Lcp1	Interneurons_Sst+
Lgalsl	Interneurons_Sst+
Lin7b	Interneurons_Sst+
Lingo4	Interneurons_Sst+
Lrrc1	Interneurons_Sst+
Lrrc23	Interneurons_Sst+
Lsm4	Interneurons_Sst+
Lypla2	Interneurons_Sst+
Map3k1	Interneurons_Sst+
Map6d1	Interneurons_Sst+
Marveld2	Interneurons_Sst+
Mdk	Interneurons_Sst+
Med30	Interneurons_Sst+
Meis3	Interneurons_Sst+
Mesd	Interneurons_Sst+
Mill2	Interneurons_Sst+
Mrps7	Interneurons_Sst+
Msh4	Interneurons_Sst+
Mxra7	Interneurons_Sst+
Nagpa	Interneurons_Sst+
Nbn	Interneurons_Sst+
Ndufaf5	Interneurons_Sst+
Ndufs7	Interneurons_Sst+
Nkain4	Interneurons_Sst+
Nop14	Interneurons_Sst+
Nop53	Interneurons_Sst+
Nox1	Interneurons_Sst+
Npas4	Interneurons_Sst+
Nudt10	Interneurons_Sst+
Oas1c	Interneurons_Sst+
Oas2	Interneurons_Sst+
Ogfod3	Interneurons_Sst+
Omd	Interneurons_Sst+
Oprk1	Interneurons_Sst+
Otulin	Interneurons_Sst+
Ovca2	Interneurons_Sst+
Pank4	Interneurons_Sst+
Paqr5	Interneurons_Sst+
Parp10	Interneurons_Sst+
Pcdhac1	Interneurons_Sst+
Pcna	Interneurons_Sst+
Pdgfrl	Interneurons_Sst+
Pelp1	Interneurons_Sst+
Perm1	Interneurons_Sst+
Phkg1	Interneurons_Sst+
Pin1	Interneurons_Sst+
Pip5kl1	Interneurons_Sst+
Plin3	Interneurons_Sst+
Plpp4	Interneurons_Sst+
Pmel	Interneurons_Sst+
Pmf1	Interneurons_Sst+
Pp2d1	Interneurons_Sst+
Prep	Interneurons_Sst+
Prorsd1	Interneurons_Sst+
Ptrh1	Interneurons_Sst+
Pycr1	Interneurons_Sst+
Rassf4	Interneurons_Sst+
Rbm7	Interneurons_Sst+
Rdh12	Interneurons_Sst+
Rdh14	Interneurons_Sst+
Rex1bd	Interneurons_Sst+
Rfesd	Interneurons_Sst+
Rhobtb3	Interneurons_Sst+
Rhov	Interneurons_Sst+
Rida	Interneurons_Sst+
Rnaseh2c	Interneurons_Sst+
Rnd2	Interneurons_Sst+
Rnf135	Interneurons_Sst+
Rnf146	Interneurons_Sst+
Ror2	Interneurons_Sst+
Rps17	Interneurons_Sst+
Rrs1	Interneurons_Sst+
Rsad1	Interneurons_Sst+
Rtcb	Interneurons_Sst+
Sap18	Interneurons_Sst+
Scnn1b	Interneurons_Sst+
Sec23a	Interneurons_Sst+
Serpinc1	Interneurons_Sst+
Shpk	Interneurons_Sst+
Sipa1	Interneurons_Sst+
Skint11	Interneurons_Sst+
Slc16a5	Interneurons_Sst+
Slc17a8	Interneurons_Sst+
Slc22a12	Interneurons_Sst+
Slc22a29	Interneurons_Sst+
Slc22a3	Interneurons_Sst+
Slc22a30	Interneurons_Sst+
Slc26a10	Interneurons_Sst+
Slc26a11	Interneurons_Sst+
Slc6a20a	Interneurons_Sst+
Spag8	Interneurons_Sst+
Sptssb	Interneurons_Sst+
Ssh3	Interneurons_Sst+
Steap2	Interneurons_Sst+
Stim2	Interneurons_Sst+
Ston1	Interneurons_Sst+
Stum	Interneurons_Sst+
Sun2	Interneurons_Sst+
Sv2c	Interneurons_Sst+
Synm	Interneurons_Sst+
Tceanc	Interneurons_Sst+
Tgm2	Interneurons_Sst+
Thsd1	Interneurons_Sst+
Timm17b	Interneurons_Sst+
Tldc2	Interneurons_Sst+
Tm4sf20	Interneurons_Sst+
Tm4sf5	Interneurons_Sst+
Tmem132a	Interneurons_Sst+
Tmem204	Interneurons_Sst+
Tmem216	Interneurons_Sst+
Tmem238	Interneurons_Sst+
Tmem64	Interneurons_Sst+
Tmx1	Interneurons_Sst+
Tnfrsf1b	Interneurons_Sst+
Trim43a	Interneurons_Sst+
Tsks	Interneurons_Sst+
Tspan14	Interneurons_Sst+
Tubb2b	Interneurons_Sst+
Tubg1	Interneurons_Sst+
Uqcc1	Interneurons_Sst+
Urod	Interneurons_Sst+
Usp42	Interneurons_Sst+
Vat1	Interneurons_Sst+
Vcpkmt	Interneurons_Sst+
Vxn	Interneurons_Sst+
Wap	Interneurons_Sst+
Wrap73	Interneurons_Sst+
Zcchc4	Interneurons_Sst+
Zdhhc23	Interneurons_Sst+
Zfand2b	Interneurons_Sst+
Zfp235	Interneurons_Sst+
Zfp433	Interneurons_Sst+
Zfp58	Interneurons_Sst+
Zfp59	Interneurons_Sst+
Zfp655	Interneurons_Sst+
Zfp709	Interneurons_Sst+
Zfp750	Interneurons_Sst+
Zfp867	Interneurons_Sst+
Zp3r	Interneurons_Sst+
Zscan25	Interneurons_Sst+
Zw10	Interneurons_Sst+
1700003E16Rik	Interneurons_Th+
1700028J19Rik	Interneurons_Th+
2010106E10Rik	Interneurons_Th+
2900092C05Rik	Interneurons_Th+
4930444P10Rik	Interneurons_Th+
9130008F23Rik	Interneurons_Th+
Adap1	Interneurons_Th+
Ak9	Interneurons_Th+
Angptl8	Interneurons_Th+
Apof	Interneurons_Th+
Art4	Interneurons_Th+
Aurkc	Interneurons_Th+
Axdnd1	Interneurons_Th+
B4galnt2	Interneurons_Th+
B4galnt4	Interneurons_Th+
C3ar1	Interneurons_Th+
Caskin2	Interneurons_Th+
Cass4	Interneurons_Th+
Ccdc40	Interneurons_Th+
Ccdc7a	Interneurons_Th+
Cd109	Interneurons_Th+
Cd34	Interneurons_Th+
Cdc42ep1	Interneurons_Th+
Cdh19	Interneurons_Th+
Cebpd	Interneurons_Th+
Cfap206	Interneurons_Th+
Cited1	Interneurons_Th+
Cmtm5	Interneurons_Th+
Cnn3	Interneurons_Th+
Colq	Interneurons_Th+
Cox18	Interneurons_Th+
Cst7	Interneurons_Th+
Ctrl	Interneurons_Th+
Dcst2	Interneurons_Th+
Ddc	Interneurons_Th+
Dennd1c	Interneurons_Th+
Dll1	Interneurons_Th+
Dlst	Interneurons_Th+
E030018B13Rik	Interneurons_Th+
Endog	Interneurons_Th+
Espn	Interneurons_Th+
Fam104a	Interneurons_Th+
Fcrlb	Interneurons_Th+
Fer1l5	Interneurons_Th+
Flot2	Interneurons_Th+
Foxo4	Interneurons_Th+
Galnt4	Interneurons_Th+
Gm5724	Interneurons_Th+
Gm6592	Interneurons_Th+
Gp1bb	Interneurons_Th+
Gpr119	Interneurons_Th+
Has1	Interneurons_Th+
Hbegf	Interneurons_Th+
Hpse2	Interneurons_Th+
Hrc	Interneurons_Th+
Itgae	Interneurons_Th+
Itgb3	Interneurons_Th+
Itm2a	Interneurons_Th+
Izumo1r	Interneurons_Th+
Lamc2	Interneurons_Th+
Large2	Interneurons_Th+
Lipg	Interneurons_Th+
Lrp5	Interneurons_Th+
Mag	Interneurons_Th+
Magee1	Interneurons_Th+
Mboat1	Interneurons_Th+
Med25	Interneurons_Th+
Mobp	Interneurons_Th+
Mog	Interneurons_Th+
Mustn1	Interneurons_Th+
Myh6	Interneurons_Th+
Myrf	Interneurons_Th+
Nanos3	Interneurons_Th+
Ndufv3	Interneurons_Th+
Ninj1	Interneurons_Th+
Npas4	Interneurons_Th+
Nr2e1	Interneurons_Th+
Nr4a1	Interneurons_Th+
Nr4a3	Interneurons_Th+
Nudt7	Interneurons_Th+
Pcdha2	Interneurons_Th+
Pcdhgb4	Interneurons_Th+
Podxl	Interneurons_Th+
Ppp1r14d	Interneurons_Th+
Primpol	Interneurons_Th+
Prn	Interneurons_Th+
Rasl11b	Interneurons_Th+
Rex2	Interneurons_Th+
Rgs22	Interneurons_Th+
Rin3	Interneurons_Th+
Rp1l1	Interneurons_Th+
Rplp0	Interneurons_Th+
Rpusd4	Interneurons_Th+
Sftpb	Interneurons_Th+
Shisa3	Interneurons_Th+
Slc10a3	Interneurons_Th+
Sox3	Interneurons_Th+
Spag6	Interneurons_Th+
Sparc	Interneurons_Th+
Ssc4d	Interneurons_Th+
Tbx15	Interneurons_Th+
Tbx2	Interneurons_Th+
Timm50	Interneurons_Th+
Tirap	Interneurons_Th+
Ube2u	Interneurons_Th+
Utp23	Interneurons_Th+
Vamp4	Interneurons_Th+
Yipf7	Interneurons_Th+
Zc3h12a	Interneurons_Th+
Zfp623	Interneurons_Th+
Zkscan5	Interneurons_Th+
Abhd2	MSN_Drd1+_1
Actb	MSN_Drd1+_1
Ago2	MSN_Drd1+_1
Ankrd7	MSN_Drd1+_1
Anp32b	MSN_Drd1+_1
Arc	MSN_Drd1+_1
Areg	MSN_Drd1+_1
Arf4	MSN_Drd1+_1
Arhgef3	MSN_Drd1+_1
Arid3b	MSN_Drd1+_1
Arl4d	MSN_Drd1+_1
Arl5b	MSN_Drd1+_1
Asap1	MSN_Drd1+_1
Atf3	MSN_Drd1+_1
Atl2	MSN_Drd1+_1
Atp1a1	MSN_Drd1+_1
Atp2b1	MSN_Drd1+_1
Baz1a	MSN_Drd1+_1
Bcl6	MSN_Drd1+_1
Bex1	MSN_Drd1+_1
Brinp1	MSN_Drd1+_1
Btbd8	MSN_Drd1+_1
Btg2	MSN_Drd1+_1
Cartpt	MSN_Drd1+_1
Ccnl1	MSN_Drd1+_1
Cdr2	MSN_Drd1+_1
Cep120	MSN_Drd1+_1
Chgb	MSN_Drd1+_1
Clspn	MSN_Drd1+_1
Cltc	MSN_Drd1+_1
Cnbp	MSN_Drd1+_1
Cnr1	MSN_Drd1+_1
Cntn4	MSN_Drd1+_1
Coq10b	MSN_Drd1+_1
Cplx2	MSN_Drd1+_1
Cpne9	MSN_Drd1+_1
Csrnp1	MSN_Drd1+_1
Cxadr	MSN_Drd1+_1
Cyp51	MSN_Drd1+_1
Dgkb	MSN_Drd1+_1
Dlx6	MSN_Drd1+_1
Dnajb13	MSN_Drd1+_1
Dnajb5	MSN_Drd1+_1
Dnajc1	MSN_Drd1+_1
Duox1	MSN_Drd1+_1
Dusp1	MSN_Drd1+_1
Dusp14	MSN_Drd1+_1
Dusp5	MSN_Drd1+_1
Dusp6	MSN_Drd1+_1
Eepd1	MSN_Drd1+_1
Egr1	MSN_Drd1+_1
Egr2	MSN_Drd1+_1
Egr3	MSN_Drd1+_1
Egr4	MSN_Drd1+_1
Eif1	MSN_Drd1+_1
Emd	MSN_Drd1+_1
Epha5	MSN_Drd1+_1
Erf	MSN_Drd1+_1
Etv5	MSN_Drd1+_1
Extl3	MSN_Drd1+_1
Fam135b	MSN_Drd1+_1
Fkbp1a	MSN_Drd1+_1
Fos	MSN_Drd1+_1
Fosb	MSN_Drd1+_1
Fosl2	MSN_Drd1+_1
Frmd6	MSN_Drd1+_1
Gadd45g	MSN_Drd1+_1
Galntl6	MSN_Drd1+_1
Gm13889	MSN_Drd1+_1
Gpm6b	MSN_Drd1+_1
Gpr119	MSN_Drd1+_1
Gpr4	MSN_Drd1+_1
Heca	MSN_Drd1+_1
Hnrnpll	MSN_Drd1+_1
Homer1	MSN_Drd1+_1
Hsd17b12	MSN_Drd1+_1
Hspa4	MSN_Drd1+_1
Hspa8	MSN_Drd1+_1
Hsph1	MSN_Drd1+_1
Impg1	MSN_Drd1+_1
Ina	MSN_Drd1+_1
Irs2	MSN_Drd1+_1
Itgb8	MSN_Drd1+_1
Josd1	MSN_Drd1+_1
Jun	MSN_Drd1+_1
Junb	MSN_Drd1+_1
Jund	MSN_Drd1+_1
Kalrn	MSN_Drd1+_1
Kdm7a	MSN_Drd1+_1
Kif26b	MSN_Drd1+_1
Klf9	MSN_Drd1+_1
L3mbtl4	MSN_Drd1+_1
Lmo7	MSN_Drd1+_1
Lmtk2	MSN_Drd1+_1
Lrrk2	MSN_Drd1+_1
Lrrtm4	MSN_Drd1+_1
Maml3	MSN_Drd1+_1
Mbnl2	MSN_Drd1+_1
Mei1	MSN_Drd1+_1
Meltf	MSN_Drd1+_1
Mia3	MSN_Drd1+_1
Midn	MSN_Drd1+_1
Ndufa1	MSN_Drd1+_1
Nedd4l	MSN_Drd1+_1
