Gene	cell_type
Chl1	Astrocytes
Chn1	Astrocytes
Chpf2	Astrocytes
Chrna7	Astrocytes
Chst1	Astrocytes
Ciao2b	Astrocytes
Cit	Astrocytes
Ckb	Astrocytes
Cldn12	Astrocytes
Cldnd1	Astrocytes
Clic4	Astrocytes
Clint1	Astrocytes
Clstn1	Astrocytes
Cluh	Astrocytes
Cmas	Astrocytes
Cmpk2	Astrocytes
Cnih1	Astrocytes
Cnnm3	Astrocytes
Cnot11	Astrocytes
Cntn1	Astrocytes
Coa6	Astrocytes
Col11a1	Astrocytes
Colec12	Astrocytes
Copb2	Astrocytes
Cops9	Astrocytes
Coq10a	Astrocytes
Coq10b	Astrocytes
Coq7	Astrocytes
Cotl1	Astrocytes
Cox11	Astrocytes
Cox4i1	Astrocytes
Cox6a1	Astrocytes
Cox6c	Astrocytes
Cox7a2	Astrocytes
Cox8a	Astrocytes
Cpe	Astrocytes
Cpeb3	Astrocytes
Cplx2	Astrocytes
Cpne8	Astrocytes
Cpt1a	Astrocytes
Cpt1c	Astrocytes
Creb3	Astrocytes
Crebzf	Astrocytes
Creld1	Astrocytes
Cry2	Astrocytes
Crym	Astrocytes
Cryzl1	Astrocytes
Csdc2	Astrocytes
Csmd1	Astrocytes
Csmd2	Astrocytes
Csnk2b	Astrocytes
Cspg5	Astrocytes
Csrp1	Astrocytes
Csrp2	Astrocytes
Cst3	Astrocytes
Ctdnep1	Astrocytes
Ctnna2	Astrocytes
Ctnnb1	Astrocytes
Ctps	Astrocytes
Ctsb	Astrocytes
Ctsd	Astrocytes
Ctsf	Astrocytes
Ctsl	Astrocytes
Cttnbp2	Astrocytes
Cuedc2	Astrocytes
Cux1	Astrocytes
Cxcl14	Astrocytes
Cyp2d22	Astrocytes
Cyp2j6	Astrocytes
D030056L22Rik	Astrocytes
D8Ertd738e	Astrocytes
Dab2	Astrocytes
Dach1	Astrocytes
Dazap2	Astrocytes
Dbn1	Astrocytes
Dbt	Astrocytes
Dcaf1	Astrocytes
Dclk1	Astrocytes
Ddit3	Astrocytes
Ddo	Astrocytes
Ddrgk1	Astrocytes
Ddx24	Astrocytes
Ddx41	Astrocytes
Ddx51	Astrocytes
Ddx54	Astrocytes
Dedd2	Astrocytes
Degs1	Astrocytes
Dennd2a	Astrocytes
Dennd6b	Astrocytes
Derl1	Astrocytes
Dgke	Astrocytes
Dio2	Astrocytes
Disc1	Astrocytes
Dkk3	Astrocytes
Dlg5	Astrocytes
Dmac2	Astrocytes
Dmd	Astrocytes
Dnaja1	Astrocytes
Dnaja2	Astrocytes
Dnajb9	Astrocytes
Dnajc11	Astrocytes
Dnajc16	Astrocytes
Dnajc27	Astrocytes
Dnajc30	Astrocytes
Dnal4	Astrocytes
Dnase1l1	Astrocytes
Dnttip1	Astrocytes
Dok3	Astrocytes
Dok6	Astrocytes
Dok7	Astrocytes
Dolpp1	Astrocytes
Dpagt1	Astrocytes
Dpm2	Astrocytes
Dpp9	Astrocytes
Dpy19l1	Astrocytes
Drap1	Astrocytes
Dtwd1	Astrocytes
Dtx1	Astrocytes
Dym	Astrocytes
Dync1h1	Astrocytes
Dynlrb1	Astrocytes
Dynlt1c	Astrocytes
Dynlt3	Astrocytes
Dyrk1b	Astrocytes
Dzip1l	Astrocytes
Ece1	Astrocytes
Eci1	Astrocytes
Edc4	Astrocytes
Eef1a1	Astrocytes
Eef1g	Astrocytes
Eef2	Astrocytes
Efhd2	Astrocytes
Ehd1	Astrocytes
Ehmt2	Astrocytes
Eid1	Astrocytes
Eid2	Astrocytes
Eif1ad	Astrocytes
Eif2ak4	Astrocytes
Eif3f	Astrocytes
Eif3i	Astrocytes
Eif3l	Astrocytes
Eif3m	Astrocytes
Eif4a1	Astrocytes
Eif4a2	Astrocytes
Elavl3	Astrocytes
Elf2	Astrocytes
Elmo2	Astrocytes
Elovl4	Astrocytes
Emc1	Astrocytes
Emc10	Astrocytes
Emc4	Astrocytes
Emc6	Astrocytes
Eml5	Astrocytes
Eml6	Astrocytes
Emsy	Astrocytes
Enho	Astrocytes
Eno1	Astrocytes
Eno3	Astrocytes
Enpp4	Astrocytes
Ensa	Astrocytes
Entpd2	Astrocytes
Epb41	Astrocytes
Epha4	Astrocytes
Epha5	Astrocytes
Ephb1	Astrocytes
Ephb3	Astrocytes
Epm2aip1	Astrocytes
Erbb4	Astrocytes
Ergic1	Astrocytes
Erlin1	Astrocytes
Erlin2	Astrocytes
Esrrg	Astrocytes
Etnppl	Astrocytes
Etv4	Astrocytes
Exd2	Astrocytes
Exosc7	Astrocytes
Faap20	Astrocytes
Fabp3	Astrocytes
Fam107a	Astrocytes
Fam136a	Astrocytes
Fam13c	Astrocytes
Fam169a	Astrocytes
Fam3c	Astrocytes
Fam76b	Astrocytes
Fam8a1	Astrocytes
Fam98b	Astrocytes
Fam98c	Astrocytes
Fan1	Astrocytes
Far2	Astrocytes
Fastk	Astrocytes
Fastkd1	Astrocytes
Fastkd3	Astrocytes
Fat3	Astrocytes
Faxc	Astrocytes
Fbl	Astrocytes
Fbxl14	Astrocytes
Fbxl18	Astrocytes
Fbxl20	Astrocytes
Fbxo10	Astrocytes
Fbxo21	Astrocytes
Fbxo41	Astrocytes
Fbxo44	Astrocytes
Fdx1	Astrocytes
Fdxacb1	Astrocytes
Fech	Astrocytes
Fem1b	Astrocytes
Fez1	Astrocytes
Fezf2	Astrocytes
Fgf1	Astrocytes
Fgf11	Astrocytes
Fgf13	Astrocytes
Fgfbp3	Astrocytes
Fgfr1op2	Astrocytes
Fgfr3	Astrocytes
Fkbp3	Astrocytes
Fkbp8	Astrocytes
Fkrp	Astrocytes
Flii	Astrocytes
Flrt1	Astrocytes
Fmo4	Astrocytes
Fnbp1l	Astrocytes
Folh1	Astrocytes
Foxp1	Astrocytes
Frmd4a	Astrocytes
Fry	Astrocytes
Fsd1	Astrocytes
Ftl1	Astrocytes
Fuca1	Astrocytes
Fxyd1	Astrocytes
Fzd2	Astrocytes
Fzd3	Astrocytes
Fzr1	Astrocytes
G430095P16Rik	Astrocytes
Gab1	Astrocytes
Gabarap	Astrocytes
Gabarapl2	Astrocytes
Gabbr2	Astrocytes
Gabra2	Astrocytes
Gabra4	Astrocytes
Gabrg3	Astrocytes
Gadd45gip1	Astrocytes
Galnt16	Astrocytes
Ganab	Astrocytes
Gars	Astrocytes
Gas6	Astrocytes
Gdpd1	Astrocytes
Gem	Astrocytes
Gga1	Astrocytes
Ggnbp1	Astrocytes
Ghr	Astrocytes
Gigyf1	Astrocytes
Gjc1	Astrocytes
Glce	Astrocytes
Gli1	Astrocytes
Glis1	Astrocytes
Gls	Astrocytes
Gm266	Astrocytes
Gm9925	Astrocytes
Gmip	Astrocytes
Gmpr2	Astrocytes
Gmps	Astrocytes
Gna11	Astrocytes
Gnai2	Astrocytes
Gnas	Astrocytes
Gnb1	Astrocytes
Gnb2	Astrocytes
Gnb4	Astrocytes
Gng10	Astrocytes
Gng12	Astrocytes
Gng3	Astrocytes
Gnpda1	Astrocytes
Golgb1	Astrocytes
Gorasp1	Astrocytes
Got2	Astrocytes
Gpd2	Astrocytes
Gpi1	Astrocytes
Gpkow	Astrocytes
Gpld1	Astrocytes
Gpr155	Astrocytes
Gpr158	Astrocytes
Gpr22	Astrocytes
Gpr37l1	Astrocytes
Gprasp1	Astrocytes
Gprc5b	Astrocytes
Gps1	Astrocytes
Gpx4	Astrocytes
Grcc10	Astrocytes
Gria1	Astrocytes
Grin2b	Astrocytes
Grk3	Astrocytes
Grm7	Astrocytes
Gsdme	Astrocytes
Gse1	Astrocytes
Gsg1l	Astrocytes
Gspt1	Astrocytes
Gspt2	Astrocytes
Gtf2a2	Astrocytes
Gtf2h4	Astrocytes
Gtf2i	Astrocytes
Gtf2ird1	Astrocytes
Gtpbp6	Astrocytes
Gtpbp8	Astrocytes
Gucy1a2	Astrocytes
H2-DMa	Astrocytes
H3f3a	Astrocytes
H3f3b	Astrocytes
Habp4	Astrocytes
Hadha	Astrocytes
Hagh	Astrocytes
Hbs1l	Astrocytes
Hcfc1r1	Astrocytes
Hdac2	Astrocytes
Hdac5	Astrocytes
Hdac8	Astrocytes
Hdgfl3	Astrocytes
Heg1	Astrocytes
Hells	Astrocytes
Hepacam	Astrocytes
Hes5	Astrocytes
Hexb	Astrocytes
Hgf	Astrocytes
Hhip	Astrocytes
Hibch	Astrocytes
Hif1a	Astrocytes
Hif3a	Astrocytes
Hip1r	Astrocytes
Hk1	Astrocytes
Hmbox1	Astrocytes
Hmgb1	Astrocytes
Hmgcll1	Astrocytes
Hmgcr	Astrocytes
Hmgcs1	Astrocytes
Hmox2	Astrocytes
Hnrnpa0	Astrocytes
Hnrnpa1	Astrocytes
Hnrnpk	Astrocytes
Homer1	Astrocytes
Homer2	Astrocytes
Hpcal1	Astrocytes
Hr	Astrocytes
Hrh1	Astrocytes
Hs3st2	Astrocytes
Hs3st3a1	Astrocytes
Hsd17b11	Astrocytes
Hsdl2	Astrocytes
Hsp90b1	Astrocytes
Hspa12a	Astrocytes
Hspe1	Astrocytes
Htr2b	Astrocytes
Icmt	Astrocytes
Ifngr2	Astrocytes
Il18bp	Astrocytes
Il1rapl1	Astrocytes
Il34	Astrocytes
Inf2	Astrocytes
Inka2	Astrocytes
Insig2	Astrocytes
Iqsec1	Astrocytes
Irak1bp1	Astrocytes
Irf2bpl	Astrocytes
Iscu	Astrocytes
Itfg1	Astrocytes
Itga1	Astrocytes
Itih3	Astrocytes
Itm2b	Astrocytes
Itpkb	Astrocytes
Itpr1	Astrocytes
Jag1	Astrocytes
Jakmip1	Astrocytes
Jazf1	Astrocytes
Jup	Astrocytes
Kank1	Astrocytes
Kars	Astrocytes
Kcna6	Astrocytes
Kcnd2	Astrocytes
Kcnd3	Astrocytes
Kcnip3	Astrocytes
Kcnip4	Astrocytes
Kcnj10	Astrocytes
Kcnn2	Astrocytes
Kcnq3	Astrocytes
Kcnt1	Astrocytes
Kctd13	Astrocytes
Khdrbs3	Astrocytes
Khsrp	Astrocytes
Kif21a	Astrocytes
Kif21b	Astrocytes
Kifc2	Astrocytes
Kiss1r	Astrocytes
Klc1	Astrocytes
Klc2	Astrocytes
Klhdc2	Astrocytes
Klhdc3	Astrocytes
Klhl11	Astrocytes
Klhl2	Astrocytes
Klhl23	Astrocytes
Klhl3	Astrocytes
Klhl9	Astrocytes
Kpna1	Astrocytes
Kpna6	Astrocytes
Kyat3	Astrocytes
Lage3	Astrocytes
Lamtor1	Astrocytes
Lamtor2	Astrocytes
Lamtor4	Astrocytes
Lars2	Astrocytes
Ldb2	Astrocytes
Ldha	Astrocytes
Leng8	Astrocytes
Leprot	Astrocytes
Lgi1	Astrocytes
Lgmn	Astrocytes
Lhpp	Astrocytes
Limk2	Astrocytes
Lmbrd2	Astrocytes
Lmtk3	Astrocytes
Lonrf2	Astrocytes
Lrfn1	Astrocytes
Lrig1	Astrocytes
Lrig3	Astrocytes
Lrp1	Astrocytes
Lrp1b	Astrocytes
Lrrc14	Astrocytes
Lrrc4	Astrocytes
Lrrc45	Astrocytes
Lrrc73	Astrocytes
Lrrfip1	Astrocytes
Lrriq1	Astrocytes
Lrrn2	Astrocytes
Lrtm2	Astrocytes
Lsm6	Astrocytes
Luc7l2	Astrocytes
Lurap1	Astrocytes
Lyl1	Astrocytes
Lysmd1	Astrocytes
Lzts2	Astrocytes
Lzts3	Astrocytes
M6pr	Astrocytes
Macrod1	Astrocytes
Maf1	Astrocytes
Magi3	Astrocytes
Man2a2	Astrocytes
Manba	Astrocytes
Manf	Astrocytes
Map1lc3b	Astrocytes
Map2k2	Astrocytes
Map2k5	Astrocytes
Map2k7	Astrocytes
Map7	Astrocytes
Map9	Astrocytes
Mapk1	Astrocytes
Mapk4	Astrocytes
Mast2	Astrocytes
Mau2	Astrocytes
Mbd3	Astrocytes
Mcf2l	Astrocytes
Mcl1	Astrocytes
Mcph1	Astrocytes
Mcrs1	Astrocytes
Mcts1	Astrocytes
Me3	Astrocytes
Meaf6	Astrocytes
Mecr	Astrocytes
Med22	Astrocytes
Med28	Astrocytes
Med29	Astrocytes
Med7	Astrocytes
Men1	Astrocytes
Mepce	Astrocytes
Mertk	Astrocytes
Mesd	Astrocytes
Mest	Astrocytes
Metrn	Astrocytes
Mettl24	Astrocytes
Mfn1	Astrocytes
Mgat4b	Astrocytes
Mgat4c	Astrocytes
Mgat5	Astrocytes
Mgll	Astrocytes
Mgrn1	Astrocytes
Mid1ip1	Astrocytes
Miga2	Astrocytes
Mitd1	Astrocytes
Mlf2	Astrocytes
Mllt11	Astrocytes
Mlx	Astrocytes
Mmd2	Astrocytes
Mmp16	Astrocytes
Mn1	Astrocytes
Mpc1	Astrocytes
Mpped2	Astrocytes
Mprip	Astrocytes
Mro	Astrocytes
Mrpl12	Astrocytes
Mrpl2	Astrocytes
Mrpl21	Astrocytes
Mrpl32	Astrocytes
Mrpl34	Astrocytes
Mrpl38	Astrocytes
Mrpl41	Astrocytes
Mrpl42	Astrocytes
Mrpl43	Astrocytes
Mrpl46	Astrocytes
Mrpl51	Astrocytes
Mrpl53	Astrocytes
Mrps18b	Astrocytes
Mrps24	Astrocytes
Mrps30	Astrocytes
Mrps33	Astrocytes
Mrtfb	Astrocytes
Msmo1	Astrocytes
Msra	Astrocytes
Mus81	Astrocytes
Myh14	Astrocytes
Myl12b	Astrocytes
Myo5a	Astrocytes
Myoz2	Astrocytes
Naca	Astrocytes
Nav3	Astrocytes
Naxe	Astrocytes
Ncald	Astrocytes
Ncam1	Astrocytes
Ncan	Astrocytes
Ncln	Astrocytes
Ndfip2	Astrocytes
Ndst1	Astrocytes
Ndufa13	Astrocytes
Ndufa3	Astrocytes
Ndufa5	Astrocytes
Ndufa6	Astrocytes
Ndufa7	Astrocytes
Ndufb2	Astrocytes
Ndufb9	Astrocytes
Ndufc2	Astrocytes
Ndufs2	Astrocytes
Ndufs5	Astrocytes
Necap1	Astrocytes
Nectin1	Astrocytes
Nek1	Astrocytes
Nek9	Astrocytes
Nelfe	Astrocytes
Nexn	Astrocytes
Nfe2l1	Astrocytes
Nfix	Astrocytes
Nfkb2	Astrocytes
Nfu1	Astrocytes
Nhlrc3	Astrocytes
Nhsl1	Astrocytes
Nin	Astrocytes
Nit1	Astrocytes
Nkx2-2	Astrocytes
Nkx6-2	Astrocytes
Nlgn1	Astrocytes
Nlgn2	Astrocytes
Nln	Astrocytes
Nme3	Astrocytes
Nmnat2	Astrocytes
Nmt2	Astrocytes
Nnat	Astrocytes
Nol4	Astrocytes
Nol7	Astrocytes
Nol8	Astrocytes
Nop53	Astrocytes
Notch1	Astrocytes
Npas2	Astrocytes
Npdc1	Astrocytes
Nphs1	Astrocytes
Nptn	Astrocytes
Nr1d1	Astrocytes
Nr2f6	Astrocytes
Nrbf2	Astrocytes
Nrbp1	Astrocytes
Nrg1	Astrocytes
Nrg2	Astrocytes
Nsf	Astrocytes
Ntrk3	Astrocytes
Ntsr2	Astrocytes
Nucks1	Astrocytes
Nudc	Astrocytes
Nudcd2	Astrocytes
Nudt10	Astrocytes
Nudt9	Astrocytes
Numbl	Astrocytes
Nup35	Astrocytes
Nup50	Astrocytes
Nup93	Astrocytes
Nxpe4	Astrocytes
Ocrl	Astrocytes
Odc1	Astrocytes
Ofd1	Astrocytes
Ogdhl	Astrocytes
Ogfrl1	Astrocytes
Olfm2	Astrocytes
Omg	Astrocytes
Ormdl3	Astrocytes
Os9	Astrocytes
Osbpl6	Astrocytes
Osbpl8	Astrocytes
Otud5	Astrocytes
Pacsin2	Astrocytes
Pacsin3	Astrocytes
Pak2	Astrocytes
Pakap	Astrocytes
Palmd	Astrocytes
Pam16	Astrocytes
Papln	Astrocytes
Papss2	Astrocytes
Paqr7	Astrocytes
Paqr8	Astrocytes
Parn	Astrocytes
Parva	Astrocytes
Parvb	Astrocytes
Paxx	Astrocytes
Pbx3	Astrocytes
Pbxip1	Astrocytes
Pcdh15	Astrocytes
Pcdh20	Astrocytes
Pcdhga11	Astrocytes
Pclaf	Astrocytes
Pcsk5	Astrocytes
Pcx	Astrocytes
Pde10a	Astrocytes
Pde1c	Astrocytes
Pde3b	Astrocytes
Pde4dip	Astrocytes
Pde7b	Astrocytes
Pde9a	Astrocytes
Pdgfd	Astrocytes
Pdgfrb	Astrocytes
Pdia4	Astrocytes
Pdia6	Astrocytes
Pdk2	Astrocytes
Pdlim4	Astrocytes
Pdzrn4	Astrocytes
Pebp1	Astrocytes
Pecr	Astrocytes
Peg3	Astrocytes
Per1	Astrocytes
Per3	Astrocytes
Pex14	Astrocytes
Pfdn6	Astrocytes
Pfkl	Astrocytes
Pgghg	Astrocytes
Pgm3	Astrocytes
Pgp	Astrocytes
Pgrmc2	Astrocytes
Phb	Astrocytes
Phc2	Astrocytes
Phf21b	Astrocytes
Phf24	Astrocytes
Phka1	Astrocytes
Phlpp2	Astrocytes
Phyhd1	Astrocytes
Phyhipl	Astrocytes
Pigyl	Astrocytes
Pik3ip1	Astrocytes
Pim2	Astrocytes
Pin4	Astrocytes
Pitpnm2	Astrocytes
Pkig	Astrocytes
Pkm	Astrocytes
Pkp2	Astrocytes
Pla2g15	Astrocytes
Plcb1	Astrocytes
Plcd1	Astrocytes
Plce1	Astrocytes
Plcg1	Astrocytes
Pld1	Astrocytes
Pld3	Astrocytes
Plec	Astrocytes
Plekha5	Astrocytes
Plekhb1	Astrocytes
Plekhb2	Astrocytes
Plekhj1	Astrocytes
Plekhm2	Astrocytes
Plekhm3	Astrocytes
Plod3	Astrocytes
Plpp4	Astrocytes
Plpp7	Astrocytes
Plppr2	Astrocytes
Plxna4	Astrocytes
Pnkd	Astrocytes
Pnpla7	Astrocytes
Pofut2	Astrocytes
Polg2	Astrocytes
Polr1d	Astrocytes
Polr2c	Astrocytes
Polr2d	Astrocytes
Polr2f	Astrocytes
Polr2j	Astrocytes
Polr2m	Astrocytes
Pom121	Astrocytes
Ppa1	Astrocytes
Ppcdc	Astrocytes
Ppdpf	Astrocytes
Ppfibp2	Astrocytes
Ppib	Astrocytes
Ppil4	Astrocytes
Ppil6	Astrocytes
Ppm1l	Astrocytes
Ppp1ca	Astrocytes
Ppp1cb	Astrocytes
Ppp1r11	Astrocytes
Ppp1r12b	Astrocytes
Ppp1r13b	Astrocytes
Ppp1r14c	Astrocytes
Ppp1r15b	Astrocytes
Ppp2cb	Astrocytes
Ppp2r2b	Astrocytes
Ppp2r5c	Astrocytes
Ppp3ca	Astrocytes
Ppp3cc	Astrocytes
Prdm2	Astrocytes
Prdx2	Astrocytes
Preb	Astrocytes
Prickle1	Astrocytes
Prkacb	Astrocytes
Prkce	Astrocytes
Prkd1	Astrocytes
Prkx	Astrocytes
Prmt1	Astrocytes
Prnp	Astrocytes
Prom1	Astrocytes
Prr3	Astrocytes
Prrt2	Astrocytes
Prtg	Astrocytes
Psap	Astrocytes
Psenen	Astrocytes
Psma4	Astrocytes
Psma6	Astrocytes
Psmb10	Astrocytes
Psmb2	Astrocytes
Psmb3	Astrocytes
Psmb5	Astrocytes
Psmc4	Astrocytes
Psmc6	Astrocytes
Psmd3	Astrocytes
Psmd7	Astrocytes
Psme1	Astrocytes
Psme3	Astrocytes
Psmg4	Astrocytes
Ptch1	Astrocytes
Ptch2	Astrocytes
Ptchd4	Astrocytes
Pth2r	Astrocytes
Ptms	Astrocytes
Ptn	Astrocytes
Ptpa	Astrocytes
Ptprd	Astrocytes
Ptprk	Astrocytes
Ptprn2	Astrocytes
Ptrhd1	Astrocytes
Purb	Astrocytes
Pycard	Astrocytes
Pycr2	Astrocytes
Pygb	Astrocytes
R3hdm1	Astrocytes
R3hdm4	Astrocytes
Rab11fip4	Astrocytes
Rab22a	Astrocytes
Rab27b	Astrocytes
Rab33a	Astrocytes
Rab34	Astrocytes
Rab5if	Astrocytes
Rab8a	Astrocytes
Rabggtb	Astrocytes
Rabl6	Astrocytes
Rai2	Astrocytes
Ralgds	Astrocytes
Ralyl	Astrocytes
Ramac	Astrocytes
Ramp1	Astrocytes
Ramp2	Astrocytes
Ranbp1	Astrocytes
Rap1gap2	Astrocytes
Rap2b	Astrocytes
Rapgef3	Astrocytes
Raph1	Astrocytes
Rarb	Astrocytes
Rasgrf1	Astrocytes
Rbm42	Astrocytes
Rbm4b	Astrocytes
Rbpms2	Astrocytes
Rbx1	Astrocytes
Rcan1	Astrocytes
Rcc2	Astrocytes
Rce1	Astrocytes
Reep5	Astrocytes
Rer1	Astrocytes
Rffl	Astrocytes
Rfng	Astrocytes
Rftn2	Astrocytes
Rfx3	Astrocytes
Rfxap	Astrocytes
Rgl1	Astrocytes
Rgs7bp	Astrocytes
Rhbdd2	Astrocytes
Rhobtb2	Astrocytes
Rhobtb3	Astrocytes
Ribc1	Astrocytes
Ripor2	Astrocytes
Rlbp1	Astrocytes
Rnf126	Astrocytes
Rnf130	Astrocytes
Rnf14	Astrocytes
Rnf144a	Astrocytes
Rnf145	Astrocytes
Rnf149	Astrocytes
Rnf166	Astrocytes
Rnf19b	Astrocytes
Rnf220	Astrocytes
Rnf38	Astrocytes
Rnf7	Astrocytes
Robo1	Astrocytes
Rorb	Astrocytes
Rpa3	Astrocytes
Rpf2	Astrocytes
Rpl21	Astrocytes
Rpl22	Astrocytes
Rpl36a	Astrocytes
Rpl41	Astrocytes
Rpl5	Astrocytes
Rpl6	Astrocytes
Rpn2	Astrocytes
Rpp25l	Astrocytes
Rps12	Astrocytes
